USGS_ID	USGS_name	Station_type	Longitude	Latitude	RFC_ID	NWS_loc_ID	NWS_HSA_ID	GOES_ID	HUC8	Hgraph_type
02294330	LAKE LENA RUN NEAR AUBURNDALE FL	Stream	-81.81222	27.99972	SERFC	LLAF1	TBW	D11887D6	03100101	unknown
02294650	PEACE RIVER AT SR 60 AT BARTOW FL	Stream	-81.81750	27.90194	SERFC	BARF1	TBW	172BA154	03100101	unknown
02294655	PEACE RIVER NEAR BARTOW FL	Stream	-81.80444	27.88306	unknown	PBZF1	TBW	17D0C50E	unknown	unknown
02294705	PEACE RV DISTRIBUTARY AT DOVER SINK NR BARTOW FL	Stream	-81.80167	27.87278	unknown	PDSF1	TBW	DDE931FC	unknown	unknown
02294747	SIXMILE CREEK AT BARTOW FL	Stream	-81.80948	27.86350	unknown	SXZF1	TBW	DDE6F270	unknown	unknown
02294759	PHOSPHATE MINE OUTFALL CS-8 NEAR BARTOW FL	Facility: Outfall	-81.80389	27.84361	unknown	PMOF1	TBW	171115F8	unknown	unknown
02294760	BARBER BRANCH NEAR HOMELAND FL	Stream	-81.81222	27.83833	unknown	BBHF1	TBW	17157524	unknown	unknown
02294775	PEACE RIVER AT CLEAR SPRINGS NEAR BARTOW FL	Stream	-81.80750	27.86333	unknown	PCSF1	TBW	171585A0	unknown	unknown
02294781	PEACE RIVER NEAR HOMELAND FL	Stream	-81.80222	27.82417	unknown	PHOF1	TBW	D11C611E	unknown	unknown
02294898	PEACE RIVER AT FORT MEADE FL	Stream	-81.78222	27.75111	SERFC	FTMF1	TBW	171E4316	03100101	unknown
02295013	BOWLEGS CREEK NEAR FORT MEADE FL	Stream	-81.69556	27.69972	unknown	BFZF1	TBW	163B217C	unknown	unknown
02295163	WHIDDEN CREEK NEAR FORT MEADE FL	Stream	-81.80778	27.70694	SERFC	WDNF1	TBW	17C441BE	03100101	unknown
02295194	PEACE RIVER AT BOWLING GREEN FL	Stream	-81.80250	27.64583	SERFC	BGPF1	TBW	17E117EC	03100101	unknown
02295420	PAYNE CREEK NEAR BOWLING GREEN FL	Stream	-81.82583	27.62028	SERFC	PAYF1	TBW	DD0224A8	03100101	unknown
02295440	PEACE RIVER AT STATE HWY 664A NEAR WAUCHULA FL	Stream	-81.80472	27.57556	unknown	PWAF1	TBW	DDE6376E	unknown	unknown
02295580	LITTLE CHARLIE CREEK NEAR MOUTH NEAR WAUCHULA FL	Stream	-81.79683	27.57906	SERFC	WLAF1	TBW	17212612	03100101	unknown
02295637	PEACE RIVER AT US 17 AT ZOLFO SPRINGS FL	Stream	-81.80111	27.50417	SERFC	ZFSF1	TBW	17E154E6	03100101	unknown
02296260	CHARLIE CREEK NEAR CREWSVILLE FL	Stream	-81.67861	27.45917	SERFC	CWVF1	TBW	17D473BA	03100101	unknown
02296500	CHARLIE CREEK NEAR GARDNER FL	Stream	-81.79667	27.37472	SERFC	GDRF1	TBW	DD0237DE	03100101	unknown
02296750	PEACE RIVER AT SR 70 AT ARCADIA FL	Stream	-81.87639	27.22056	SERFC	ARCF1	TBW	17E14790	03100101	unknown
02297100	JOSHUA CREEK AT NOCATEE FL	Stream	-81.87972	27.16639	SERFC	NOCF1	TBW	DE4236E4	03100101	unknown
02297155	HORSE CREEK NEAR MYAKKA HEAD FL	Stream	-82.02361	27.48694	SERFC	HORF1	TBW	DDAF6292	03100101	unknown
02297251	HORSE CREEK NEAR LIMESTONE FL	Stream	-81.97361	27.36611	unknown	HLSF1	TBW	DF132288	unknown	unknown
02297310	HORSE CREEK AT SR 72 NEAR ARCADIA FL	Stream	-81.98861	27.19917	SERFC	ARHF1	TBW	17E0F6E4	03100101	unknown
02297345	PEACE RIVER AT PLATT FL	Stream	-81.99944	27.08667	unknown	PLPF1	TBW	174076A6	unknown	unknown
02297350	PEACE RIVER NR PEACE RIVER HEIGHTS NR FT. OGDEN FL	Stream	-82.00750	27.07722	unknown	FOPF1	TBW	176FD122	unknown	unknown
02297600	SHELL CREEK AT CIRCLE K GROVES NEAR FT OGDEN FL	Stream	-81.82664	26.96734	SERFC	CCGF1	TBW	17E0D008	03100101	unknown
02297635	SHELL CREEK ON CR 764 NEAR PUNTA GORDA FL	Stream	-81.88750	26.97500	unknown	SHEF1	TBW	17863106	unknown	unknown
02298110	PRAIRIE CREEK UPSTREAM OF SR 31 NEAR FT OGDEN FL	Stream	-81.74317	27.04156	SERFC	FTOF1	TBW	17D102EA	03100101	unknown
02298123	PRAIRIE CREEK NEAR FORT OGDEN FL	Stream	-81.78472	27.05167	SERFC	FOGF1	TBW	17AAB760	03100101	unknown
02298170	PRAIRIE CREEK ON CR 764 NEAR PUNTA GORDA FL	Stream	-81.89472	26.99028	unknown	PRKF1	TBW	1787561A	unknown	unknown
02298202	SHELL CREEK NEAR PUNTA GORDA FL	Stream	-81.93583	26.98444	SERFC	PUNF1	TBW	DD83E4F4	03100101	unknown
02298488	MYAKKA RIVER UPST FROM YOUNGS CK NR MYAKKA CITY FL	Stream	-82.13889	27.42889	SERFC	MYKF1	TBW	17F454B8	03100102	unknown
02298492	LONG CREEK NEAR MYAKKA CITY FL	Stream	-82.12667	27.40917	SERFC	LCKF1	TBW	17F46122	03100102	unknown
02298494	FLATFORD SWAMP NR MYAKKA RIVER NR MYAKKA CITY FL	Wetland	-82.14250	27.39361	unknown	FLTF1	TBW	17F47254	unknown	unknown
02298495	MAPLE CREEK NEAR MYAKKA CITY FL	Stream	-82.13000	27.38417	SERFC	MAPF1	TBW	17F447CE	03100102	unknown
02298527	OGLEBY CK DNSTR FROM BOGGY CK NEAR MYAKKA CITY FL	Stream	-82.18194	27.40333	SERFC	OGLF1	TBW	17F570AE	03100102	unknown
02298530	COKER CREEK NEAR MYAKKA CITY FL	Stream	-82.17528	27.40944	SERFC	CKKF1	TBW	DDB033E2	03100102	unknown
02298554	MYAKKA RIVER NEAR MYAKKA CITY FL	Stream	-82.14944	27.36583	SERFC	MYTF1	TBW	DDB587AC	03100102	unknown
02298608	MYAKKA RIVER AT MYAKKA CITY FL	Stream	-82.15694	27.34333	SERFC	MKAF1	TBW	1787C378	03100102	unknown
02298760	HOWARD CREEK NEAR SARASOTA FL	Stream	-82.34758	27.33847	SERFC	HWCF1	TBW	17C85354	03100102	unknown
02298830	MYAKKA RIVER NEAR SR 72 NEAR SARASOTA FL	Stream	-82.31189	27.23522	SERFC	MKCF1	TBW	DE21F6C6	03100102	unknown
02298880	MYAKKA RIVER AT CONTROL NEAR LAUREL FL	Stream	-82.35583	27.18528	SERFC	LAUF1	TBW	177DD348	03100102	unknown
02299230	MYAKKA RIVER AT NORTH PORT CHARLOTTE FL	Stream	-82.29325	27.04486	unknown	MRNF1	TBW	D11A31AC	unknown	unknown
02299260	WARM MINERAL SPRINGS NEAR WOODMERE FL	Spring	-82.26067	27.06033	unknown	WMSF1	TBW	DE252594	unknown	unknown
02299410	BIG SLOUGH CANAL NEAR MYAKKA CITY FL	Stream: Canal	-82.14444	27.19306	SERFC	BIGF1	TBW	17AA47E4	03100102	unknown
02299450	BIG SLOUGH AT TROPICAIRE BLVD NEAR NORTH PORT FL	Stream	-82.20484	27.11164	SERFC	NPOF1	TBW	17C912A4	03100102	unknown
02299472	BIG SLOUGH AT WEST PRICE BLVD NEAR NORTH PORT FL	Stream	-82.22033	27.06933	SERFC	BNPF1	TBW	17C9273E	03100102	unknown
02299482	COCOPLUM WATERWAY AT NORTH PORT FL	Stream	-82.23533	27.04561	SERFC	NWEF1	TBW	1660007A	03100102	unknown
02299484	BIG SLOUGH AT WCS-101 AT NORTH PORT FL	Stream	-82.23806	27.04667	unknown	NPRF1	TBW	17D141E0	unknown	unknown
02299727	SHAKETT CREEK NEAR NOKOMIS FL	Stream	-82.43028	27.14361	unknown	SKTF1	TBW	1743812C	unknown	unknown
02299735	VENICE INLET AT CROW'S NEST MARINA AT VENICE FL	Estuary	-82.46556	27.11222	unknown	CNMF1	TBW	17435744	unknown	unknown
02299861	WALKER CREEK NEAR SARASOTA FL	Stream	-82.54444	27.36750	SERFC	WLKF1	TBW	DDBA813E	03100201	unknown
02299950	MANATEE RIVER AT SR 64 NEAR MYAKKA HEAD FL	Stream	-82.21139	27.47333	SERFC	MKHF1	TBW	17D1B164	03100202	unknown
023000095	MANATEE RIVER AT RYE FL	Stream	-82.36722	27.51333	unknown	RYEF1	TBW	DDB83744	unknown	unknown
02300017	GAMBLE CREEK AT COUNTY ROAD 675 NEAR PARRISH FL	Stream	-82.39739	27.57578	SERFC	GCPF1	TBW	17C942D8	03100202	unknown
02300018	GAMBLE CREEK NEAR PARRISH FL	Stream	-82.38972	27.55306	SERFC	PGAF1	TBW	17D49048	03100202	unknown
02300033	BRADEN RIV AT LAKEWOOD RANCH NR LORRAINE FL	Stream	-82.42611	27.42056	SERFC	FRUF1	TBW	DDB86738	03100202	unknown
02300042	WARD LAKE NEAR BRADENTON FL	Lake, Reservoir, Impoundment	-82.48778	27.44111	SERFC	LWDF1	TBW	17C37610	03100202	unknown
02300075	FROG CREEK AT BUFFALO ROAD NEAR RUBONIA FL	Stream	-82.51339	27.57992	SERFC	FRCF1	TBW	17D0D678	03100202	unknown
02300082	FROG CREEK NEAR RUBONIA FL	Stream	-82.53972	27.58806	SERFC	FRGF1	TBW	17C836B2	03100206	unknown
02300100	LITTLE MANATEE RIVER NEAR FT. LONESOME FL	Stream	-82.19806	27.70444	SERFC	LRFF1	TBW	DE12A7C4	03100203	unknown
02300210	SOUTH FORK LITTLE MANATEE RIVER NEAR PARRISH FL	Stream	-82.21139	27.60167	SERFC	LMPF1	TBW	17D4B6A4	03100203	unknown
02300300	SOUTH FORK LITTLE MANATEE RIVER NEAR WIMAUMA FL	Stream	-82.29444	27.64917	SERFC	LMWF1	TBW	17D5213C	03100203	unknown
02300500	LITTLE MANATEE RIVER AT US 301 NEAR WIMAUMA FL	Stream	-82.35278	27.67083	SERFC	WIMF1	TBW	DD844638	03100203	unknown
02300700	BULLFROG CREEK NEAR WIMAUMA FL	Stream	-82.35222	27.79167	SERFC	WMMF1	TBW	DDB841D4	03100206	unknown
02300703	BULLFROG CREEK NEAR RIVERVIEW FL	Stream	-82.34639	27.83472	unknown	BLFF1	TBW	17D13770	unknown	unknown
02300882	NORTH PRONG ALAFIA RIVER NEAR NICHOLS FL	Stream	-82.01194	27.89000	SERFC	NALF1	TBW	171540BE	03100204	unknown
02300995	THIRTYMILE CREEK NEAR NICHOLS FL	Stream	-82.04889	27.87972	unknown	NICF1	TBW	17C46752	unknown	unknown
02301000	NORTH PRONG ALAFIA RIVER AT KEYSVILLE FL	Stream	-82.10028	27.88361	SERFC	KEYF1	TBW	DD84B6BC	03100204	unknown
02301150	SOUTH PRONG ALAFIA RIVER NEAR FT LONESOME FL	Stream	-82.07428	27.72931	SERFC	ASPF1	TBW	176C8650	03100204	unknown
02301300	SOUTH PRONG ALAFIA RIVER NEAR LITHIA FL	Stream	-82.11778	27.79639	SERFC	SPAF1	TBW	DDAF5708	03100204	unknown
02301500	ALAFIA RIVER AT LITHIA PINECREST RD AT LITHIA FL	Stream	-82.21139	27.87194	SERFC	LITF1	TBW	D11A1740	03100204	unknown
02301635	ALAFIA RIVER NEAR BELL SHOALS RD NR RIVERVIEW FL	Stream	-82.26859	27.85716	unknown	RIVF1	TBW	17C866CE	unknown	unknown
02301718	ALAFIA RIVER AT US 301 AT RIVERVIEW FL	Stream	-82.32645	27.86934	unknown	RVWF1	TBW	DD3B847C	unknown	unknown
02301721	ALAFIA RIVER AT GIBSONTON FL	Stream	-82.38444	27.85944	unknown	GBSF1	TBW	16F4B6E8	unknown	unknown
02301738	ARCHIE CREEK AT 78TH STREET NEAR TAMPA FL	Stream	-82.37083	27.87972	SERFC	ACKF1	TBW	DD83C218	03100206	unknown
02301740	NORTH ARCHIE CREEK AT PROGRESS BLVD. NEAR TAMPA FL	Stream	-82.35000	27.89639	SERFC	NACF1	TBW	DD83F782	03100206	unknown
02301745	DELANEY CREEK POPOFF CANAL NEAR TAMPA FL	Stream	-82.37722	27.90194	SERFC	DLYF1	TBW	DD840532	03100206	unknown
02301750	DELANEY CREEK NEAR TAMPA FL	Stream	-82.36444	27.92556	SERFC	DLNF1	TBW	DD841644	03100206	unknown
02301793	EAST LAKE OUTFALL AT E. CHELSEA ST. NEAR TAMPA FL	Stream	-82.37194	27.98472	SERFC	ESLF1	TBW	DDAF71E4	03100206	unknown
02301900	FOX BRANCH NEAR SOCRUM FL	Stream	-82.01250	28.18194	SERFC	SOCF1	TBW	DDA5C338	03100205	unknown
02301990	HILLSBOROUGH R AB CRYSTAL SPR NEAR ZEPHYRHILLS FL	Stream	-82.18417	28.18556	SERFC	ZPRF1	TBW	17DA64A4	03100205	unknown
02302000	CRYSTAL SPRINGS NEAR ZEPHYRHILLS FL	Spring	-82.18528	28.18194	unknown	CRZF1	TBW	178366BA	unknown	unknown
02302010	HILLSBOROUGH R BL CRYSTAL SPR NEAR ZEPHYRHILLS FL	Stream	-82.18917	28.17861	SERFC	HRZF1	TBW	17DA0142	03100205	unknown
02302500	BLACKWATER CREEK NEAR KNIGHTS FL	Stream	-82.15000	28.13972	SERFC	KNTF1	TBW	17D0F094	03100205	unknown
02303000	HILLSBOROUGH RV AT STATE PARK NR ZEPHYRHILLS FL	Stream	-82.23194	28.15000	SERFC	ZPHF1	TBW	17A9539C	03100205	unknown
02303205	BAKER CREEK AT MCINTOSH ROAD NEAR ANTIOCH FL	Stream	-82.24556	28.02806	SERFC	MCNF1	TBW	1704334A	03100205	unknown
02303330	HILLSBOROUGH R AT MORRIS BR NEAR THONOTOSASSA FL	Stream	-82.31139	28.09861	SERFC	MORF1	TBW	DE2EE322	03100205	unknown
02303346	TROUT CREEK AT CHANCEY RD AT WESLEY CHAPEL FL	Stream	-82.34755	28.20989	unknown	TRZF1	TBW	DF012E30	unknown	unknown
02303348	TROUT CREEK AT WESLEY CHAPEL FL	Stream	-82.36222	28.17133	SERFC	TCWF1	TBW	1684765A	03100205	unknown
02303350	TROUT CREEK NEAR SULPHUR SPRINGS FL	Stream	-82.36194	28.13472	SERFC	TCKF1	TBW	17DC94EE	03100205	unknown
02303400	CYPRESS CREEK NEAR SAN ANTONIO FL	Stream	-82.38361	28.32389	SERFC	CSAF1	TBW	1684652C	03100205	unknown
02303410	CYPRESS CREEK TRIBUTARY NR WESLEY CHAPEL FL	Stream	-82.38611	28.25936	SERFC	TCYF1	TBW	168495A8	03100205	unknown
02303420	CYPRESS CREEK AT SR 54 AT WORTHINGTON GARDENS FL	Stream	-82.40222	28.18722	SERFC	WRGF1	TBW	17A940EA	03100205	unknown
02303424	CYPRESS CR AT COUNTY LINE RD AT WESLEY CHAPEL FL	Stream	-82.38861	28.17131	unknown	CNTF1	TBW	16F97090	unknown	unknown
02303800	CYPRESS CREEK NEAR SULPHUR SPRINGS FL	Stream	-82.40917	28.08889	SERFC	SULF1	TBW	17DCC492	03100205	slow
02304000	HILLSBOROUGH R AT FOWLER AV NEAR TEMPLE TERRACE FL	Stream	-82.36389	28.05417	unknown	FOWF1	TBW	DE2EF054	unknown	unknown
02304500	HILLSBOROUGH RIVER NEAR TAMPA FL	Stream	-82.42778	28.02361	SERFC	TMTF1	TBW	DD52D06E	03100205	unknown
02304517	HILLSBOROUGH R BL HANNAHS WHIRL NR SULPHUR SPGS FL	Stream	-82.44241	28.01516	unknown	HTZF1	TBW	17EB7358	unknown	unknown
02305851	CURIOSITY CREEK AT 122ND AVE NEAR SULPHUR SPGS. FL	Stream	-82.46139	28.05833	SERFC	CURF1	TBW	17A9367A	03100205	unknown
02306000	SULPHUR SPRINGS AT SULPHUR SPRINGS FL	Spring	-82.45194	28.02083	SERFC	SSPF1	TBW	173CE7F4	03100205	regulated
02306028	HILLSBOROUGH RIVER AT PLATT STREET AT TAMPA FL	Stream	-82.45889	27.94167	unknown	HPLF1	TBW	173EC4EC	unknown	unknown
02306500	SWEETWATER CREEK NEAR SULPHUR SPRINGS FL	Stream	-82.51194	28.04278	unknown	SWZF1	TBW	DDBA71BA	unknown	unknown
02306647	SWEETWATER CREEK NEAR TAMPA FL	Stream	-82.54528	28.01361	SERFC	SCKF1	TBW	DD8460D4	03100206	unknown
023066535	HENRY STREET CANAL AT BENJAMIN ROAD NEAR TAMPA FL	Stream: Canal	-82.54177	28.00010	unknown	HENF1	TBW	DD8473A2	unknown	unknown
02306774	ROCKY CREEK AT ST HWY 587 AT CITRUS PARK FL	Stream	-82.56583	28.06583	SERFC	CPKF1	TBW	DD848326	03100206	unknown
02306904	BRUSHY CREEK NEAR SULPHUR SPRINGS	Stream	-82.52500	28.08386	unknown	SBCF1	TBW	DE12B4B2	unknown	unknown
02306950	BRUSHY CREEK NEAR CITRUS PARK FL	Stream	-82.55556	28.06472	SERFC	CTPF1	TBW	DD84A5CA	03100206	unknown
02307000	ROCKY CREEK NEAR SULPHUR SPRINGS FL	Stream	-82.57611	28.03667	unknown	ROKF1	TBW	DDBA62CC	unknown	unknown
02307032	DOUBLE BRANCH AT COUNTRY WAY BLVD NEAR OLDSMAR FL	Stream	-82.62694	28.05056	unknown	OLDF1	TBW	17889596	unknown	unknown
02307200	BROOKER CREEK AT VAN DYKE RD NEAR CITRUS PARK FL	Stream	-82.57056	28.12861	SERFC	BVKF1	TBW	173EE200	03100206	unknown
02307359	BROOKER CREEK NEAR TARPON SPRINGS FL	Stream	-82.68732	28.09614	SERFC	TSGF1	TBW	17C452C8	03100206	unknown
02307362	BROOKER CREEK AT TARPON WOODS BLVD NR OLDSMAR FL	Stream	-82.69400	28.08652	unknown	BOLF1	TBW	17C42458	unknown	unknown
02307445	SOUTH BRANCH BROOKER CREEK NEAR OLDSMAR FL	Stream	-82.69778	28.07706	SERFC	SBBF1	TBW	D119F3BC	03100206	unknown
02307496	COW BRANCH AT LAKE ST GEORGE DR NR PALM HARBOR FL	Stream	-82.72249	28.06850	unknown	CBZF1	TBW	DE110032	unknown	unknown
02307498	LAKE TARPON CANAL AT S-551 NEAR OLDSMAR FL	Stream: Canal	-82.71111	28.05333	unknown	TBFF1	TBW	17F4315E	unknown	unknown
02307668	ALLIGATOR CREEK BELOW BELCHER RD AT CLEARWATER FL	Stream	-82.74250	27.97944	SERFC	ALCF1	TBW	DDBA5756	03100206	unknown
02307669	ALLIGATOR CREEK AT HIGHWAY 19 AT CLEARWATER FL	Stream	-82.72944	27.97319	unknown	PIAF1	TBW	17208410	unknown	unknown
02307674	ALLIGATOR CREEK AT KAPOK PARK AT CLEARWATER FL	Stream	-82.71333	27.97521	SERFC	KAPF1	TBW	DE225130	03100206	unknown
02307780	LONG BRANCH NEAR PINELLAS PARK FL	Stream	-82.72500	27.91556	SERFC	LLRF1	TBW	DDBA072A	03100207	unknown
02308861	CROSS BAYOU CNL AT CEDAR BRK DR AT PINELLAS PK FL	Stream: Canal	-82.72694	27.87306	unknown	CBYF1	TBW	DD0057CC	unknown	unknown
02308870	PINEBROOK CN AT BRYAN DAIRY RD AT PINELLAS PARK FL	Stream	-82.73722	27.87194	SERFC	PNBF1	TBW	DD8430A8	03100207	unknown
02308889	SEMINOLE LAKE OUTLET NEAR LARGO FL	Stream	-82.78056	27.83889	unknown	SELF1	TBW	D119E0CA	unknown	unknown
02308950	ST JOE CREEK AT 62ND ST NR PINELLAS PARK FL	Stream	-82.72036	27.81024	unknown	JCPF1	TBW	DD020244	unknown	unknown
02309110	MCKAY CREEK NEAR LARGO FL	Stream	-82.81694	27.90722	unknown	MKYF1	TBW	17C3F004	unknown	unknown
02309200	RATTLESNAKE CREEK AT BELLEAIR FL	Stream	-82.80400	27.94241	unknown	RSKF1	TBW	1703317E	unknown	unknown
02309415	CURLEW CREEK AT EVANS ROAD NEAR DUNEDIN FL	Stream	-82.74083	28.02306	SERFC	CCKF1	TBW	DDBA4420	03100207	flashy
02309421	CURLEW CREEK AT BELCHER ROAD NEAR OZONA FL	Stream	-82.74750	28.04000	SERFC	CCBF1	TBW	DD83D16E	03100207	unknown
02309425	CURLEW CREEK AT COUNTY ROAD 1 NEAR OZONA FL	Stream	-82.75889	28.04667	SERFC	CRCF1	TBW	DD8423DE	03100207	unknown
02309447	BEE BRANCH NEAR PALM HARBOR FL	Stream	-82.76366	28.07113	unknown	PHBF1	TBW	DDB4F3C6	unknown	unknown
02309740	ANCLOTE RIVER NEAR ODESSA FL	Stream	-82.59549	28.22924	unknown	ACOF1	TBW	16F99362	unknown	unknown
02309848	SOUTH BRANCH ANCLOTE RIVER NEAR ODESSA FL	Stream	-82.55336	28.18544	SERFC	ANOF1	TBW	16F216DE	03100207	unknown
02310000	ANCLOTE RIVER AT LITTLE RD NEAR ELFERS FL	Stream	-82.66667	28.21389	SERFC	ELFF1	TBW	17E0E592	03100207	unknown
02310280	PITHLACHASCOTEE RIVER NEAR FIVAY JUNCTION FL	Stream	-82.53694	28.32889	SERFC	PIFF1	TBW	DF0C2384	03100207	unknown
02310286	FIVEMILE CR BL SUNCOAST PKWY NR FIVAY JUNCTION FL	Stream	-82.55372	28.29414	SERFC	FVJF1	TBW	DD02414E	03100207	unknown
02310288	PITHLACHASCOTEE R BL SUNCOAST PKWY NR FIVAY JCT FL	Stream	-82.57283	28.29489	unknown	PODF1	TBW	16F98014	unknown	unknown
02310300	PITHLACHASCOTEE RIVER NEAR NEW PORT RICHEY FL	Stream	-82.64308	28.25703	SERFC	PTHF1	TBW	DE424074	03100207	unknown
02310308	PITHLACHASCOTEE R AT MAIN ST AT NEW PORT RICHEY FL	Stream	-82.72278	28.25000	SERFC	PNPF1	TBW	DDB7D224	03100207	unknown
02310322	LAKE WORRELL OUTFALL NR NEW PORT RICHEY EAST FL	Stream	-82.66778	28.28056	unknown	LWOF1	TBW	1684A032	unknown	unknown
02310356	BEAR CREEK AT SR 52 NR BAYONET POINT FL	Stream	-82.67326	28.33093	unknown	BSZF1	TBW	1660B3F4	unknown	unknown
02310368	BEAR CREEK NEAR BAYONET POINT FL	Stream	-82.69878	28.33878	SERFC	BPBF1	TBW	172244FA	03100207	unknown
02310500	WEEKI WACHEE SPRINGS NEAR BROOKSVILLE FL	Spring	-82.57361	28.51667	unknown	WWBF1	TBW	163B4A48	unknown	unknown
02310600	GULF OF MEXICO NEAR BAYPORT FL	Ocean	-82.65028	28.53333	unknown	BPGF1	TBW	177E24C2	unknown	unknown
02310650	CHASSAHOWITZKA RIVER NEAR HOMOSASSA FL	Stream	-82.57694	28.71500	SERFC	CHWF1	TBW	178031C8	03100207	unknown
02310663	CHASSAHOWITZKA RIVER NEAR CHASSAHOWITZKA FL	Estuary	-82.60639	28.71500	SERFC	CZKF1	TBW	DDB802DE	03100207	unknown
02310673	CHASSAHOWITZKA R AT DOG ISL NR CHASSAHOWITZKA FL	Stream	-82.62472	28.70264	unknown	DGIF1	TBW	DE425302	unknown	unknown
02310674	CHASSAHOWITZKA R AT MOUTH NR CHASSAHOWITZKA FL	Stream	-82.63917	28.69444	unknown	CHMF1	TBW	1715362E	unknown	unknown
02310678	HOMOSASSA SPRINGS AT HOMOSASSA SPRINGS FL	Spring	-82.58889	28.79944	SERFC	HMOF1	TBW	DE4BB6AC	03100207	unknown
02310688	SE FORK HOMOSASSA SPRING AT HOMOSASSA SPRINGS FL	Spring	-82.59000	28.79722	SERFC	HSEF1	TBW	16293060	03100207	unknown
02310689	HALLS RIVER AT HOMOSASSA SPRINGS FL	Stream: Tidal stream	-82.60564	28.81311	SERFC	HRHF1	TBW	DDB852A2	03100207	unknown
02310690	HALLS RIVER NEAR HOMOSASSA FL	Stream	-82.60278	28.80111	unknown	HRLF1	TBW	17201172	unknown	unknown
02310700	HOMOSASSA R AT HOMOSASSA FL	Stream	-82.61806	28.78500	SERFC	HSAF1	TBW	DDB7F4C8	03100207	unknown
02310712	HOMOSASSA RIVER AT SHELL ISLAND NEAR HOMOSASSA FL	Estuary	-82.69583	28.77139	unknown	SIFF1	TBW	171EE3EE	unknown	unknown
02310740	SARAGASSA CANAL AT CRYSTAL RIVER FL	Stream: Canal	-82.59583	28.89028	unknown	SGCF1	TBW	DE92C59A	unknown	unknown
02310742	CRYSTAL RIVER AT MOUTH OF KINGS BAY FL	Stream	-82.60556	28.89336	unknown	CKBF1	TBW	DE1041C2	unknown	unknown
02310743	HUNTER SPR RUN AT BEACH LANE AT CRYSTAL RIVER FL	Estuary	-82.59333	28.89444	unknown	HSRF1	TBW	DD8D960C	unknown	unknown
02310750	CRYSTAL RIVER NEAR CRYSTAL RIVER FL	Stream	-82.63536	28.90475	unknown	CYXF1	TBW	DDEAA390	unknown	unknown
02310752	SALT RIVER NEAR CRYSTAL RIVER FL	Stream	-82.64581	28.90156	unknown	CYTF1	TBW	17BDE2B6	unknown	unknown
02310947	WITHLACOOCHEE RIVER NEAR CUMPRESSCO FL	Stream	-82.05611	28.31167	SERFC	CUMF1	TBW	DDC382CE	03100208	unknown
02311000	WITHLACOOCHEE-HILLSBOROUGH OVFLO NEAR RICHLAND FL	Stream	-82.09806	28.27111	SERFC	WRCF1	TBW	DDC391B8	03100208	unknown
02311500	WITHLACOOCHEE RIVER NEAR DADE CITY FL	Stream	-82.12611	28.35222	SERFC	WDAF1	TBW	1730F51E	03100208	unknown
02312000	WITHLACOOCHEE RIVER AT US 301 AT TRILBY FL	Stream	-82.17778	28.47972	SERFC	TRBF1	TBW	17AD704A	03100208	unknown
02312180	LITTLE WITHLACOOCHEE RIVER NEAR TARRYTOWN FL	Stream	-82.05500	28.52139	SERFC	TYTF1	TBW	17DDA38E	03100208	unknown
02312200	LITTLE WITHLACOOCHEE RIVER AT RERDELL FL	Stream	-82.15556	28.57250	SERFC	RERF1	TBW	DDA5D04E	03100208	unknown
02312300	WITHLACOOCHEE RIVER AT RITAL FL	Stream	-82.20944	28.52083	SERFC	RITF1	TBW	17AD56A6	03100208	unknown
02312500	WITHLACOOCHEE RIVER AT CROOM FL	Stream	-82.22222	28.59250	SERFC	CRMF1	TBW	DDBB7340	03100208	unknown
02312558	WITHLACOOCHEE RIVER AT NOBLETON FL	Stream	-82.25722	28.64417	SERFC	NOBF1	TBW	17AD633C	03100208	unknown
02312598	WITHLACOOCHEE RIVER NR PINEOLA FL	Stream	-82.24250	28.72389	SERFC	PNLF1	TBW	DDC3B754	03100208	unknown
02312600	WITHLACOOCHEE RIVER NEAR FLORAL CITY FL	Stream	-82.22028	28.74333	SERFC	WFLF1	TBW	17E00660	03100208	slow
02312640	JUMPER CREEK CANAL NEAR BUSHNELL FL	Stream	-82.10417	28.69694	SERFC	BNLF1	TBW	DD0A80F6	03100208	unknown
02312645	JUMPER CREEK CANAL NEAR WAHOO FL	Stream	-82.15722	28.70417	SERFC	JCCF1	TBW	17DB2554	03100208	unknown
02312667	SHADY BROOK NEAR SUMTERVILLE FL	Stream	-82.06389	28.77000	SERFC	STVF1	TBW	DDC347D0	03100208	unknown
02312700	OUTLET RIVER AT PANACOOCHEE RETREATS FL	Stream	-82.15306	28.80000	SERFC	PNRF1	TBW	1778A218	03100208	regulated
02312720	WITHLACOOCHEE RIVER AT WYSONG DAM AT CARLSON FL	Stream	-82.18333	28.82306	SERFC	WYSF1	TBW	DDBFE318	03100208	unknown
02312722	WITHLACOOCHEE RIVER NR RUTLAND FL	Stream	-82.22111	28.85167	SERFC	RUTF1	TBW	DDBAB4A4	03100208	unknown
02312762	WITHLACOOCHEE RIVER NEAR INVERNESS FL	Stream	-82.28028	28.91194	SERFC	WIVF1	TBW	17ECE40E	03100208	slow
02312764	GUM SPRINGS NEAR HOLDER FL	Spring	-82.25000	28.95111	SERFC	GUMF1	TBW	17DE911A	03100208	slow
02313000	WITHLACOOCHEE RIVER AT SR 200 NEAR HOLDER FL	Stream	-82.34972	28.98861	SERFC	HLDF1	TBW	17D26002	03100208	slow
