OrganizationIdentifier	OrganizationFormalName	MonitoringLocationIdentifier	MonitoringLocationName	MonitoringLocationTypeName	MonitoringLocationDescriptionText	HUCEightDigitCode	DrainageAreaMeasure/MeasureValue	DrainageAreaMeasure/MeasureUnitCode	ContributingDrainageAreaMeasure/MeasureValue	ContributingDrainageAreaMeasure/MeasureUnitCode	LatitudeMeasure	LongitudeMeasure	SourceMapScaleNumeric	HorizontalAccuracyMeasure/MeasureValue	HorizontalAccuracyMeasure/MeasureUnitCode	HorizontalCollectionMethodName	HorizontalCoordinateReferenceSystemDatumName	VerticalMeasure/MeasureValue	VerticalMeasure/MeasureUnitCode	VerticalAccuracyMeasure/MeasureValue	VerticalAccuracyMeasure/MeasureUnitCode	VerticalCollectionMethodName	VerticalCoordinateReferenceSystemDatumName	CountryCode	StateCode	CountyCode	AquiferName	LocalAqfrName	FormationTypeText	AquiferTypeName	ConstructionDateText	WellDepthMeasure/MeasureValue	WellDepthMeasure/MeasureUnitCode	WellHoleDepthMeasure/MeasureValue	WellHoleDepthMeasure/MeasureUnitCode	ProviderName
USGS-KS	USGS Kansas Water Science Center	USGS-07142540	WILD HORSE C NR ST. JOHN, KS	Stream		11030009	125.00	sq mi	125.00	sq mi	38.06084770000000	-98.7648106000000		1	minutes	Interpolated from MAP.	NAD83							US	20	185										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07142570	RATTLESNAKE C AB L SALT MARSH NR HUDSON, KS	Stream		11030009	1032.00	sq mi	1032.00	sq mi	38.08695829000000	-98.5814688000000		1	minutes	Interpolated from MAP.	NAD83							US	20	185										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07142600	RATTLESNAKE C NR HUDSON, KS	Stream		11030009	1096.00	sq mi	1096.00	sq mi	38.15001308000000	-98.4836861000000		1	minutes	Interpolated from MAP.	NAD83							US	20	185										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07142620	RATTLESNAKE C NR RAYMOND, KS	Stream		11030009	1167.00	sq mi	600.00	sq mi	38.22932870000000	-98.4179046000000		1	minutes	Interpolated from MAP.	NAD83	1701.64	feet	1	feet	Interpolated from topographic map.	NGVD29	US	20	159										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07142650	PEACE C NR SYLVIA, KS	Stream		11030010	62.43	sq mi			38.07529130000000	-98.4359066000000	24000	3	seconds	Interpolated from MAP.	NAD83							US	20	155										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07142670	PEACE C NR STERLING, KS	Stream		11030010	136.00	sq mi	136.00	sq mi	38.14528980000000	-98.2539528000000		1	minutes	Interpolated from MAP.	NAD83							US	20	155										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07142740	SALT C NR HUTCHINSON, KS	Stream		11030010	103.00	sq mi	103.00	sq mi	38.07306706000000	-98.0367220000000		1	minutes	Interpolated from MAP.	NAD83							US	20	155										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07142800	ARKANSAS R AT HUTCHINSON, KS	Stream		11030010	37869.0	sq mi	37869.0	sq mi	38.03775865000000	-97.9342523000000		1	minutes	Interpolated from MAP.	NAD83	1521.70	feet	1	feet	Interpolated from topographic map.	NGVD29	US	20	155										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07142860	COW C NR CLAFLIN, KS	Stream		11030011	43.00	sq mi	43.00	sq mi	38.52169169000000	-98.5836252000000	24000	3	seconds	Interpolated from MAP.	NAD83	1780.90	feet	5	feet	Interpolated from topographic map.	NGVD29	US	20	009										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07142900	BLOOD C NR BOYD, KS	Stream		11030011	61.00	sq mi	61.00	sq mi	38.53577860000000	-98.8605317000000		1	minutes	Interpolated from MAP.	NAD83	1834.95	feet	1	feet	Interpolated from topographic map.	NGVD29	US	20	009										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07143200	PLUM C NR HOLYROOD, KS	Stream		11030011	19.00	sq mi	19.00	sq mi	38.59806606000000	-98.4245114000000		1	minutes	Interpolated from MAP.	NAD83							US	20	053										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07143300	COW C NR LYONS, KS	Stream		11030011	728	sq mi	499	sq mi	38.30951667000000	-98.1925750000000	24000	.1	seconds	Interpolated from Digital MAP.	NAD83	1628.37	feet	.1	feet	GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System	NAVD88	US	20	159										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07143330	ARKANSAS R NR HUTCHINSON, KS	Stream		11030010	38910	sq mi	31724	sq mi	37.94614167000000	-97.7751194000000	24000	.1	seconds	Interpolated from Digital MAP.	NAD83	1454.68	feet	.1	feet	GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System	NAVD88	US	20	155										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07143600	L ARKANSAS R NR LITTLE RIVER, KS	Stream		11030012	71.00	sq mi	71.00	sq mi	38.41329010000000	-98.0173439000000		1	minutes	Interpolated from MAP.	NAD83	1569.84	feet	1	feet	Interpolated from topographic map.	NGVD29	US	20	159										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07143625	WOLF C NR INMAN, KS	Stream		11030012					38.25223170000000	-97.8669940000000		1	minutes	Interpolated from MAP.	NAD83							US	20	113										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07143630	L ARKANSAS R AT MEDORA, KS	Stream		11030012					38.15195470000000	-97.8397717000000		1	minutes	Interpolated from MAP.	NAD83							US	20	155										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07143635	BLAZE FORK C NR BUHLER, KS	Stream		11030012					38.12389915000000	-97.6656003000000		1	minutes	Interpolated from MAP.	NAD83							US	20	079										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07143641	DRY TURKEY C AT MCPHERSON, KS	Stream		11030012					38.39111915000000	-97.6469855000000		1	minutes	Interpolated from MAP.	NAD83							US	20	113										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07143651	TURKEY C AT ELYRIA, KS	Stream		11030012					38.28334209000000	-97.6175420000000		1	minutes	Interpolated from MAP.	NAD83							US	20	113										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07143660	TURKEY C NR BUHLER, KS	Stream		11030012	180.00	sq mi	180.00	sq mi	38.14501005000000	-97.6255990000000	24000	3	seconds	Interpolated from MAP.	NAD83							US	20	079										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07143663	SAND C NR BUHLER, KS	Stream		11030012					38.15973210000000	-97.5972647000000		1	minutes	Interpolated from MAP.	NAD83							US	20	079										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07143665	L ARKANSAS R AT ALTA MILLS, KS	Stream		11030012	736	sq mi	681	sq mi	38.11223260000000	-97.5919870000000		1	minutes	Interpolated from MAP.	NAD83	1392.04	feet	.13	feet	GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System	NAVD88	US	20	079										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07143695	BLACK KETTLE C NR ALTA MILLS, KS	Stream		11030012					38.07389965000000	-97.5555972000000		1	minutes	Interpolated from MAP.	NAD83							US	20	079										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07143900	L ARKANSAS R NR HALSTEAD, KS	Stream		11030012	812.00	sq mi	812.00	sq mi	37.98501156000000	-97.4878183000000		1	minutes	Interpolated from MAP.	NAD83							US	20	079										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07143915	KISIWA C NR BURRTON, KS	Stream		11030012					38.00251144000000	-97.6836569000000		1	minutes	Interpolated from MAP.	NAD83							US	20	079										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07143923	KISIWA C NR PATTERSON, KS	Stream		11030012					37.95584485000000	-97.5894883000000		1	minutes	Interpolated from MAP.	NAD83							US	20	079										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07143928	KISIWA C NR HALSTEAD, KS	Stream		11030012					37.95584490000000	-97.5372647000000		1	minutes	Interpolated from MAP.	NAD83							US	20	079										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07143935	W EMMA C NR CANTON, KS	Stream		11030012					38.33306448000000	-97.4139235000000		1	minutes	Interpolated from MAP.	NAD83							US	20	113										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07143945	W EMMA C NR MOUNDRIDGE, KS	Stream		11030012					38.24639844000000	-97.4350370000000		1	minutes	Interpolated from MAP.	NAD83							US	20	113										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07143955	W EMMA C NR HESSTON, KS	Stream		11030012					38.16889884000000	-97.4722609000000		1	minutes	Interpolated from MAP.	NAD83							US	20	079										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07143965	W EMMA C NR HALSTEAD, KS	Stream		11030012					38.04306669000000	-97.4592059000000		1	minutes	Interpolated from MAP.	NAD83							US	20	079										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07143975	E EMMA C AT ZIMMERDALE, KS	Stream		11030012					38.10112197000000	-97.3878148000000		1	minutes	Interpolated from MAP.	NAD83							US	20	079										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07143985	M EMMA C NR HESSTON, KS	Stream		11030012					38.13001055000000	-97.4175375000000		1	minutes	Interpolated from MAP.	NAD83							US	20	079										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07144000	E EMMA C NR HALSTEAD, KS	Stream		11030012	58.00	sq mi	58.00	sq mi	38.02840570000000	-97.4279914000000		1	minutes	Interpolated from MAP.	NAD83	1390.00	feet	1	feet	Interpolated from topographic map.	NGVD29	US	20	079										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07144035	EMMA C NR SEDGWICK, KS	Stream		11030012					37.98473377000000	-97.4453174000000		1	minutes	Interpolated from MAP.	NAD83							US	20	079										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07144090	SAND C NR SEDGWICK, KS	Stream		11030012					37.92195616000000	-97.4269854000000		1	minutes	Interpolated from MAP.	NAD83							US	20	079										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07144100	L ARKANSAS R NR SEDGWICK, KS	Stream		11030012	1239	sq mi	1165	sq mi	37.88306739000000	-97.4244864000000	24000	1	minutes	Interpolated from MAP.	NAD83	1340.62	feet	.1	feet	GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System	NAVD88	US	20	173										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07144140	JESTER C NR VALLEY CENTER, KS	Stream		11030012					37.86112304000000	-97.3967088000000		1	minutes	Interpolated from MAP.	NAD83							US	20	173										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07144190	L ARKANSAS R AT JACOB BDG NR VALLEY CENTER, KS	Stream		11030012					37.86056747000000	-97.4083756000000		1	minutes	Interpolated from MAP.	NAD83							US	20	173										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07144200	L ARKANSAS R AT VALLEY CENTER, KS	Stream		11030012	1327	sq mi	1250	sq mi	37.83217220000000	-97.3885694000000	24000	.1	seconds	Interpolated from Digital MAP.	NAD83	1325.86	feet	.12	feet	GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System	NAVD88	US	20	173										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07144300	ARKANSAS R AT WICHITA, KS	Stream		11030013	40490	sq mi	33227	sq mi	37.64332220000000	-97.3351944000000	24000	.1	seconds	Interpolated from Digital MAP.	NAD83	1262.88	feet	0.7	feet	GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System	NAVD88	US	20	173										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07144400	WF CHISHOLM C TR AT VALLEY CENTER, KS	Stream		11030012	5.22	sq mi	5.22	sq mi	37.82501210000000	-97.3625427000000		1	minutes	Interpolated from MAP.	NAD83							US	20	173										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07144500	COWSKIN C NR SCHULTE, KS	Stream		11030013	125.00	sq mi	125.00	sq mi	37.63334840000000	-97.4358795000000		1	minutes	Interpolated from MAP.	NAD83							US	20	173										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07144550	ARKANSAS R AT DERBY, KS	Stream		11030013	40830	sq mi	33567	sq mi	37.54430556000000	-97.2755694000000	24000	.1	seconds	Interpolated from Digital MAP.	NAD83	1230.56	feet	.08	feet	GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System	NAVD88	US	20	173										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07144590	NF NINNESCAH R NR SYLVIA, KS	Stream		11030014	208.00	sq mi	208.00	sq mi	37.93307040000000	-98.4103511000000		1	minutes	Interpolated from MAP.	NAD83							US	20	155										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07144620	NF NINNESCAH R AB SILVER C NR ARLINGTON, KS	Stream		11030014	504.00	sq mi	504.00	sq mi	37.85306989000000	-98.1603403000000		1	minutes	Interpolated from MAP.	NAD83							US	20	155										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07144640	SILVER C NR LANGDON, KS	Stream		11030014	103.00	sq mi	103.00	sq mi	37.79834946000000	-98.3334045000000		1	minutes	Interpolated from MAP.	NAD83							US	20	155										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07144660	SILVER C NR ARLINGTON, KS	Stream		11030014	194.00	sq mi	194.00	sq mi	37.84279255000000	-98.1964530000000		1	minutes	Interpolated from MAP.	NAD83	1542.25	feet	5.0	feet	Interpolated from topographic map.	NGVD29	US	20	155										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07144680	GOOSE C NR ARLINGTON, KS	Stream		11030014	46.60	sq mi	46.60	sq mi	37.82383718000000	-98.1947032000000		1	minutes	Interpolated from MAP.	NAD83	1542.39	feet	5.0	feet	Interpolated from topographic map.	NGVD29	US	20	155										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07144700	NF NINNESCAH R NR ARLINGTON, KS	Stream		11030014	640.00	sq mi	640.00	sq mi	37.85001350000000	-98.0670029000000		1	minutes	Interpolated from MAP.	NAD83							US	20	155										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07144740	RED ROCK C NR CASTLETON, KS	Stream		11030014	61.20	sq mi	61.20	sq mi	37.89862374000000	-98.0100555000000		1	minutes	Interpolated from MAP.	NAD83							US	20	155										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07144780	NF NINNESCAH R AB CHENEY RE, KS	Stream		11030014	713	sq mi	550	sq mi	37.86219720000000	-98.0137806000000	24000	.1	seconds	Interpolated from Digital MAP.	NAD83	1456.37	feet	.12	feet	GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System	NAVD88	US	20	155										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07144795	NF NINNESCAH R AT CHENEY DAM, KS	Stream		11030014	901	sq mi	664	sq mi	37.72140097000000	-97.7944956000000		1	minutes	Interpolated from MAP.	NAD83	1366.02	feet	1	feet	Interpolated from topographic map.	NGVD29	US	20	173										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07144800	NF NINNESCAH R NR CHENEY, KS	Stream		11030014	930.00	sq mi	930.00	sq mi	37.66758280000000	-97.7559865000000		1	minutes	Interpolated from MAP.	NAD83	1336.45	feet	1	feet	Interpolated from topographic map.	NGVD29	US	20	173										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07144850	SF SF NINNESCAH R NR PRATT, KS	Stream		11030015	21.00	sq mi	21.00	sq mi	37.58388820000000	-98.8312508000000		1	minutes	Interpolated from MAP.	NAD83	1920.00	feet	1	feet	Interpolated from topographic map.	NGVD29	US	20	151										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07144890	SF NINNESCAH R AT PRATT, KS	Stream		11030015	97.10	sq mi	97.10	sq mi	37.63418490000000	-98.7378689000000		1	minutes	Interpolated from MAP.	NAD83							US	20	151										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07145000	SF NINNESCAH R BL PRATT, KS	Stream		11030015	204	sq mi			37.64585148000000	-98.6448092000000		1	minutes	Interpolated from MAP.	NAD83							US	20	151										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07145130	SF NINNESCAH R NR CALISTA, KS	Stream		11030015	374.00	sq mi	374.00	sq mi	37.64585045000000	-98.2870146000000		1	minutes	Interpolated from MAP.	NAD83							US	20	095										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07145150	SF NINNESCAH R NR KINGMAN, KS	Stream		11030015					37.63334990000000	-98.1947882000000		1	minutes	Interpolated from MAP.	NAD83							US	20	095										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07145200	SF NINNESCAH R NR MURDOCK, KS	Stream		11030015	597	sq mi	564	sq mi	37.56168300000000	-97.8531094000000		1	minutes	Interpolated from MAP.	NAD83	1358.04	feet	.07	feet	GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System	NAVD88	US	20	095										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07145220	SMOOTS C NR MURDOCK, KS	Stream		11030015	142.00	sq mi	142.00	sq mi	37.63695914000000	-97.9019991000000	2400	3	seconds	Interpolated from MAP.	NAD83							US	20	095										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07145500	NINNESCAH R NR PECK, KS	Stream		11030016	2129	sq mi	1785	sq mi	37.45696389000000	-97.4235556000000	24000	.1	seconds	Interpolated from Digital MAP.	NAD83	1223.36	feet	.14	feet	GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System	NAVD88	US	20	191										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07146500	ARKANSAS R AT ARKANSAS CITY, KS	Stream		11030013	43713	sq mi	36106	sq mi	37.03750830000000	-97.0392194000000		1	seconds	Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)	NAD83	1050.65	feet	.11	feet	GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System	NAVD88	US	20	035										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07146570	COLE C NR DEGRAFF, KS	Stream		11030017	30.00	sq mi			37.94788187000000	-96.7819805000000		1	minutes	Interpolated from MAP.	NAD83	1332.83	feet	1	feet	Interpolated from topographic map.	NGVD29	US	20	015										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07146600	WALNUT R NR EL DORADO, KS	Stream		11030017	151.00	sq mi	151.00	sq mi	37.87974026000000	-96.8000268000000		1	minutes	Interpolated from MAP.	NAD83							US	20	015										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07146800	WB WALNUT R NR EL DORADO, KS	Stream		11030017	62.00	sq mi	62.00	sq mi	37.82666667000000	-96.8491667000000		1	minutes	Interpolated from MAP.	NAD83	1259.71	feet	.1	feet	GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System	NAVD88	US	20	015										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07146850	WALNUT R AT EL DORADO, KS	Stream		11030017					37.75418420000000	-96.8803098000000		1	minutes	Interpolated from MAP.	NAD83							US	20	015										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07146900	WALNUT R NR AUGUSTA, KS	Stream		11030017					37.66001800000000	-96.9819804000000		1	minutes	Interpolated from MAP.	NAD83							US	20	015										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07146990	WHITEWATER R 3 MILES S OF POTWIN, KS	Stream		11030017	162.00	sq mi	162.00	sq mi	37.89779439000000	-97.0455904000000		1	minutes	Interpolated from MAP.	NAD83							US	20	015										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07147000	WHITEWATER R 5 MILES S OF POTWIN, KS	Stream		11030017	200.00	sq mi	200.00	sq mi	37.86862754000000	-97.0483688000000		1	minutes	Interpolated from MAP.	NAD83							US	20	015										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07147040	WB WHITEWATER R AT WHITEWATER, KS	Stream		11030017					37.95640300000000	-97.1528128000000		1	minutes	Interpolated from MAP.	NAD83							US	20	079										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07147050	WB WHITEWATER R NR FURLEY, KS	Stream		11030017	88.00	sq mi	88.00	sq mi	37.86890364000000	-97.1255926000000		1	minutes	Interpolated from MAP.	NAD83	1288.33	feet	1	feet	Interpolated from topographic map.	NGVD29	US	20	015										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07147060	WB WHITEWATER R NR BENTON, KS	Stream		11030017	177.00	sq mi	177.00	sq mi	37.81696000000000	-97.0808707000000		1	minutes	Interpolated from MAP.	NAD83	1259.76	feet	1	feet	Interpolated from topographic map.	NGVD29	US	20	015										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07147070	WHITEWATER R AT TOWANDA, KS	Stream		11030017	426	sq mi	426	sq mi	37.79602778000000	-97.0143222000000	24000	.1	seconds	Interpolated from Digital MAP.	NAD83	1232.17	feet	.1	feet	GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System	NAVD88	US	20	015										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07147100	WHITEWATER R NR AUGUSTA, KS	Stream		11030017	456.00	sq mi	456.00	sq mi	37.73737236000000	-97.0053896000000		1	minutes	Interpolated from MAP.	NAD83							US	20	015										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07147400	L WALNUT R NR GORDON, KS	Stream		11030018	253.00	sq mi	253.00	sq mi	37.59640786000000	-96.9236450000000		1	minutes	Interpolated from MAP.	NAD83							US	20	015										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07147410	L WALNUT R NR DOUGLASS, KS	Stream		11030018					37.54474178000000	-96.9917029000000		1	minutes	Interpolated from MAP.	NAD83							US	20	015										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07147500	WALNUT R NR DOUGLASS, KS	Stream		11030018					37.48890925000000	-97.0203149000000		1	minutes	Interpolated from MAP.	NAD83							US	20	015										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07147520	ROCK C NR ROCK, KS	Stream		11030018					37.46196548000000	-96.9525350000000		1	minutes	Interpolated from MAP.	NAD83							US	20	035										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07147600	TIMBER C NR WILMOT, KS	Stream		11030018	63.00	sq mi	63.00	sq mi	37.34863490000000	-96.8794778000000		1	minutes	Interpolated from MAP.	NAD83	1213.83	feet	1	feet	Interpolated from topographic map.	NGVD29	US	20	035										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07147800	WALNUT R AT WINFIELD, KS	Stream		11030018	1880	sq mi	1880	sq mi	37.22440278000000	-96.9956889000000	24000	.1	seconds	Interpolated from Digital MAP.	NAD83	1083.45	feet	.11	feet	GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System	NAVD88	US	20	035										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07148200	MULE C NR WILMORE, KS	Stream		11060002	129.00	sq mi	129.00	sq mi	37.28196877000000	-99.0431610000000	2400	3	seconds	Interpolated from MAP.	NAD83							US	20	033										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07148300	SALT FORK R NR AETNA, KS	Stream		11060002	591.00	sq mi	591.00	sq mi	37.06669509000000	-98.9837118000000		1	minutes	Interpolated from MAP.	NAD83							US	20	007										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07148580	TURKEY C NR CROFT, KS	Stream		11060003	26.70	sq mi	26.70	sq mi	37.49779768000000	-98.9492671000000		1	minutes	Interpolated from MAP.	NAD83							US	20	151										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07148600	MEDICINE LODGE R AT SUN CITY, KS	Stream		11060003	335.00	sq mi	335.00	sq mi	37.37030015000000	-98.9150994000000	24000	3	seconds	Interpolated from MAP.	NAD83	1685.00	feet	5	feet	Interpolated from topographic map.	NGVD29	US	20	007										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07148790	MEDICINE LODGE R AT MEDICINE LODGE, KS	Stream		11060003					37.27502290000000	-98.5892503000000		1	minutes	Interpolated from MAP.	NAD83							US	20	007										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07148900	ELM C AT MEDICINE LODGE, KS	Stream		11060003	167.00	sq mi	167.00	sq mi	37.27363400000000	-98.5748052000000	24000	3	seconds	Interpolated from MAP.	NAD83							US	20	007										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07149000	MEDICINE LODGE R NR KIOWA, KS	Stream		11060003	903	sq mi	903	sq mi	37.03890556000000	-98.4701556000000	24000	.1	seconds	Interpolated from Digital MAP.	NAD83	1287.56	feet	.09	feet	GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System	NAVD88	US	20	007										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07149600	LITTLE SANDY C NR ATTICA, KS	Stream		11060004	103.00	sq mi	103.00	sq mi	37.15002374000000	-98.3464614000000		1	minutes	Interpolated from MAP.	NAD83							US	20	077										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07151200	CHIKASKIA R NR ZENDA, KS	Stream		11060005	89.90	sq mi	89.90	sq mi	37.47307390000000	-98.2822932000000		1	minutes	Interpolated from MAP.	NAD83							US	20	095										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07151290	SAND C NR ZENDA, KS	Stream		11060005	136.00	sq mi	136.00	sq mi	37.41140807000000	-98.2822930000000		1	minutes	Interpolated from MAP.	NAD83							US	20	095										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07151300	CHIKASKIA R AT SPIVEY, KS	Stream		11060005	316.00	sq mi	316.00	sq mi	37.43890707000000	-98.1633992000000		1	minutes	Interpolated from MAP.	NAD83							US	20	095										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07151500	CHIKASKIA R NR CORBIN, KS	Stream		11060005	794	sq mi	794	sq mi	37.12868889000000	-97.6015694000000	24000	.1	seconds	Interpolated from Digital MAP.	NAD83	1108.55	feet	.08	feet	GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System	NAVD88	US	20	191										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07151650	BLUFF C AT ANTHONY, KS	Stream		11060005	142.00	sq mi	142.00	sq mi	37.15280010000000	-98.0836746000000		1	minutes	Interpolated from MAP.	NAD83							US	20	077										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07151700	BLUFF C NR ANTHONY, KS	Stream		11060005	248.00	sq mi	248.00	sq mi	37.10252300000000	-97.9570040000000		1	minutes	Interpolated from MAP.	NAD83							US	20	077										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07151800	BLUFF C NR CALDWELL, KS	Stream		11060005	399.00	sq mi	399.00	sq mi	37.01419134000000	-97.7100526000000		1	minutes	Interpolated from MAP.	NAD83							US	20	191										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07155700	CIMARRON R NR ULYSSES, KS	Stream		11040002					37.42224520000000	-101.3309982000000		1	minutes	Interpolated from MAP.	NAD83							US	20	067										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07155900	NF CIMARRON R TR NR ELKHART, KS	Stream		11040003	75.00	sq mi	10.00	sq mi	37.19085600000000	-101.8987797000000		1	minutes	Interpolated from MAP.	NAD83							US	20	129										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07156000	NF CIMARRON R TR NR RICHFIELD, KS	Stream		11040003	103.00	sq mi	58.90	sq mi	37.31002227000000	-101.7721115000000		1	minutes	Interpolated from MAP.	NAD83							US	20	129										NWIS
USGS-KS	USGS Kansas Water Science Center	USGS-07156200	NF CIMARRON R NR ULYSSES, KS	Stream		11040003	1640.00	sq mi	1640.00	sq mi	37.56029834000000	-101.3996136000000		1	minutes	Interpolated from MAP.	NAD83							US	20	067										NWIS
