Watershed ID	Location	State Code	Alternate Name	Watershed Name	Latitude (DMS)	Longitude (DMS)	Latitude (dec deg)	Longitude (dec deg)	Acres	Area (km2)	Start Date	End Date	ARS DB Years	Data URL	Notes
26003	COSHOCTON	OH	Alternate_Name	129	402219	-814752	40.37194	-81.79778	2.71	0.011	1938-04-01	1972-12-31	1938-1992	https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
26003	COSHOCTON	OH	Alternate_Name	129	402219	-814752	40.37194	-81.79778	2.71	0.011	1974-01-01	Present		https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
26004	COSHOCTON	OH	Alternate_Name	135	402220	-814748	40.37222	-81.79667	2.69	0.0109	1938-04-01	1969-12-31	1938-1992	https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
26004	COSHOCTON	OH	Alternate_Name	135	402220	-814748	40.37222	-81.79667	2.69	0.0109	1974-01-01	Present		https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
26005	COSHOCTON	OH	Alternate_Name	130	402213	-814758	40.37028	-81.79944	1.63	0.0066	1938-05-01	Present	1938-1992	https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
26006	COSHOCTON	OH	Alternate_Name	107	402128	-814757	40.35778	-81.79917	2.59	0.0105	1938-09-01	1946-12-31	1939-1946	https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
26007	COSHOCTON	OH	Alternate_Name	131	402208	-814812	40.36889	-81.80333	2.21	0.0089	1938-05-01	1969-12-31	1939-1981	https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
26007	COSHOCTON	OH	Alternate_Name	131	402208	-814812	40.36889	-81.80333	2.21	0.0089	1975-01-01	1981-07-31		https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
26008	COSHOCTON	OH	Alternate_Name	132	402158	-814815	40.36611	-81.80417	0.59	0.0024	1948-05-01	1968-12-31	1948-1969	https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
26008	COSHOCTON	OH	Alternate_Name	132	402158	-814815	40.36611	-81.80417	0.62	0.0025	1969-01-01	1969-12-31		https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
26009	COSHOCTON	OH	Alternate_Name	134	402211	-814826	40.36972	-81.80722	0.92	0.0037	1938-05-01	1947-06-31	1938-1947	https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
26010	COSHOCTON	OH	Alternate_Name	123	402223	-814720	40.37306	-81.78889	1.37	0.0055	1939-01-01	Present	1939-1992	https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
26011	COSHOCTON	OH	Alternate_Name	115	402222	-814712	40.37278	-81.78667	1.61	0.0065	1939-04-01	1970-12-31	1939-1992	https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
26011	COSHOCTON	OH	Alternate_Name	115	402222	-814712	40.37278	-81.78667	1.61	0.0065	1982-01-01	1984-12-31		https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
26012	COSHOCTON	OH	Alternate_Name	127	402229	-814728	40.37472	-81.79111	1.65	0.0067	1949-05-01	1970-12-31	1949-1992	https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
26012	COSHOCTON	OH	Alternate_Name	127	402229	-814728	40.37472	-81.79111	1.65	0.0067	1983-01-01	1984-12-31		https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
26013	COSHOCTON	OH	Alternate_Name	109	402211	-814739	40.36972	-81.79417	1.69	0.0068	1938-11-01	Present	1938-1992	https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
26014	COSHOCTON	OH	Alternate_Name	103	402156	-814749	40.36556	-81.79694	0.65	0.0026	1939-04-01	1970-12-31	1939-1992	https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
26014	COSHOCTON	OH	Alternate_Name	103	402156	-814749	40.36556	-81.79694	0.65	0.0026	1976-01-01	Present		https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
26015	COSHOCTON	OH	Alternate_Name	110	402154	-814742	40.365	-81.795	1.27	0.0051	1939-04-01	1970-12-31	1939-1992	https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
26015	COSHOCTON	OH	Alternate_Name	110	402154	-814742	40.365	-81.795	1.27	0.0051	1974-01-01	Present		https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
26016	COSHOCTON	OH	Alternate_Name	113	402204	-814650	40.36778	-81.78056	1.45	0.0059	1939-09-01	1973-12-31	1939-1992	https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
26016	COSHOCTON	OH	Alternate_Name	113	402204	-814650	40.36778	-81.78056	1.45	0.0059	1975-01-01	1976-12-31		https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
26016	COSHOCTON	OH	Alternate_Name	113	402204	-814650	40.36778	-81.78056	1.45	0.0059	1983-01-01	1984-12-31		https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
26017	COSHOCTON	OH	Alternate_Name	118	402153	-814714	40.36472	-81.78722	1.96	0.0079	1940-01-01	1973-12-31	1940-1992	https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
26017	COSHOCTON	OH	Alternate_Name	118	402153	-814714	40.36472	-81.78722	1.96	0.0079	1975-01-01	1976-12-31		https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
26017	COSHOCTON	OH	Alternate_Name	118	402153	-814714	40.36472	-81.78722	1.96	0.0079	1982-01-01	1984-12-31		https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
26018	COSHOCTON	OH	Alternate_Name	111	402204	-814656	40.36778	-81.78222	1.18	0.0048	1939-04-01	1970-12-31	1939-1992	https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
26019	COSHOCTON	OH	Alternate_Name	121	402139	-814802	40.36083	-81.80056	1.42	0.0057	1939-04-01	1970-12-31	1939-1992	https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
26019	COSHOCTON	OH	Alternate_Name	121	402139	-814802	40.36083	-81.80056	1.42	0.0057	1972-01-01	1972-12-31		https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
26019	COSHOCTON	OH	Alternate_Name	121	402139	-814802	40.36083	-81.80056	1.42	0.0057	1974-01-01	Present		https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
26020	COSHOCTON	OH	Alternate_Name	106	402143	-814756	40.36194	-81.79889	1.56	0.0063	1939-04-01	1972-12-31	1940-1992	https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
26020	COSHOCTON	OH	Alternate_Name	106	402143	-814756	40.36194	-81.79889	1.56	0.0063	1974-01-01	Present		https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
26021	COSHOCTON	OH	Alternate_Name	188	402127	-814741	40.3575	-81.79472	2.05	0.0083	1939-09-01	1970-12-31	1939-1970	https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
26022	COSHOCTON	OH	Alternate_Name	124					2.07	0.0084	1939-09-01	1947-06-31		https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
26023	COSHOCTON	OH	Alternate_Name	185	402131	-814747	40.35861	-81.79639	7.40	0.0299	1939-09-01	1970-12-31	1939-1972	https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
26023	COSHOCTON	OH	Alternate_Name	185	402131	-814747	40.35861	-81.79639	7.40	0.0299	1972-01-01	1972-12-31		https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
26024	COSHOCTON	OH	Alternate_Name	187	402130	-814724	40.35833	-81.79	7.20	0.0291	1941-01-01	1970-12-31	1941-1972	https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
26024	COSHOCTON	OH	Alternate_Name	187	402130	-814724	40.35833	-81.79	7.20	0.0291	1972-01-01	1972-12-31		https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
26025	COSHOCTON	OH	Alternate_Name	192	402140	-814752	40.36111	-81.79778	7.59	0.0307	1939-09-01	1970-12-30	1939-1992	https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
26025	COSHOCTON	OH	Alternate_Name	192	402140	-814752	40.36111	-81.79778	7.59	0.0307	1974-01-01	Present		https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
26026	COSHOCTON	OH	Alternate_Name	172	402156	-814816	40.36556	-81.80444	43.6	0.1764	1939-02-01	1971-12-31	1939-1992	https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
26026	COSHOCTON	OH	Alternate_Name	172	402156	-814816	40.36556	-81.80444	43.6	0.1764	1975-01-01	Present		https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
26027	COSHOCTON	OH	Alternate_Name	169	402128	-814808	40.35778	-81.80222	29.0	0.1174	1940-01-01	1969-12-31	1940-1969	https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
26028	COSHOCTON	OH	Alternate_Name	177	402158	-814756	40.36611	-81.79889	75.6	0.3059	1940-01-01	1970-12-31	1940-1970	https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
26029	COSHOCTON	OH	Alternate_Name	183	402131	-814657	40.35861	-81.7825	74.2	0.3003	1938-03-01	1963-12-31	1939-1963	https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
26029	COSHOCTON	OH	Alternate_Name	183					74.2	0.3003	1976-01-01	1976-12-31		https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
26029	COSHOCTON	OH	Alternate_Name	183					74.2	0.3003	1982-01-01	1984-12-31		https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
26030	COSHOCTON	OH	Alternate_Name	196	402138	-814707	40.36056	-81.78528	303.	1.2262	1937-05-01	Present	1937-1992	https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
26031	COSHOCTON	OH	Alternate_Name	10	402329	-814840	40.39139	-81.81111	122.	0.4937	1938-01-01	1971-12-31	1938-1971	https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
26032	COSHOCTON	OH	Alternate_Name	5	402435	-814808	40.40972	-81.80222	349.	1.4124	1938-01-01	1971-12-31	1938-1971	https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
26033	COSHOCTON	OH	Alternate_Name	92	402403	-814756	40.40083	-81.79889	920.	3.7231	1938-01-01	1971-12-31	1938-1971	https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
26034	COSHOCTON	OH	Alternate_Name	94	402328	-814826	40.39111	-81.80722	1520.	6.1512	1938-01-01	1971-12-31	1938-1971	https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
26035	COSHOCTON	OH	Alternate_Name	95	402300	-814905	40.38333	-81.81806	2570.	10.4004	1938-01-01	1972-12-31	1938-1972	https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
26036	COSHOCTON	OH	Alternate_Name	97	402146	-815021	40.36278	-81.83917	4580.	18.5346	1937-01-01	1971-12-31	1937-1971	https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
26037	COSHOCTON	OH	Alternate_Name	994					17500.	70.8201	1936-10-01	1962-12-31		https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
26037	COSHOCTON	OH	Alternate_Name	994					17400.	70.4154	1963-01-01	1967-12-31		https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
26038	COSHOCTON	OH	Alternate_Name	174	402150	-814732	40.36389	-81.79222	52.8	0.2137	1960-06-01	1984-12-31	1960-1992	https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
26039	COSHOCTON	OH	Alternate_Name	194	402147	-814723	40.36306	-81.78972	187.	0.7568	1960-01-01	1975-12-31	1960-1992	https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
26039	COSHOCTON	OH	Alternate_Name	194	402147	-814723	40.36306	-81.78972	187.	0.7568	1976-01-01	1984-12-31		https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
26040	COSHOCTON	OH	Alternate_Name	182	402136	-814655	40.36	-81.78194	69.6	0.2817	1964-01-01	1970-12-31	1964-1992	https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
26040	COSHOCTON	OH	Alternate_Name	182	402136	-814655	40.36	-81.78194	69.6	0.2817	1974-01-01	Present		https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
26041	COSHOCTON	OH	Alternate_Name	166	402157	-814757	40.36583	-81.79917	79.2	0.3205	1967-01-01	1972-12-31	1967-1992	https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
26041	COSHOCTON	OH	Alternate_Name	166	402157	-814757	40.36583	-81.79917	79.2	0.3205	1975-01-01	Present		https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
26042	COSHOCTON	OH	Alternate_Name	20	402209	-814956	40.36917	-81.83222	373.	1.5095	1942-01-01	1942-12-31	1942-1971	https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
26042	COSHOCTON	OH	Alternate_Name	20	402209	-814956	40.36917	-81.83222	373.	1.5095	1966-01-01	1971-12-31		https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
26711	COSHOCTON	OH	Alternate_Name	11	402315	-814855	40.3875	-81.81528	293.	1.1857	1938-01-01	1971-12-31	1938-1971	https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
26719	COSHOCTON	OH	Alternate_Name	19	402213	-814845	40.37028	-81.8125	15.	0.0607	1969-01-01	1973-12-31	1969-1973	https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
26791	COSHOCTON	OH	Alternate_Name	91	402422	-814741	40.40611	-81.79472	79.2	0.3205	1938-01-01	1971-12-31	1938-1971	https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
26828	COSHOCTON	OH	Alternate_Name	128	402137	-814739	40.36028	-81.79417	2.68	0.0108	1939-01-01	1947-12-31	1939-1972	https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
26828	COSHOCTON	OH	Alternate_Name	128	402137	-814739	40.36028	-81.79417	2.68	0.0108	1950-01-01	1950-12-31		https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
26828	COSHOCTON	OH	Alternate_Name	128	402137	-814739	40.36028	-81.79417	2.68	0.0108	1954-01-01	1954-12-31		https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
26828	COSHOCTON	OH	Alternate_Name	128	402137	-814739	40.36028	-81.79417	2.68	0.0108	1958-01-01	1972-12-31		https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
26863	COSHOCTON	OH	Alternate_Name	163	402215	-814749	40.37083	-81.79694	.42	0.0017	1968-01-01	1972-12-31	1968-1972	https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
26891	COSHOCTON	OH	Alternate_Name	191	402130	-814745	40.35833	-81.79583	1.20	0.0049	1939-01-01	1946-12-31	1939-1992	https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
26891	COSHOCTON	OH	Alternate_Name	191	402130	-814745	40.35833	-81.79583	1.20	0.0049	1948-01-01	1948-12-31		https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
26891	COSHOCTON	OH	Alternate_Name	191	402130	-814745	40.35833	-81.79583	1.20	0.0049	1952-01-01	1954-12-31		https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
26891	COSHOCTON	OH	Alternate_Name	191	402130	-814745	40.35833	-81.79583	1.20	0.0049	1956-01-01	1957-12-31		https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
26891	COSHOCTON	OH	Alternate_Name	191	402130	-814745	40.35833	-81.79583	1.20	0.0049	1960-01-01	1972-12-31		https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
26891	COSHOCTON	OH	Alternate_Name	191	402130	-814745	40.35833	-81.79583	1.20	0.0049	1979-01-01	1984-12-31		https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
27001	HAMILTON	OH	Alternate_Name	W-1					187.	0.7568	1938-11-01	1944-05-31		https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
27002	HAMILTON	OH	Alternate_Name	W-II					16.2	0.0656	1938-03-01	1944-05-31		https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
27003	HAMILTON	OH	Alternate_Name	W-III					28.8	0.1165	1938-08-01	1944-05-31		https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
27004	HAMILTON	OH	Alternate_Name	W-IV					20.3	0.0822	1938-05-01	1944-04-30		https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
28001	ZANESVILLE	OH	Alternate_Name	C.W.	395710	-820714	39.95278	-82.12056	2.55	0.0103	1934-01-01	1945-12-31		https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
28002	ZANESVILLE	OH	Alternate_Name	P.W.	395840	-820710	39.97778	-82.11944	3.57	0.0144	1934-01-01	1945-12-31		https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
28003	ZANESVILLE	OH	Alternate_Name	W.W.	395817	-820647	39.97139	-82.11306	2.23	0.009	1934-01-01	1945-12-31		https://hrsl.ba.ars.usda.gov/wdc/oh.htm	 
29001	COLBY	WI	Alternate_Name	W-1					345.	1.3962	1949-05-01	1966-09-30		https://hrsl.ba.ars.usda.gov/wdc/wi.htm	 
30001	COON VALLEY	WI	Alternate_Name	NO. 1					49400.	199.9149	1934-06-01	1940-09-30		https://hrsl.ba.ars.usda.gov/wdc/wi.htm	 
30002	COON VALLEY	WI	Alternate_Name	NO. 2					49344.	199.6883	1934-06-01	1940-09-30		https://hrsl.ba.ars.usda.gov/wdc/wi.htm	 
31001	FENNIMORE	WI	Alternate_Name	W-1	425939	-903904	42.99417	-90.65111	330.	1.3355	1938-07-01	1969-12-31	1938-1969	https://hrsl.ba.ars.usda.gov/wdc/wi.htm	 
31002	FENNIMORE	WI	Alternate_Name	W-2	425954	-903927	42.99833	-90.6575	22.8	0.0923	1938-07-01	1968-12-31	1938-1968	https://hrsl.ba.ars.usda.gov/wdc/wi.htm	 
31003	FENNIMORE	WI	Alternate_Name	W-3	425947	-903913	42.99639	-90.65361	52.5	0.2125	1938-07-01	1969-12-31	1938-1969	https://hrsl.ba.ars.usda.gov/wdc/wi.htm	 
31004	FENNIMORE	WI	Alternate_Name	W-4	425949	-903935	42.99694	-90.65972	171.	0.692	1938-06-01	1968-12-31	1938-1968	https://hrsl.ba.ars.usda.gov/wdc/wi.htm	 
32001	LA CROSSE	WI	Alternate_Name	U.P.W.					2.71	0.011	1933-01-01	1934-12-31		https://hrsl.ba.ars.usda.gov/wdc/wi.htm	 
32001	LA CROSSE	WI	Alternate_Name	U.P.W.					2.41	0.0098	1935-01-01	1955-12-31		https://hrsl.ba.ars.usda.gov/wdc/wi.htm	 
32002	LA CROSSE	WI	Alternate_Name	U.C.W.					4.13	0.0167	1933-01-01	1933-12-31		https://hrsl.ba.ars.usda.gov/wdc/wi.htm	 
32002	LA CROSSE	WI	Alternate_Name	U.C.W.					2.33	0.0094	1934-01-01	1937-12-31		https://hrsl.ba.ars.usda.gov/wdc/wi.htm	 
32002	LA CROSSE	WI	Alternate_Name	U.C.W.					2.24	0.0091	1938-01-01	1946-12-31		https://hrsl.ba.ars.usda.gov/wdc/wi.htm	 
32003	LA CROSSE	WI	Alternate_Name	C.W.					2.71	0.011	1937-01-01	1963-12-31		https://hrsl.ba.ars.usda.gov/wdc/wi.htm	 
32004	LA CROSSE	WI	Alternate_Name	C.W.A.					2.95	0.0119	1952-01-01	1963-12-31		https://hrsl.ba.ars.usda.gov/wdc/wi.htm	 
32005	LA CROSSE	WI	Alternate_Name	E-3					1.01	0.0041	1933-01-01	1942-12-31		https://hrsl.ba.ars.usda.gov/wdc/wi.htm	 
32006	LA CROSSE	WI	Alternate_Name	A-4					2.21	0.0089	1933-01-01	1954-12-31		https://hrsl.ba.ars.usda.gov/wdc/wi.htm	 
33001	BENTONVILLE	AR	Alternate_Name	W-1	361700	-941300	36.28333	-94.21667	10.03	0.0406	1938-10-01	1943-12-31	1938-1943	https://hrsl.ba.ars.usda.gov/wdc/ar.htm	 
33002	BENTONVILLE	AR	Alternate_Name	W-2	361800	-941900	36.3	-94.31667	9.34	0.0378	1938-10-01	1947-08-31	1938-1943	https://hrsl.ba.ars.usda.gov/wdc/ar.htm	 
33003	BENTONVILLE	AR	Alternate_Name	W-3	361800	-941900	36.3	-94.31667	14.25	0.0577	1938-10-01	1947-08-31	1939-1943	https://hrsl.ba.ars.usda.gov/wdc/ar.htm	 
33004	BENTONVILLE	AR	Alternate_Name	W-4	361500	-941600	36.25	-94.26667	24.	0.0971	1939-03-01	1947-08-31	1939-1943	https://hrsl.ba.ars.usda.gov/wdc/ar.htm	 
33005	BENTONVILLE	AR	Alternate_Name	W-5	361700	-941300	36.28333	-94.21667	19.43	0.0786	1938-10-01	1947-08-31	1939-1943	https://hrsl.ba.ars.usda.gov/wdc/ar.htm	 
33006	BENTONVILLE	AR	Alternate_Name	W-6	362200	-941200	36.36667	-94.2	10.75	0.0435	1939-06-01	1947-08-31	1939-1943	https://hrsl.ba.ars.usda.gov/wdc/ar.htm	 
34001	CHEROKEE	OK	Alternate_Name	W-1	364400	-982306	36.73333	-98.385	2.23	0.009	1942-01-01	1960-06-31	1942-1960	https://hrsl.ba.ars.usda.gov/wdc/ok.htm	 
34002	CHEROKEE	OK	Alternate_Name	W-2	364400	-982306	36.73333	-98.385	4.82	0.0195	1942-01-01	1960-06-31	1942-1960	https://hrsl.ba.ars.usda.gov/wdc/ok.htm	 
34003	CHEROKEE	OK	Alternate_Name	W-3					.30	0.0012	1942-01-01	1952-12-31		https://hrsl.ba.ars.usda.gov/wdc/ok.htm	 
34003	CHEROKEE	OK	Alternate_Name	W-3					.04	0.0002	1953-01-01	1960-06-31		https://hrsl.ba.ars.usda.gov/wdc/ok.htm	 
34004	CHEROKEE	OK	Alternate_Name	W-4					4.35	0.0176	1942-01-01	1960-08-31		https://hrsl.ba.ars.usda.gov/wdc/ok.htm	 
34005	CHEROKEE	OK	Alternate_Name	W-5					7.85	0.0318	1942-01-01	1960-08-31		https://hrsl.ba.ars.usda.gov/wdc/ok.htm	 
34006	CHEROKEE	OK	Alternate_Name	W-6	364400	-982306	36.73333	-98.385	1.75	0.0071	1942-01-01	1960-06-31	1942-1960	https://hrsl.ba.ars.usda.gov/wdc/ok.htm	 
34007	CHEROKEE	OK	Alternate_Name	W-7	364400	-982306	36.73333	-98.385	1.99	0.0081	1942-01-01	1960-06-31	1942-1960	https://hrsl.ba.ars.usda.gov/wdc/ok.htm	 
34008	CHEROKEE	OK	Alternate_Name	W-8	364400	-982306	36.73333	-98.385	4.72	0.0191	1941-04-01	1955-06-31	1942-1960	https://hrsl.ba.ars.usda.gov/wdc/ok.htm	 
34008	CHEROKEE	OK	Alternate_Name	W-8	364400	-982306	36.73333	-98.385	4.72	0.0191	1956-07-01	1960-08-31		https://hrsl.ba.ars.usda.gov/wdc/ok.htm	 
34009	CHEROKEE	OK	Alternate_Name	W-9					.50	0.002	1942-01-01	1960-08-31		https://hrsl.ba.ars.usda.gov/wdc/ok.htm	 
34010	CHEROKEE	OK	Alternate_Name	W-10					1.68	0.0068	1960-08-01	1967-01-31		https://hrsl.ba.ars.usda.gov/wdc/ok.htm	 
34011	CHEROKEE	OK	Alternate_Name	W-11					2.12	0.0086	1960-08-01	1967-01-31		https://hrsl.ba.ars.usda.gov/wdc/ok.htm	 
34012	CHEROKEE	OK	Alternate_Name	W-12					1.68	0.0068	1960-07-01	1967-12-31		https://hrsl.ba.ars.usda.gov/wdc/ok.htm	 
34013	CHEROKEE	OK	Alternate_Name	W-13	364400	-982306	36.73333	-98.385	1.99	0.0081	1960-07-01	1967-12-31	1960-1967	https://hrsl.ba.ars.usda.gov/wdc/ok.htm	 
34014	CHEROKEE	OK	Alternate_Name	W-14					2.16	0.0087	1960-09-01	1967-12-31		https://hrsl.ba.ars.usda.gov/wdc/ok.htm	 
34015	CHEROKEE	OK	Alternate_Name	W-15					2.15	0.0087	1960-09-01	1967-12-31		https://hrsl.ba.ars.usda.gov/wdc/ok.htm	 
35001	GUTHRIE	OK	Alternate_Name	W-1	354912	-972318	35.82	-97.38833	35.40	0.1433	1932-01-01	1939-12-31	1939-1948	https://hrsl.ba.ars.usda.gov/wdc/ok.htm	 
35001	GUTHRIE	OK	Alternate_Name	W-1	354912	-972318	35.82	-97.38833	33.40	0.1352	1940-01-01	1953-12-31		https://hrsl.ba.ars.usda.gov/wdc/ok.htm	 
35002	GUTHRIE	OK	Alternate_Name	W-2	354912	-972318	35.82	-97.38833	3.21	0.013	1931-01-01	1951-12-31	1939-1948	https://hrsl.ba.ars.usda.gov/wdc/ok.htm	 
35003	GUTHRIE	OK	Alternate_Name	W-3	354912	-972318	35.82	-97.38833	3.13	0.0127	1930-01-01	1951-12-31	1941-1948	https://hrsl.ba.ars.usda.gov/wdc/ok.htm	 
35004	GUTHRIE	OK	Alternate_Name	W-4	354912	-972318	35.82	-97.38833	5.62	0.0227	1931-01-01	1953-12-31	1940-1948	https://hrsl.ba.ars.usda.gov/wdc/ok.htm	 
35005	GUTHRIE	OK	Alternate_Name	W-5	354912	-972318	35.82	-97.38833	5.28	0.0214	1931-01-01	1947-12-31	1939-1947	https://hrsl.ba.ars.usda.gov/wdc/ok.htm	 
35006	GUTHRIE	OK	Alternate_Name	W-I	354912	-972318	35.82	-97.38833	2.50	0.0101	1937-01-01	1953-12-31	1942-1948	https://hrsl.ba.ars.usda.gov/wdc/ok.htm	 
35007	GUTHRIE	OK	Alternate_Name	W-II	354912	-972318	35.82	-97.38833	5.09	0.0206	1942-01-01	1955-12-31	1942-1948	https://hrsl.ba.ars.usda.gov/wdc/ok.htm	 
35008	GUTHRIE	OK	Alternate_Name	W-III	354912	-972318	35.82	-97.38833	9.09	0.0368	1942-01-01	1953-12-31	1942-1948	https://hrsl.ba.ars.usda.gov/wdc/ok.htm	 
35009	GUTHRIE	OK	Alternate_Name	W-IV	354912	-972318	35.82	-97.38833	13.4	0.0542	1942-01-01	1953-12-31	1942-1948	https://hrsl.ba.ars.usda.gov/wdc/ok.htm	 
35010	GUTHRIE	OK	Alternate_Name	W-V	354912	-972318	35.82	-97.38833	15.7	0.0635	1942-01-01	1953-12-31	1942-1948	https://hrsl.ba.ars.usda.gov/wdc/ok.htm	 
35011	GUTHRIE	OK	Alternate_Name	W-VI	354912	-972318	35.82	-97.38833	94.8	0.3836	1942-01-01	1955-12-31	1942-1948	https://hrsl.ba.ars.usda.gov/wdc/ok.htm	 
36001	MUSKOGEE	OK	Alternate_Name	W-I					14.5	0.0587	1939-04-01	1947-08-31		https://hrsl.ba.ars.usda.gov/wdc/ok.htm	 
36002	MUSKOGEE	OK	Alternate_Name	W-II					65.4	0.2647	1939-04-01	1945-12-31		https://hrsl.ba.ars.usda.gov/wdc/ok.htm	 
36003	MUSKOGEE	OK	Alternate_Name	W-IV					24.9	0.1008	1938-10-01	1947-08-31		https://hrsl.ba.ars.usda.gov/wdc/ok.htm	 
37001	STILLWATER	OK	Alternate_Name	W-1	362100	-970400	36.35	-97.06667	16.7	0.0676	1951-07-01	1972-12-31	1959-1979	https://hrsl.ba.ars.usda.gov/wdc/ok.htm	 
37002	STILLWATER	OK	Alternate_Name	W-3	362100	-970400	36.35	-97.06667	92.	0.3723	1951-07-01	1972-12-31	1959-1979	https://hrsl.ba.ars.usda.gov/wdc/ok.htm	 
37003	STILLWATER	OK	Alternate_Name	W-4	362100	-970400	36.35	-97.06667	206.	0.8337	1951-07-01	1972-12-31	1958-1972	https://hrsl.ba.ars.usda.gov/wdc/ok.htm	 
38001	GARLAND	TX	Alternate_Name	W-I					25.	0.1012	1938-09-01	1947-08-31		https://hrsl.ba.ars.usda.gov/wdc/tx.htm	 
38002	GARLAND	TX	Alternate_Name	W-III					10.4	0.0421	1938-09-01	1947-08-31		https://hrsl.ba.ars.usda.gov/wdc/tx.htm	 
