stid,station_name,lat,lon,elev,begints,iem_network
MABT2,FLAT ROCK CREEK NR MARBLE FALLS,30.5406,-98.2728,270,2010-12-07 00:00,TX_DCP
RALI3,Flatrock River 1 S Raleigh,39.7291,-85.365,303.80737,2012-01-31 00:00,IN_DCP
FLCI3,Flatrock River 2 NNW Columbus,39.235,-85.9267,190,2007-12-31 00:00,IN_DCP
STPI3,Flatrock River  AT Saint Paul,39.4175,-85.6342,242,2008-10-16 00:00,IN_DCP
SDFP1,FLAT ROCK SNOW,40.8333,-78.1,617,2010-12-08 00:00,PA_DCP
FTSN7,FLAT SPRINGS 1E,36.2527,-81.9136,994,2010-12-09 00:00,NC_DCP
FSPV2,FLAT SPUR,37.0167,-82.25,899,2010-12-07 00:00,VA_DCP
FTMU1,FLAT TOP MOUNTAIN RAWS,39.3167,-110.5833,1809,2010-12-07 00:00,UT_DCP
FTMM8,FLATTOP MTN. SNOTEL,48.80225,-113.85713,1920.2,2016-11-05 00:00,MT_DCP
FLWM8,Flatwillow,46.8944,-108.3476,934,2023-09-14 00:00,MT_DCP
FWOW2,FLATWOODS,38.7317,-80.595,280,2010-12-07 00:00,WV_DCP
FTWW2,Flatwoods N,38.7,-80.6333,361,2010-12-07 00:00,WV_DCP
FLRW2,FLATWOODS  RAWS,38.6839,-80.6494,390,2010-12-07 00:00,WV_DCP
REDM8,Flaxville - Navajo MT-5,48.8116,-105.0607,771.60846,2013-10-11 00:00,MT_DCP
FLEI1,FLECK SUMMIT RAWS,43.6197,-114.8989,1931,2010-12-07 00:00,ID_DCP
ARRF1,Flemington 5NW - Arredondo,29.4742,-82.3392,33.710705,2020-02-25 00:00,FL_DCP
FLEN7,FLETCHER 3 W,35.4267,-82.5575,624,2010-12-09 00:00,NC_DCP
MPHT1,FLETCHER CREEK  AT FLETCHER CREEK AT BARTLETT,35.1695,-89.8662,78,2010-12-07 00:00,TN_DCP
FLSO2,Fletcher - Little Washita,34.8611,-98.2511,420.15268,2011-01-10 00:00,OK_DCP
FLTM4,Flint River 7 W Flint,43.0333,-83.7667,217,2008-10-16 00:00,MI_DCP
SPRA4,FLINT CREEK 1 SW Springtown,36.2556,-94.4306,376,2010-12-07 00:00,AR_DCP
WSSO2,FLINT CREEK 4 NW West Siloam Springs,36.2161,-94.6042,301,2010-12-09 00:00,OK_DCP
KNSO2,Flint Creek 6 ESE Kansas,36.1863,-94.7066,268,2010-12-07 00:00,OK_DCP
FLIN6,FLINT CREEK  AT Phelps,42.9578,-77.0683,168,2010-12-07 00:00,NY_DCP
FCKM8,FLINT CREEK NEAR DRUMMOND,46.6289,-113.1506,1224,2010-12-07 00:00,MT_DCP
FTCM8,FLINT CREEK NR SOUTHERN CROSS,46.2331,-113.2989,1746,2010-12-07 00:00,MT_DCP
FLFI1,FLINT CRK RAWS,42.0792,-112.1833,1816,2010-12-07 00:00,ID_DCP
FLTC1,FLINTRIDGE - ALERT #453,34.1817,-118.1856,449,2010-12-07 00:00,CA_DCP
GRFG1,Flint River 10 W Griffin Hwy. 16,33.2442,-84.4292,227,2010-12-07 00:00,GA_DCP
WSEG1,Flint River 1 E Woolsey,33.3597,-84.3944,244,2010-12-07 00:00,GA_DCP
MNTG1,Flint River 1 WSW Montezuma,32.2931,-84.0436,89,2010-12-07 00:00,GA_DCP
CLUG1,Flint River 3.5 E Carsonville Hwy. 19,32.7214,-84.2325,111,2010-12-07 00:00,GA_DCP
MOLG1,Flint River 3 NW Molena,33.0475,-84.5264,212,2010-12-07 00:00,GA_DCP
LOVG1,Flint River 3 W Lovejoy,33.4156,-84.3847,243,2010-12-07 00:00,GA_DCP
OTSM4,FLINT RIVER 4 S Otisville,43.1167,-83.5167,232,2008-10-16 00:00,MI_DCP
OKFG1,Flint River 5 SW Oakfield (SR 32),31.725,-84.0186,76,2010-12-07 00:00,GA_DCP
ABNG1,Flint River  AT Albany,31.5942,-84.1442,59,2010-12-07 00:00,GA_DCP
BGEG1,Flint River  AT Bainbridge (US 27),30.9114,-84.58,36,2010-12-07 00:00,GA_DCP
BSBA1,Flint River  AT Brownsboro,34.7491,-86.4466,189,2010-12-07 00:00,AL_DCP
CHSA1,Flint River  AT Chase,34.8233,-86.4811,212,2010-12-08 00:00,AL_DCP
HOPG1,Flint River  AT Flint River at Riverview Plantation,31.1406,-84.4803,48,2010-12-07 00:00,GA_DCP
WWCG1,Lake Blackshear,31.84528,-83.94083,78.197556,2010-12-06 00:00,GA_DCP
NEWG1,Flint River  AT Newton (SR 37),31.3066,-84.3386,41,2010-12-07 00:00,GA_DCP
CCFG1,Flintstone - Chattanooga Creek,34.95722,-85.33444,202.5569,2016-09-22 00:00,GA_DCP
FLP,FLIPPIN MARION COUNTY REGIONAL AIRPORT,36.29083,-92.59,219.1512,2013-05-14 00:00,AR_DCP
FMTT2,Flomot 2E,34.2319,-100.9561,726,2011-08-15 00:00,TX_DCP
FLMT2,Flomot 4NE,34.2675,-100.9336,710.581,2011-12-05 00:00,TX_DCP
SBFC1,FLOOD CONTRO. OFFICE ALERT #545,34.425,-119.7139,38,2010-12-07 00:00,CA_DCP
FDWM5,Floodwood - St Louis River,46.9289,-92.9044,378.6789,2013-10-18 00:00,MN_DCP
FOAI2,Flora,38.6614,-88.479,149.47314,2019-10-11 00:00,IL_DCP
FORI2,FLORA,38.6786,-88.4797,145,2010-05-11 00:00,IL_DCP
FLCF1,Floral City,28.7508,-82.2805,14.992295,2020-02-25 00:00,FL_DCP
WFLF1,FLORAL CITY,28.7433,-82.2203,28,2010-12-07 00:00,FL_DCP
LESF1,Floral City 3E - Leslie Hefner,28.7547,-82.2311,22.923147,2020-02-25 00:00,FL_DCP
FVAN5,Flora Vista - Animas River,36.78361,-108.10222,1660.8704,2020-09-23 00:00,NM_DCP
EFLN6,Florence,43.4236,-75.7483,285.3902,2013-01-23 00:00,NY_DCP
FLOP1,Florence,40.4106,-80.4839,375,2010-12-07 00:00,PA_DCP
FLOK1,FLORENCE,38.24,-96.92,393,,KS_DCP
MAEA3,FLORENCE 10NNE - MAGMA EAST,33.1428,-111.3398,529,2023-03-31 00:00,AZ_DCP
BIFO3,Florence 13N - Big Creek,44.16833,-124.06722,91.85485,2018-12-28 00:00,OR_DCP
FNCT2,FLORENCE 3 SW,30.8114,-97.8214,301,2010-12-07 00:00,TX_DCP
CNHA3,FLORENCE 6NW - MAGMA CHANNEL AT CAP,33.1033,-111.4297,474,2023-03-31 00:00,AZ_DCP
FAXK1,Florence Auxiliary,38.2597,-96.8341,395.1259,2014-01-23 00:00,KS_DCP
FCGA3,Florence-Casa Grande 7 NE Florence - Casa Grande Canal,33.0875,-111.2861,474,2010-12-07 00:00,AZ_DCP
FCGO3,FLORENCE COAST GUARD TOWER,44.0186,-124.1353,2,2010-12-07 00:00,OR_DCP
CCFA1,Florence - Cypress Creek,34.8077,-87.7005,145.40631,2015-11-22 00:00,AL_DCP
JCJS1,Florence - Jefferies Creek,34.17278,-79.76222,25,2023-06-02 00:00,SC_DCP
FLJA3,Florence Junction,33.2975,-111.3953,561.17566,2011-02-15 00:00,AZ_DCP
PDFS1,Florence - Peedee River,34.31694,-79.63444,28.40701,2017-03-06 00:00,SC_DCP
WSDA1,Florence - Wilson Dam,34.4733,-87.3738,196.6331,2012-04-12 00:00,AL_DCP
RETC1,FLORES CAMP REPEATER,36.2348,-121.7416,772,2010-12-07 00:00,CA_DCP
ZFLA3,Flores West/ Sols Trib @ Us93 -Wickenburg 9Nw,34.0528,-112.8497,789,2011-01-05 00:00,AZ_DCP
TAMM5,Florian - Tamarac River,48.4262,-96.6277,285.03275,2013-06-14 00:00,MN_DCP
SVMM3,Florida 1S - Savoy Mtn,42.6573,-73.0128,558.14685,2021-01-05 00:00,MA_DCP
FLAP4,Florida 7 Well at Florida,18.3597,-66.5744,195.36472,2011-11-08 00:00,PR_DCP
DKFF1,Florida Bay Tide,25.18,-80.49,-2,2018-07-31 00:00,FL_DCP
FLCC2,FLORIDA CANAL,37.3128,-107.7714,2201,2010-12-07 00:00,CO_DCP
FCAA3,FLORIDA CANYON,31.7617,-110.8461,1333,2010-12-07 00:00,AZ_DCP
MCCF1,FLORIDA CITY,25.1675,-80.7319,5,2010-12-07 00:00,FL_DCP
MUDF1,FLORIDA CITY,25.2025,-80.5836,6,2010-12-07 00:00,FL_DCP
SDAF1,FLORIDA CITY,25.3303,-80.5253,4,2010-12-07 00:00,FL_DCP
EVGF1,FLORIDA CITY,25.4025,-80.5586,5,2010-12-08 00:00,FL_DCP
TLRF1,FLORIDA CITY,25.1908,-80.6392,7,2010-12-07 00:00,FL_DCP
TRCF1,FLORIDA CITY,25.2147,-80.5336,-0.02779871,2010-12-07 00:00,FL_DCP
WHCF1,FLORIDA CITY,25.2425,-80.4472,3,2010-12-09 00:00,FL_DCP
LPIF1,FLORIDA CITY,25.3903,-80.6803,7,2010-12-07 00:00,FL_DCP
UFGF1,Florida City 1WSW - Underground,25.43694,-80.50167,6.258868,2018-11-06 00:00,FL_DCP
BCYF1,FLORIDA CITY 32NW - BCA20,25.7061,-80.935,1,2023-04-01 00:00,FL_DCP
MBCF1,FLORIDA CITY 34NW - BCA9,25.7785,-80.9115,2,2023-04-01 00:00,FL_DCP
BCZF1,FLORIDA CITY 36WNW - BCA4,25.9576,-81.1036,2,2023-04-01 00:00,FL_DCP
BCUF1,FLORIDA CITY 50NW - BCA19,25.7928,-81.2024,0,2023-04-01 00:00,FL_DCP
SDMF1,FLORIDA CITY 5E - S12D,25.7624,-80.6812,1,2023-04-01 00:00,FL_DCP
FCUF1,Florida City 5SW - Underground Water,25.4075,-80.52417,8.509301,2018-11-06 00:00,FL_DCP
CPDF1,FLORIDA CITY 66WNW - COPLND,25.9526,-81.3636,1,2023-04-01 00:00,FL_DCP
EVMF1,Florida City - Everglades No4,25.3433,-80.5452,3.8790257,2012-05-02 00:00,FL_DCP
FRVC2,FLORIDA RIVER 12 NNW Bayfield,37.38028,-108.33806,2477,2010-12-07 00:00,CO_DCP
FRIC2,FLORIDA RIVER 15 NNW Bayfield,37.4275,-108.3225,2501,2011-03-31 00:00,CO_DCP
BDAC2,Florida River at Bondad,37.05667,-108.13083,1991,2011-06-22 00:00,CO_DCP
FMDC2,FLORIDA RIVER BLO FLORIDA FARMERS DITCH,37.2949,-107.7911,2193,2010-12-07 00:00,CO_DCP
FLSI2,Flossmoor,41.55,-87.6833,208.2756,2008-10-30 00:00,IL_DCP
LMFS1,FLOTILLA ISLAND AT LAKE MURRAY,34.1074,-81.2706,111,2010-12-07 00:00,SC_DCP
FLWC1,Flower Mountain Near Copperopolis 5Sw,37.92,-120.68028,455.8691,2011-01-31 00:00,CA_DCP
FLWW2,Flowers Cemetary,38.2167,-82.15,309,2010-12-07 00:00,WV_DCP
FTFW1,Flowery Trail Raws,48.29861,-117.40528,821.08545,2010-12-07 00:00,WA_DCP
HCFM6,Flowood - Hog Creek,32.33333,-90.08389,91.412766,2018-03-16 00:00,MS_DCP
FLST2,FLOYDADA 2NE,34.0014,-101.3258,971,2010-12-07 00:00,TX_DCP
RWYN6,Floyd Bennett Field  AT Rockaway Inlet,40.5735,-73.8856,-15,2010-12-07 00:00,NY_DCP
JMEI4,Floyd River 1 NE James,42.5667,-96.3167,334,2002-04-17 00:00,IA_DCP
SHLI4,Floyd River 1 N Sheldon,43.18,-95.83,436,2008-06-11 00:00,IA_DCP
ALTI4,Floyd River  AT Alton,42.9833,-96,390,2002-04-17 00:00,IA_DCP
LMRI4,Floyd River  AT Le Mars,42.8017,-96.1667,366,2010-03-15 00:00,IA_DCP
PVYK2,Floyds Fork 2 SE Pewee Valley,38.2853,-85.4678,195,2010-12-07 00:00,KY_DCP
MWTK2,Floyds Fork 3 N Mt. Washington,38.0853,-85.555,146,2010-12-07 00:00,KY_DCP
FSVK2,Floyds Fork at Fisherville,38.1883,-85.4603,170,2010-12-07 00:00,KY_DCP
FLFK2,FLOYDS FORK OF SALT RIVER,38,-85.6833,146,2010-12-07 00:00,KY_DCP
FVST2,FLUVANNA,32.8989,-101.2017,822,2010-12-07 00:00,TX_DCP
ZFYA3,Flying E Tank,33.9364,-112.8194,761,2011-07-20 00:00,AZ_DCP
ZFWA3,Flying E Wash,33.9622,-112.7803,697,2011-01-29 00:00,AZ_DCP
FPRO3,FLYNN PRAIRIE,42.3956,-124.3786,475,2010-12-07 00:00,OR_DCP
FLYC1,FLYNN SPRINGS - ALERT #45,32.85,-116.85,371,2010-12-07 00:00,CA_DCP
MCPT2,Fm 1128,29.54,-95.33,18,2011-07-25 00:00,TX_DCP
JZWT2,F.M. 1406 @ NORTH FORK TAYLOR BAYOU,29.9477,-94.4003,10,2010-12-07 00:00,TX_DCP
WBKT2,FM 171 Road near Wichita Falls,33.98428,-98.46209,290,2023-07-30 00:00,TX_DCP
SHTT2,Fm 2978,30.1344,-95.5967,50,2011-07-05 00:00,TX_DCP
MDYT2,FM 529 AND US 290 NR JERSEY VILLAGE,29.88,-95.5692,33,2010-12-07 00:00,TX_DCP
KING1,Folkston - Kingfisher Landing,30.9567,-82.1375,47.641014,2012-07-24 00:00,GA_DCP
SCNG1,Folkston - Suwannee Canal,30.7381,-82.1397,39.473377,2011-11-02 00:00,GA_DCP
FOLT2,FOLLETT,36.4333,-100.1333,792,2010-12-09 00:00,TX_DCP
FBIS1,Folly Beach,32.685,-79.888,-3,2019-09-04 00:00,SC_DCP
FOLW2,Folsom,39.4533,-80.5506,468,2010-12-07 00:00,WV_DCP
FBFL1,Folsom 1E - Bogue Falaya,30.6287,-90.1712,36.049263,2018-02-21 00:00,LA_DCP
HCOC1,Folsom 1NW - Hinkle Creek,38.6978,-121.1847,84,2018-12-01 00:00,CA_DCP
ACKC1,Folsom 1S - Alder Creek,38.6397,-121.1556,79.02293,2018-12-01 00:00,CA_DCP
AFDC1,Folsom 2N - American River,38.70389,-121.16333,79.902016,2018-10-31 00:00,CA_DCP
FWCC1,Folsom 3E - Willow Creek,38.6754,-121.1154,120.2708,2021-07-22 00:00,CA_DCP
NIMC1,Folsom 4SW - Lake Natomas,38.6367,-121.2233,33.2337,2012-03-20 00:00,CA_DCP
FZFC1,Folsom 5ESE - 5 Water Tank,38.6434,-121.0916,237.1672,2021-07-22 00:00,CA_DCP
FOLN6,Folsomdale,42.8292,-78.4497,304.60025,2013-02-06 00:00,NY_DCP
FOLC1,FOLSOM DAM (AMERICAN RIVER),38.7,-121.1669,53,2010-11-30 00:00,CA_DCP
FSLC1,Folsom Dam - Folsom Point (Dyke 8),38.69337,-121.12961,153.80136,2010-12-07 00:00,CA_DCP
LMFC1,Folsom - Livermore Park,38.6575,-121.1472,105.808685,2018-01-22 00:00,CA_DCP
JZET2,FOLSOM ROAD @ HILLEBRANDT BAYOU,30.1152,-94.1658,7,2010-12-07 00:00,TX_DCP
WHBC1,Folsom - Willow Humbug Creek,38.6608,-121.1575,75.34584,2018-12-01 00:00,CA_DCP
FWTC1,Folsom - WTP,38.6867,-121.15,124.34798,2021-07-22 00:00,CA_DCP
FODN6,Fonda - Mohawk River,42.9502,-74.3724,81.469215,2014-09-11 00:00,NY_DCP
FLD,FOND DU LAC COUNTY AIRPORT,43.76951,-88.49076,242.316,2011-01-10 00:00,WI_DCP
FDAW3,FOND DU LAC,43.7615,-88.4571,236,2010-10-29 00:00,WI_DCP
FDLM5,Fond Du Lac - Mission Creek,46.6717,-92.2793,220.35017,2015-07-31 00:00,MN_DCP
FDCI2,Fondulac Creek  AT East Peoria,40.6772,-89.5311,161,2008-10-16 00:00,IL_DCP
GLVC1,Fontana 7SW - Glen Avon,34.0137,-117.5102,234.56543,2019-10-16 00:00,CA_DCP
CVFC1,Fontana - Central Valley Fire,34.0778,-117.4686,342.8431,2012-05-11 00:00,CA_DCP
FCHW4,Fontenelle Creek  AT Herschler Ranch,42.0961,-110.4158,2139,2010-12-07 00:00,WY_DCP
FCVC2,FOOL CREEK SNOTEL,39.8687,-105.8675,3398.5,2016-10-29 00:00,CO_DCP
LFHA3,FOOL HOLLOW DAM,34.2774,-110.0738,1909,2010-12-10 00:00,AZ_DCP
SFRL1,FOOL RIVER PUMPING PLANT / RIVERSIDE,31.885,-91.5767,21,2010-12-07 00:00,LA_DCP
AFCS2,Foot Creek 6 NW Aberdeen,45.5189,-98.5769,404,2007-12-31 00:00,SD_DCP
FTHC1,Foothill Ditch,36.41361,-119.01389,155,2023-05-03 00:00,CA_DCP
FKSO2,FORAKER (OCS MESONET),36.8403,-96.4278,332,2010-12-07 00:00,OK_DCP
FOBM5,FORBES,47.3672,-92.5044,408,2008-10-16 00:00,MN_DCP
FBSC1,FORBESTOWN - PGE,39.5169,-121.2658,861,2010-12-07 00:00,CA_DCP
FCWA3,FORD CANYON WASH -WITTMANN 12S,33.5967,-112.4992,445,2010-12-16 00:00,AZ_DCP
HELP1,Ford City 3E - Heilman,40.7661,-79.4628,412.73956,2017-03-02 00:00,PA_DCP
FRDM4,Ford River 2 N Hyde,45.7551,-87.2019,210,2008-10-16 00:00,MI_DCP
FRDT1,Fordtown,36.45,-82.5167,474.12463,2013-07-06 00:00,TN_DCP
YOAT2,Fordtran 2NE - Chicolette Creek,29.0947,-96.9872,46,2023-07-05 00:00,TX_DCP
XFDN8,Fordville,48.2456,-97.8063,341,2009-01-15 00:00,ND_DCP
FSMI3,Iroquois River 2 N Foresman,40.8706,-87.3067,203,2008-01-01 00:00,IN_DCP
RFJS1,FOREST ACRES 7E - FORT JACKSON,34.022,-80.868,165,2023-04-01 00:00,SC_DCP
SWBN6,Forestburgh 3SW - Mongaup River,41.56722,-74.78333,308.77426,2020-10-09 00:00,NY_DCP
FFWI4,Forest City Fire Weather,43.2617,-93.7557,399.55905,2016-03-03 00:00,IA_DCP
FDLR1,FORESTDALE,41.9964,-71.5631,74,2010-12-07 00:00,RI_DCP
TPDC1,Forest Falls - Mill Creek,34.089,-116.9249,1588,2022-05-09 00:00,CA_DCP
FFPC1,Forest Falls - Mill Creek,34.09,-116.9367,1535.1631,2016-04-21 00:00,CA_DCP
FRGM8,Forestgrove 4N,47.1057,-109.0888,1248,2023-10-04 00:00,MT_DCP
MFIC1,Foresthill 11E - MF American,39.0258,-120.6027,820.0813,2018-12-01 00:00,CA_DCP
FSHC1,FOREST HILL 2,39.0914,-120.7317,1317,2010-12-07 00:00,CA_DCP
NMFC1,Foresthill 6E - NF MF American River,39.0242,-120.7175,450.61108,2018-12-01 00:00,CA_DCP
RUFC1,Foresthill 6ESE - Rubicon River,38.9925,-120.7206,393,2018-12-01 00:00,CA_DCP
BZFP1,Forest Inn,40.8589,-75.5936,314.95383,2011-01-19 00:00,PA_DCP
FDVN8,Forest River 3SE AT Fordville,48.1969,-97.7292,336,2007-12-31 00:00,ND_DCP
MTON8,Forest River  AT Minto,48.2858,-97.3697,249,2007-12-31 00:00,ND_DCP
JZCT2,FOREST TRAIL @ DITCH 1202,30.1402,-94.2489,13,2010-12-07 00:00,TX_DCP
MRBM2,FORESTVILLE,38.8403,-76.8169,52,2010-12-07 00:00,MD_DCP
IRAC1,Forestville 2N - Mirabel,38.4991,-122.896,17.899685,2021-07-22 00:00,CA_DCP
GRQC1,Forestville - Green Valley Creek,38.4786,-122.9082,22.773376,2015-12-22 00:00,CA_DCP
FSVC3,Forestville - Pepquabuck River,41.6731,-72.9011,61,2022-07-11 00:00,CT_DCP
SGCC2,Fork Collins - BNRR Spring Creek,40.5628,-105.0794,1523.1693,2019-09-09 00:00,CO_DCP
FRKW1,Forks,47.9553,-124.385,97,2011-06-30 00:00,WA_DCP
OLFW1,Forks 20SE - Owl Mountain RAWS,47.76664,-123.96619,996.8221,2011-07-06 00:00,WA_DCP
BGFW1,Forks - Bogachiel River,47.89417,-124.35694,64.18219,2018-11-29 00:00,WA_DCP
DUNS1,Fork Shoals 4SSE - Dunklin Fire,34.573,-82.284,226.37735,2014-07-22 00:00,SC_DCP
FOIC1,FORNI RIDGE,38.805,-120.2131,2282,2010-12-02 00:00,CA_DCP
OCVN4,FORSYTHE WILDLIFE REFUGE RAWS,39.5,-74.5,19,2010-12-07 00:00,NJ_DCP
FASW2,Fort Ashby,39.5081,-78.7714,180,2010-12-07 00:00,WV_DCP
FTKI4,Fort Atkinson - Turkey River,43.14713,-91.93037,312.56805,2020-08-18 00:00,IA_DCP
FBLM8,FORT BELKNAP AGENCY,48.3042,-108.7189,815,2010-12-07 00:00,MT_DCP
FBCM8,Fort Belknap Canal Main Diversion,48.6027,-108.3944,877,2011-06-01 00:00,MT_DCP
FBGG1,FORT BENNING,32.3967,-84.87,110,2010-12-07 00:00,GA_DCP
FSTG1,Fort Benning At Cactus Tower Met Station,32.37722,-84.67556,222.26439,2011-02-24 00:00,GA_DCP
FLAG1,Fort Benning - Well 06S001,32.34194,-84.98611,76.80619,2016-07-27 00:00,GA_DCP
BCGN7,Fort Bragg - Beaver Creek,35.12694,-78.97472,61,2022-10-19 00:00,NC_DCP
FTCN7,Fort Bragg - Tank Creek,35.1463,-79.0208,69,2022-10-19 00:00,NC_DCP
TCRN7,Fort Bragg - Tank Creek,35.18056,-79.00139,56,2022-10-19 00:00,NC_DCP
TCBN7,Fort Bragg - Tanner Creek,35.15722,-79.01111,64,2022-10-19 00:00,NC_DCP
FBBT2,FORT BRANCH BOGGY CREEK AT 51ST STREET,30.2969,-97.6997,188,2010-12-07 00:00,TX_DCP
FTBI3,Fort Branch - Pigeon Creek,38.2522,-87.5197,125.19851,2013-04-19 00:00,IN_DCP
FCRT1,FORT CAMPBELL RAWS,36.6256,-87.5369,159,2010-12-07 00:00,TN_DCP
FCRC2,FORT CARSON RAWS,38.6589,-104.8539,2055,2010-12-07 00:00,CO_DCP
FCBT2,Fort Chadbourne,32.0416,-100.2502,608.5239,2015-02-18 00:00,TX_DCP
FORC2,FORT COLLINS,40.6147,-105.1314,1542,2010-12-07 00:00,CO_DCP
FSIC2,Fort Collins 3E - Timberline,40.5853,-105.0297,1504.1558,2018-08-21 00:00,CO_DCP
FSBC2,Fort Collins 5S - Fossil Creek at BNRR,40.5089,-105.0844,1517.5529,2018-08-21 00:00,CO_DCP
FTCN6,Fort Covington,44.98944,-74.49611,50.45738,,NY_DCP
FDST2,FORT DAVIS,30.6006,-103.8867,1476,2010-12-07 00:00,TX_DCP
WDPT2,Fort Davis 15WNW - Wolf Den,30.64611,-104.13667,2141.8708,2019-06-05 00:00,TX_DCP
FDTM2,Fort Detrick - Carroll Creek,39.43611,-77.44056,97.32099,2017-11-09 00:00,MD_DCP
XFDC1,Fort Dick - Moseley Road,41.88028,-124.14833,10,2022-12-01 00:00,CA_DCP
DICC1,Fort Dick - Smith River,41.88528,-124.14111,11.62016,2021-01-27 00:00,CA_DCP
FTGM4,Fort Gratiot  MI - 9014098,43.007,-82.422,178.9,2016-08-30 00:00,MI_DCP
BKCA2,Fort Greely 34S - Black Rapids Chalet,63.5209,-145.841,725,2022-11-18 00:00,AK_DCP
FTHT2,Fort Hood - Clear Creek,31.12917,-97.81806,261.5903,2019-11-15 00:00,TX_DCP
FHFM8,FORT HOWES RAWS,45.2972,-106.1617,1025,2010-12-07 00:00,MT_DCP
FOGT2,Forth Worth 12SSE - Oak Grove Road,32.5848,-97.2927,201.48552,2017-01-03 00:00,TX_DCP
FGHT2,Forth Worth 13N - Golden Heights Road,32.9312,-97.3306,249.43207,2016-12-14 00:00,TX_DCP
FWBT2,Forth Worth 4NW - CASA,32.8387,-97.4259,256.40643,2020-01-13 00:00,TX_DCP
FSDT2,Forth Worth 4S,32.6848,-97.3288,207.74097,2017-01-11 00:00,TX_DCP
FWJT2,Forth Worth 8NNE - Fire 31,32.867,-97.2928,188.31987,2020-01-13 00:00,TX_DCP
FWKT2,Forth Worth 8NNE - Fire 38,32.9714,-97.2619,216.36855,2020-01-13 00:00,TX_DCP
FAYT2,Forth Worth - Academy Blvd at Farmers Branch,32.7525,-97.4915,234.6477,2016-12-13 00:00,TX_DCP
FEKT2,Forth Worth - Everman - Kennedale Rd at Village Creek,32.6385,-97.2421,178.39935,2016-12-14 00:00,TX_DCP
FWET2,Forth Worth - Fire 1,32.7597,-97.3284,186.80879,2020-01-13 00:00,TX_DCP
FMET2,Forth Worth - Marlene Dr at Everman Pkwy,32.6266,-97.3007,206.99324,2016-12-13 00:00,TX_DCP
FMVT2,Forth Worth - Mosier Valley Rd,32.8078,-97.1113,149.43889,2016-12-14 00:00,TX_DCP
FCHT2,Forth Worth - NE 36th St at Lebow Channel,32.8105,-97.3306,190.87733,2016-12-13 00:00,TX_DCP
FVTT2,Forth Worth - North Las Vegas Trail at Shoreview Dr,32.7785,-96.4675,130.90897,2016-12-13 00:00,TX_DCP
DKYM8,Fortine - Dicky Lake,48.8,-114.88,1035.7114,2013-10-11 00:00,MT_DCP
FKWM1,FORT KENT GROUND WATER WELL,47.249,-68.591,162,2010-12-07 00:00,ME_DCP
AFKO3,Fort Klamath - Annie Creek,42.76333,-122.05833,1322,2022-07-15 00:00,OR_DCP
FLET2,Fort Lancaster,30.66312,-101.69082,645.90674,2015-05-01 00:00,TX_DCP
LCFW4,Fort Laramie 1SE - Laramie Canal,42.20667,-104.50806,1285.8394,2018-04-13 00:00,WY_DCP
FLCW4,Fort Laramie Canal @ Mile 0.8,42.2431,-104.63,1301,2011-04-18 00:00,WY_DCP
FLL,FORT LAUDERDALE INTERNATIONAL AIRPORT,26.07875,-80.16223,0.9144,2013-05-14 00:00,FL_DCP
FTDF1,FORT LAUDERDALE,26.1356,-80.1947,6,2010-12-08 00:00,FL_DCP
FLDF1,FORT LAUDERDALE,26.1361,-80.3722,9,2010-12-07 00:00,FL_DCP
PEGF1,Fort Lauderdale 1SSE - Port Everglades,26.086,-80.116,10.299615,2018-02-27 00:00,FL_DCP
FDLF1,FORT LAUDERDALE 7WSW - nan,26.0867,-80.2417,2,2023-04-01 00:00,FL_DCP
LRFF1,FORT LONESOME,27.7044,-82.1981,27,2010-12-07 00:00,FL_DCP
ASPF1,FORT LONESOME,27.7294,-82.0742,32,2010-12-07 00:00,FL_DCP
THAF1,Fort Lonesome 3N - Romp Well 48,27.7408,-82.1436,42.507786,2020-02-24 00:00,FL_DCP
FLMO1,Fort Loramie,40.3568,-84.3734,287.93683,2020-02-01 00:00,OH_DCP
BDUC2,Fort Lupton 4SW - Big Dry Creek,40.04361,-104.84806,1508.6678,2018-12-04 00:00,CO_DCP
FTTT2,Fort McKavett,30.8237,-100.1087,662.92413,2015-02-17 00:00,TX_DCP
KAVT2,Fort McKavett 1NE - San Saba River,30.83444,-100.09389,636.1762,2019-04-12 00:00,TX_DCP
FKCT2,FORT MCKAVETT 6NW,30.8868,-100.1802,677,2010-12-07 00:00,TX_DCP
WDNF1,FORT MEADE,27.7069,-81.8078,32,2010-12-07 00:00,FL_DCP
BFZF1,Fort Meade 7SE - Bowlegs Creek,27.69972,-81.69556,38.994816,2018-03-16 00:00,FL_DCP
FMRS2,Fort Meade RAWS,44.4347,-103.4614,994.0995,2007-12-31 00:00,SD_DCP
FRMF1,Fort Meade - Romp Well 45,27.7631,-81.7858,40.001854,2020-02-25 00:00,FL_DCP
TLKF1,Fort Meyers Shores 3NE - Telegraph Creek,26.72972,-81.70167,11.764764,2019-08-19 00:00,FL_DCP
FRMA1,Fort Morgan,30.234,-87.994,3,,AL_DCP
FMOA1,Fort Morgan  AL - 8734673,30.228,-88.024,2,2016-08-30 00:00,AL_DCP
FCAC2,FORT MORGAN CANAL,40.3511,-104.0103,1328,2010-12-07 00:00,CO_DCP
CFMS1,Fort Motte - Congaree River,33.75278,-80.645,28.998384,2021-07-01 00:00,SC_DCP
FMRF1,Fort Myers  FL - 8725520,26.647,-81.871,1.4,2016-08-30 00:00,FL_DCP
