OBJ_STATUS_,OBJ_IDENTIF,NAME,MIN_X_AXIS_,MAX_X_AXIS_,MIN_Y_AXIS_,MAX_Y_AXIS_,MIN_M,MAX_M,MEAN_M,DESCRIPTION,RFC,TYPE,ATTRIBUTE,CWA,FCST_GP,HUC,CH5_ID
"0","1574",WHBI1XU,-116.4737318012,-113.4416351603,44.4313600543,45.8055918520,"1829","3049","2197",SALMON R AT WHITEBIRD - UPPER ZONE,NWRFC,f,,MSO,LS_SALMN,1706.0000000000,WHBI1
"0","1622",RIGI1L,-116.5048644541,-116.1747017613,44.8333839854,45.4348900560,"610","1524","1260",RIGGINS LITTLE SALMON - LOWER ZONE,NWRFC,f,,MSO,LS_SALMN,1706.0000000000,RIGI1
"0","1627",RIGI1U,-116.5812981607,-116.1017076320,44.7811811769,45.4363628974,"1525","2704","1942",RIGGINS LITTLE SALMON - UPPER ZONE,NWRFC,f,,MSO,LS_SALMN,1706.0000000000,RIGI1
"0","1634",MIDI1L,-115.5402053294,-114.9128293375,44.2414224627,44.9692590884,"1392","2133","1950",MIDDLE FORK SALMON - LOWER ZONE,NWRFC,f,,BOI,LS_SALMN,1706.0000000000,MIDI1
"0","1656",MIDI1U,-115.5574878266,-114.8960751961,44.2392279814,44.9847817366,"2134","2876","2354",MIDDLE FORK SALMON - UPPER ZONE,NWRFC,f,,BOI,LS_SALMN,1706.0000000000,MIDI1
"0","1672",LERI1L,-113.8122787133,-113.1386413358,44.4538437761,44.9569264155,"1500","2133","1916",LEMHI R NEAR LEMHI - LOWER ZONE,NWRFC,f,,MSO,LS_SALMN,1706.0000000000,LERI1
"0","1675",LERI1U,-113.8796347671,-112.9939685398,44.4194712738,44.9675210565,"2134","3301","2499",LEMHI R NEAR LEMHI - UPPER ZONE,NWRFC,f,,MSO,LS_SALMN,1706.0000000000,LERI1
"0","1678",SMNI1L,-115.1518676589,-113.5276979352,43.9535859120,45.2050062041,"1208","2133","1852",SALMON RIVER AT SALMON - LOWER ZONE,NWRFC,f,,MSO,LS_SALMN,1706.0000000000,SMNI1
"0","1706",SMNI1U,-115.1886770645,-113.4513286013,43.7862095393,45.2285241747,"2134","3532","2502",SALMON RIVER AT SALMON - UPPER ZONE,NWRFC,f,,MSO,LS_SALMN,1706.0000000000,SMNI1
"0","1727",SPDI1X,-116.9866210412,-116.1981507197,46.1027328877,46.9718399161,"260","1521","871",CLEARWATER R AT SPALDING - LOCAL,NWRFC,f,,OTX,LS_CLEAR,1706.0000000000,SPDI1
"0","1728",DWRI1IL,-116.4215406846,-114.8415989821,46.4280389022,47.1166120348,"330","1371","1045",DWORSHAK RESERVOIR - LOWER ZONE,NWRFC,f,,MSO,LS_CLEAR,1706.0000000000,DWRI1
"0","1780",DWRI1IU,-116.2180552780,-114.7628779394,46.4125613110,47.1266705821,"1372","2270","1624",DWORSHAK RESERVOIR - UPPER ZONE,NWRFC,f,,MSO,LS_CLEAR,1706.0000000000,DWRI1
"0","1832",ORFI1XL,-116.5865688109,-115.4618084613,45.9617813655,46.5989116065,"365","1371","950",CLEARWATER R AT OROFINO - LOWER ZONE,NWRFC,f,,MSO,LS_CLEAR,1706.0000000000,ORFI1
"0","1839",ORFI1XU,-116.5010646177,-115.4405599191,45.9305995477,46.5761301862,"1372","2008","1535",CLEARWATER R AT OROFINO - UPPER ZONE,NWRFC,f,,MSO,LS_CLEAR,1706.0000000000,ORFI1
"0","1856",STII1L,-116.4556809971,-115.1962095546,45.6607134457,46.1717693142,"428","1523","1146",SF CLEARWATER RIVER AT STITES - LOWER ZONE,NWRFC,f,,MSO,LS_CLEAR,1706.0000000000,STII1
"0","1869",STII1U,-116.4646640062,-115.1440138617,45.5934736164,46.0730549382,"1524","2577","1779",SF CLEARWATER RIVER AT STITES - UPPER ZONE,NWRFC,f,,MSO,LS_CLEAR,1706.0000000000,STII1
"0","1885",LOCI1L,-115.7256055739,-114.4678868108,46.1315215486,46.6375132097,"516","1523","1213",LOCHSA RIV NR LOWELL - LOWER ZONE,NWRFC,f,,MSO,LS_CLEAR,1706.0000000000,LOCI1
"0","1899",LOCI1U,-115.6419074963,-114.3187481851,46.1350101952,46.7387616919,"1524","2556","1842",LOCHSA RIV NR LOWELL - UPPER ZONE,NWRFC,f,,MSO,LS_CLEAR,1706.0000000000,LOCI1
"0","1919",SELI1L,-115.5186121996,-114.4802099779,45.6017362785,46.3232209060,"525","1523","1219",SELWAY RIVER NEAR LOWELL - LOWER ZONE,NWRFC,f,,MSO,LS_CLEAR,1706.0000000000,SELI1
"0","1939",SELI1U,-115.5137641850,-114.3832543746,45.4690054001,46.3805747864,"1524","2645","1896",SELWAY RIVER NEAR LOWELL - UPPER ZONE,NWRFC,f,,MSO,LS_CLEAR,1706.0000000000,SELI1
"0","1949",DCDQ2IG,-117.4555357563,-116.5766945668,50.2856474696,51.0677741181,"2439","3099","2607",DUNCAN RESERVOIR - GLACIER ZONE,NWRFC,f,,,UC_KOOT,1701.0000000000,DCDQ2
"0","2005",DCDQ2IL,-117.4554593290,-116.6091581960,50.2406815678,51.0692449025,"548","1828","1320",DUNCAN RESERVOIR - LOWER ZONE,NWRFC,f,,,UC_KOOT,1701.0000000000,DCDQ2
"0","2007",DCDQ2IU,-117.4771405682,-116.5844868826,50.2482530308,51.0788644604,"1829","2438","2122",DUNCAN RESERVOIR - UPPER ZONE,NWRFC,f,,,UC_KOOT,1701.0000000000,DCDQ2
"0","2022",EASI1L,-116.3209123885,-115.7472223602,48.9754483900,49.5088005405,"827","1371","1154",MOYIE RIVER AT EASTPORT - LOWER ZONE,NWRFC,f,,OTX,UC_KOOT,1701.0000000000,EASI1
"0","2024",EASI1U,-116.3918499997,-115.7315179195,48.9078066439,49.5139546333,"1372","2359","1645",MOYIE RIVER AT EASTPORT - UPPER ZONE,NWRFC,f,,OTX,UC_KOOT,1701.0000000000,EASI1
"0","2035",FISM8L,-115.5758901617,-114.7347856207,47.8945340526,48.4513916950,"690","1370","1155",FISHER RIV NR LIBBY - LOWER ZONE,NWRFC,f,,MSO,UC_KOOT,1701.0000000000,FISM8
"0","2058",FISM8U,-115.6197359642,-114.7379128633,47.8974565539,48.4635154165,"1371","2165","1531",FISHER RIV NR LIBBY - UPPER ZONE,NWRFC,f,,MSO,UC_KOOT,1701.0000000000,FISM8
"0","2111",LEOI1XL,-116.1824849453,-115.1349827063,48.0793383905,48.7245557666,"567","1371","1017",KOOTENAI RIV AT LEONIA - LOWER ZONE,NWRFC,f,,MSO,UC_KOOT,1701.0000000000,LEOI1
"0","2123",LEOI1XU,-116.2045622605,-115.1171409412,48.0600951697,48.7283581464,"1372","2447","1623",KOOTENAI RIV AT LEONIA - UPPER ZONE,NWRFC,f,,MSO,UC_KOOT,1701.0000000000,LEOI1
"0","2164",QBYQ2XL,-117.6650622103,-115.9918778475,48.4611923272,50.7706416758,"531","1371","913",KOOTENAY L AT QUEENSBAY - LOWER ZONE,NWRFC,f,,,UC_KOOT,1701.0000000000,QBYQ2
"0","2204",QBYQ2XU,-117.7152299380,-116.0060601001,48.4939029088,50.8135971719,"1372","3078","1826",KOOTENAY L AT QUEENSBAY - UPPER ZONE,NWRFC,f,,,UC_KOOT,1701.0000000000,QBYQ2
"0","2235",SLCQ2L,-117.9639935855,-117.1815938408,49.4529307473,50.3103865112,"521","1370","971",SLOCAN RIV NR CRESCENT VALLEY - LOWER ZONE,NWRFC,f,,,UC_KOOT,1701.0000000000,SLCQ2
"0","2244",SLCQ2U,-118.0173403478,-117.1245856744,49.4570131302,50.3565214066,"1371","2776","1841",SLOCAN RIV NR CRESCENT VALLEY - UPPER ZONE,NWRFC,f,,,UC_KOOT,1701.0000000000,SLCQ2
"0","2254",TRYM8L,-116.0212747547,-115.4114336648,48.5589345188,49.1782900489,"630","1371","1167",YAAK RIVER NR TROY - LOWER ZONE,NWRFC,f,,MSO,UC_KOOT,1701.0000000000,TRYM8
"0","2270",TRYM8U,-116.0567382312,-115.3478768226,48.5542812382,49.2218476001,"1372","2225","1606",YAAK RIVER NR TROY - UPPER ZONE,NWRFC,f,,MSO,UC_KOOT,1701.0000000000,TRYM8
"0","2291",WSRI1XL,-116.9390983795,-116.2173348920,44.1926701422,44.7304896616,"689","1523","1065",WEISER RIVER NEAR WEISER - LOWER ZONE,NWRFC,f,,BOI,MS_TRIB,1705.0000000000,WSRI1
"0","2292",WSRI1XU,-116.9426435038,-116.1591358693,44.2031868631,44.7920589451,"1524","2342","1853",WEISER RIVER NEAR WEISER - UPPER ZONE,NWRFC,f,,BOI,MS_TRIB,1705.0000000000,WSRI1
"0","2299",PWDO3X,-118.0124927805,-117.6732483578,44.5601478785,44.7723701346,"1066","2127","1371",POWDER RIVER AT BAKER - LOCAL,NWRFC,f,,BOI,MS_TRIB,1705.0000000000,PWDO3
"0","2300",PRPI1X,-116.9281729456,-116.3531797777,43.8127804871,44.3191170482,"667","1741","891",PAYETTE RIVER NR PAYETTE - LOCAL,NWRFC,f,,BOI,MS_PAYET,1705.0000000000,PRPI1
"0","2301",PRLI1L,-115.6456224857,-115.0783477495,44.0281880878,44.2951325686,"1222","1981","1696",SF PAYETTE RIVER AT LOWMAN - LOWER ZONE,NWRFC,f,,BOI,MS_PAYET,1705.0000000000,PRLI1
"0","2305",PRLI1U,-115.6311374592,-114.9648864145,43.9391883235,44.3513777770,"1982","3092","2330",SF PAYETTE RIVER AT LOWMAN - UPPER ZONE,NWRFC,f,,BOI,MS_PAYET,1705.0000000000,PRLI1
"0","2318",MAGI1XL,-115.3096933415,-114.1478219028,43.1811282786,43.5323751112,"1471","1679","1571",MAGIC DM&RES-BIG WOOD RICHFLD - LOWER ZONE,NWRFC,f,,PIH,MS_TRIB,1704.0000000000,MAGI1
"0","2325",MAGI1XU,-115.3431900131,-114.1075668137,43.1825318982,43.6192662889,"1680","2912","1928",MAGIC DM&RES-BIG WOOD RICHFLD - UPPER ZONE,NWRFC,f,,PIH,MS_TRIB,1704.0000000000,MAGI1
"0","2345",LWRI1IL,-114.1726549025,-113.7788369744,43.3949723603,43.7299987391,"1585","2285","1939",LITL.WOODDM&RESNRCAREY - LOWER ZONE,NWRFC,f,,PIH,MS_TRIB,1704.0000000000,LWRI1
"0","2351",LWRI1IU,-114.1663530746,-113.7767256412,43.5205299615,43.7722502391,"2286","3411","2583",LITL.WOODDM&RESNRCAREY - UPPER ZONE,NWRFC,f,,PIH,MS_TRIB,1704.0000000000,LWRI1
"0","2360",HWRI1,-114.4166492249,-113.7267709704,43.6440350171,44.0568309387,"2067","3452","2635",BIG LOST R@HOW'L RNCH NR,NWRFC,f,,PIH,MS_TRIB,1704.0000000000,HWRI1
"0","2361",HRSI1XL,-116.2698284560,-115.6116146508,43.9271382737,44.5833346363,"863","1520","1303",PAYETTE R NR HORSESHOE BEND - LOWER ZONE,NWRFC,f,,BOI,MS_PAYET,1705.0000000000,HRSI1
"0","2369",HRSI1XU,-116.1946658779,-115.5194530303,43.9153697023,44.6624040684,"1521","2494","1845",PAYETTE R NR HORSESHOE BEND - UPPER ZONE,NWRFC,f,,BOI,MS_PAYET,1705.0000000000,HRSI1
"0","2387",HOTI1L,-115.9693314055,-115.1271949452,41.8373393527,42.7793942875,"839","1676","1456",BRUNEAU RIVER NR HOT SPRINGS - LOWER ZONE,NWRFC,f,,BOI,MS_TRIB,1705.0000000000,HOTI1
"0","2403",HOTI1U,-116.0752188361,-115.0315399130,41.4000944392,42.4088848634,"1677","3162","1983",BRUNEAU RIVER NR HOT SPRINGS - UPPER ZONE,NWRFC,f,,BOI,MS_TRIB,1705.0000000000,HOTI1
"0","2411",EMMI1XL,-116.4653205025,-116.0172494554,43.7515563806,44.4580303887,"782","1523","1153",PAYETTE RIVER NEAR EMMETT - LOWER ZONE,NWRFC,f,,BOI,MS_PAYET,1705.0000000000,EMMI1
"0","2415",EMMI1XU,-116.4205546950,-116.0102734705,43.7355393464,44.5052664784,"1524","2489","1742",PAYETTE RIVER NEAR EMMETT - UPPER ZONE,NWRFC,f,,BOI,MS_PAYET,1705.0000000000,EMMI1
"0","2427",DEDI1I,-115.7784513956,-115.5229439662,44.2340141450,44.5493546835,"1611","2580","1998",DEADWOOD DAM - INFLOW,NWRFC,f,,BOI,MS_PAYET,1705.0000000000,DEDI1
"0","2428",CSDI1IL,-116.2108433900,-115.8142925350,44.4642167348,45.1598466950,"1467","1981","1637",NF PAYETTE RIV AT CASCADE - LOWER ZONE,NWRFC,f,,BOI,MS_PAYET,1705.0000000000,CSDI1
"0","2429",CSDI1IU,-116.2136552858,-115.7859233689,44.4519185227,45.1678927691,"1982","2578","2176",NF PAYETTE RIV AT CASCADE - UPPER ZONE,NWRFC,f,,BOI,MS_PAYET,1705.0000000000,CSDI1
"0","2439",CAMI1L,-116.6778819076,-116.2201032426,44.5625149279,45.0898077459,"831","1523","1194",WEISER R NR CAMBRIDGE - LOWER ZONE,NWRFC,f,,BOI,MS_TRIB,1705.0000000000,CAMI1
"0","2442",CAMI1U,-116.7524303515,-116.1573058322,44.5819085159,45.1182296832,"1524","2356","1796",WEISER R NR CAMBRIDGE - UPPER ZONE,NWRFC,f,,BOI,MS_TRIB,1705.0000000000,CAMI1
"0","2454",RIDI1I,-111.9019535301,-111.3274410874,43.0735414703,43.5912585281,"1542","2558","1930",RIRIE DAM - INFLOW,NWRFC,f,,PIH,US_TRIB,1704.0000000000,RIDI1
"0","2455",DARM8L,-114.5310809058,-113.6176923670,45.5092757568,46.0581670965,"1219","1828","1615",BITTERROOT R NR DARBY - LOWER ZONE,NWRFC,f,,MSO,PO_CLARK,1701.0000000000,DARM8
"0","2484",DARM8U,-114.5663081508,-113.5151688894,45.4563767498,46.0723268201,"1829","3010","2128",BITTERROOT R NR DARBY - UPPER ZONE,NWRFC,f,,MSO,PO_CLARK,1701.0000000000,DARM8
"0","2501",WANQ2XL,-117.5850470291,-116.9777126438,48.1450243043,49.0220866144,"557","1371","942",PEND OREILLE R AT WANETA - LOWER ZONE,NWRFC,f,,,PO_MAIN,1701.0000000000,WANQ2
"0","2515",WANQ2XU,-117.5890476026,-117.0448520481,48.1894220093,49.0041845341,"1372","2083","1573",PEND OREILLE R AT WANETA - UPPER ZONE,NWRFC,f,,,PO_MAIN,1701.0000000000,WANQ2
"0","2561",ANAW1XL,-117.5279067028,-116.1316993174,45.2474573949,46.1331760109,"308","1371","991",SNAKE RIVER NR ANATONE - LOWER ZONE,NWRFC,f,,OTX,LS_MAIN,1706.0000000000,ANAW1
"0","2584",ANAW1XU,-117.5224867727,-116.1234216715,45.1899868192,46.1543814393,"1372","2744","1585",SNAKE RIVER NR ANATONE - UPPER ZONE,NWRFC,f,,OTX,LS_MAIN,1706.0000000000,ANAW1
"0","2627",HOPW1,-118.1535245395,-116.8605579205,46.4744465442,47.6205842601,"364","1215","682",PALOUSE RIV AT HOOPER (HEADWATER),NWRFC,f,,OTX,LS_TRIB,1706.0000000000,HOPW1
"0","2629",PULW1,-117.2033932316,-116.8625252213,46.6226500124,46.8260056590,"762","1456","847",SF PALOUSE RIVER AT PULLMAN,NWRFC,f,,OTX,LS_TRIB,1706.0000000000,PULW1
"0","2630",PLOI1,-116.9796427620,-116.4494641860,46.8065152564,47.0891514532,"792","1563","963",PALOUSE RIVER NR POTLATCH,NWRFC,f,,OTX,LS_TRIB,1706.0000000000,PLOI1
"0","2631",TRYO3L,-118.7015373134,-117.0946538441,45.0528118399,46.1301940048,"520","1371","1094",GRANDE RONDE RIVER AT TROY - LOWER ZONE,NWRFC,f,,PDT,LS_TRIB,1706.0000000000,TRYO3
"0","2655",TRYO3U,-118.7363573170,-117.0610265939,44.9558586757,46.1599196155,"1372","2912","1755",GRANDE RONDE RIVER AT TROY - UPPER ZONE,NWRFC,f,,PDT,LS_TRIB,1706.0000000000,TRYO3
"0","2693",IMNO3L,-117.0900024136,-116.7494178042,45.0995691058,45.6677837512,"622","1371","1162",IMNAHA RIVER AT IMNAHA - LOWER ZONE,NWRFC,f,,PDT,LS_TRIB,1706.0000000000,IMNO3
"0","2702",IMNO3U,-117.2911934454,-116.7211976090,45.0449518862,45.6763835996,"1372","2825","1717",IMNAHA RIVER AT IMNAHA - UPPER ZONE,NWRFC,f,,PDT,LS_TRIB,1706.0000000000,IMNO3
"0","2718",BRNI1XL,-118.3930505839,-116.8161216050,44.1382984124,45.1877738238,"618","1371","1070",BROWNLEE DAM - LOWER ZONE,NWRFC,f,,BOI,MS_MAIN,1705.0000000000,BRNI1
"0","2749",BRNI1XU,-118.5189527280,-116.7606873264,44.2303365251,45.1885970386,"1372","2749","1658",POWDER RIVER AT BAKER - UPPER ZONE,NWRFC,f,,BOI,MS_MAIN,1705.0000000000,BRNI1
"0","2796",VALO3X,-118.7215436921,-117.1562289678,43.0411083360,44.0578690243,"695","1899","1226",MALHEUR RIVER NR VALE - LOCAL,NWRFC,f,,BOI,MS_MOB,1705.0000000000,VALO3
"0","2797",BULO3I,-118.1595612690,-117.3875619207,43.8274658737,44.2664358456,"784","1923","1253",BULLY CREEK DAM & RESERVOIR - INFLOW,NWRFC,f,,BOI,MS_MOB,1705.0000000000,BULO3
"0","2798",BERO3IL,-118.4132760148,-118.0158748782,43.8865927711,44.2491330858,"1036","1523","1352",AGENCY VLY DAM & BEULAH - LOWER ZONE,NWRFC,f,,BOI,MS_MOB,1705.0000000000,BERO3
"0","2803",BERO3IU,-118.5151705383,-117.9901150972,43.8685077255,44.3750123804,"1524","2368","1743",AGENCY VLY DAM & BEULAH - UPPER ZONE,NWRFC,f,,BOI,MS_MOB,1705.0000000000,BERO3
"0","2810",WRMO3IL,-118.8279915176,-118.1641028846,43.4564670513,44.1848867190,"1051","1524","1297",WARM SPRINGS RESERVOIR - LOWER ZONE,NWRFC,f,,BOI,MS_MOB,1705.0000000000,WRMO3
"0","2820",WRMO3IU,-118.8527576728,-118.1988980419,43.4563536181,44.3013621178,"1525","2475","1692",WARM SPRINGS RESERVOIR - UPPER ZONE,NWRFC,f,,BOI,MS_MOB,1705.0000000000,WRMO3
"0","2831",PARI1X,-116.9913628590,-115.7779997569,43.2607136684,43.8849221409,"673","2017","898",BOISE RIVER AT GLENWOOD BRIDGE - LOCAL,NWRFC,f,,BOI,MS_MOB,1705.0000000000,PARI1
"0","2832",LUCI1XL,-116.0768843584,-115.7065934107,43.5017321452,44.0074072957,"932","1525","1311",LUCKY PEAK RESERVOIR - LOWER ZONE,NWRFC,f,,BOI,MS_MOB,1705.0000000000,LUCI1
"0","2840",LUCI1XU,-116.0988464335,-115.6448215909,43.5151975951,44.0168647440,"1526","2424","1756",LUCKY PEAK RESERVOIR - UPPER ZONE,NWRFC,f,,BOI,MS_MOB,1705.0000000000,LUCI1
"0","2856",ARKI1XL,-115.9435109671,-115.0389119504,43.2853709205,44.0407329359,"984","1981","1571",ARROWROCK DAM - LOWER ZONE,NWRFC,f,,BOI,MS_MOB,1705.0000000000,ARKI1
"0","2865",ARKI1XU,-115.7910831321,-114.9725959064,43.4039043905,44.0963294356,"1982","2972","2296",ARROWROCK DAM - UPPER ZONE,NWRFC,f,,BOI,MS_MOB,1705.0000000000,ARKI1
"0","2887",ARAI1IL,-115.4971945591,-114.7081135340,43.2282867433,43.7818883850,"1207","1981","1714",ANDERSON RANCH DAM - LOWER ZONE,NWRFC,f,,BOI,MS_MOB,1705.0000000000,ARAI1
"0","2898",ARAI1IU,-115.4886858203,-114.6359097000,43.2316793482,43.8598805137,"1982","3009","2315",ANDERSON RANCH DAM - UPPER ZONE,NWRFC,f,,BOI,MS_MOB,1705.0000000000,ARAI1
"0","2919",KTFW1L,-118.0650430604,-117.4821916472,48.0115715048,48.8074236264,"473","1067","773",COLVILLE RIV AT KETTLE FALLS - LOWER ZONE,NWRFC,f,,OTX,UC_MAIN,1702.0000000000,KTFW1
"0","2937",KTFW1U,-118.0767142486,-117.4701642814,48.0856747284,48.8082543694,"1068","1950","1236",COLVILLE RIV AT KETTLE FALLS - UPPER ZONE,NWRFC,f,,OTX,UC_MAIN,1702.0000000000,KTFW1
"0","2969",LAUW1XL,-119.0244469647,-118.0817007962,48.7542473490,49.6812063899,"447","1066","839",KETTLE RIVER AT LAURIER - LOWER ZONE,NWRFC,f,,OTX,UC_MAIN,1702.0000000000,LAUW1
"0","2994",LAUW1XU,-119.0405379454,-118.0442315782,48.7019007045,49.9173358451,"1067","2248","1445",KETTLE RIVER AT LAURIER - UPPER ZONE,NWRFC,f,,OTX,UC_MAIN,1702.0000000000,LAUW1
"0","3015",FRYW1L,-119.2436620038,-118.5416377336,48.8768101362,49.8976600979,"609","1066","901",KETTLE RIVER NR FERRY - LOWER ZONE,NWRFC,f,,OTX,UC_MAIN,1702.0000000000,FRYW1
"0","3037",FRYW1U,-119.3769404983,-118.2969547114,48.7850603035,50.1683871664,"1067","2270","1434",KETTLE RIVER NR FERRY - UPPER ZONE,NWRFC,f,,OTX,UC_MAIN,1702.0000000000,FRYW1
"0","3054",ARDQ2XL,-118.5099092304,-117.4632678030,49.2557363957,51.3686253888,"415","1371","900",COLUMBIA R AT HUGH KEENLEYSIDE - LOWER ZONE,NWRFC,f,,,UC_MAIN,1702.0000000000,ARDQ2
"0","3064",ARDQ2XU,-118.5115637322,-117.3553872239,49.2322827777,51.4600304032,"1372","2438","1798",COLUMBIA R AT HUGH KEENLEYSIDE - UPPER ZONE,NWRFC,f,,,UC_MAIN,1702.0000000000,ARDQ2
"0","3114",ARDQ2XG,-118.2749888259,-117.3415673163,49.8223438261,51.4587636140,"2439","3161","2586",COLUMBIA R AT HUGH KEENLEYSIDE - GLACIER ZONE,NWRFC,f,,,UC_MAIN,1702.0000000000,ARDQ2
"0","3196",REVQ2XL,-118.9542454908,-118.0001370058,50.9978699634,52.1556328948,"436","1371","995",REVELSTOKE DAM - LOWER ZONE,NWRFC,f,,,UC_MAIN,1702.0000000000,REVQ2
"0","3210",REVQ2XU,-118.9911783407,-117.8954579631,50.9936370142,52.1798422953,"1372","2438","1841",REVELSTOKE DAM - UPPER ZONE,NWRFC,f,,,UC_MAIN,1702.0000000000,REVQ2
"0","3235",REVQ2XG,-118.9607745064,-117.8900067093,51.1097404200,52.1888759369,"2439","3141","2571",REVELSTOKE DAM - GLACIER ZONE,NWRFC,f,,,UC_MAIN,1702.0000000000,REVQ2
"0","3316",MCDQ2IL,-119.3973887390,-115.7911812777,50.1308576703,52.7852973561,"697","1371","1057",MICA DAM - LOWER ZONE,NWRFC,f,,,UC_MAIN,1702.0000000000,MCDQ2
"0","3378",MCDQ2IU,-119.6239537680,-115.7464356683,50.1144319580,52.8718352499,"1372","2438","1935",MICA DAM - UPPER ZONE,NWRFC,f,,,UC_MAIN,1702.0000000000,MCDQ2
"0","3597",MCDQ2IG,-119.6237833640,-115.7779760411,50.1147575733,52.8203827855,"2439","3395","2629",MICA DAM - GLACIER ZONE,NWRFC,f,,,UC_MAIN,1702.0000000000,MCDQ2
"0","3993",CLFW1XL,-121.4939178036,-120.9964692824,46.8352894792,47.1384363572,"717","1371","1128",NACHES RIVER NR CLIFFDEL - LOWER ZONE,NWRFC,f,,PDT,MC_YAK,1703.0000000000,CLFW1
"0","3998",CLFW1XU,-121.5241495272,-120.9599341174,46.8124740978,47.1428784619,"1372","2016","1591",NACHES RIVER NR CLIFFDEL - UPPER ZONE,NWRFC,f,,PDT,MC_YAK,1703.0000000000,CLFW1
"0","4009",UMTW1XL,-121.0032979579,-120.1931286016,46.8392649873,47.3496854329,"435","1066","710",YAKIMA RIVER AT UMTANUM - LOWER ZONE,NWRFC,f,,PDT,MC_YAK,1703.0000000000,UMTW1
"0","4013",UMTW1XU,-121.1657254351,-120.2115898957,46.9355136839,47.3713767362,"1067","2008","1384",YAKIMA RIVER AT UMTANUM - UPPER ZONE,NWRFC,f,,PDT,MC_YAK,1703.0000000000,UMTW1
"0","4024",HLKW1XL,-121.2470992242,-120.7227994660,47.0908278444,47.2755767165,"581","1066","748",YAKIMA RIVER NR HORLICK - LOWER ZONE,NWRFC,f,,PDT,MC_YAK,1703.0000000000,HLKW1
"0","4026",HLKW1XU,-121.3041667438,-120.7282048515,47.1025561594,47.2801766261,"1067","1732","1294",YAKIMA RIVER NR HORLICK - UPPER ZONE,NWRFC,f,,PDT,MC_YAK,1703.0000000000,HLKW1
"0","4032",TNAW1L,-121.0660548143,-120.7433957568,47.2168077308,47.4242018256,"666","1219","958",TEANAWAY RIVER BLW FORKS - LOWER ZONE,NWRFC,f,,PDT,MC_YAK,1703.0000000000,TNAW1
"0","4038",TNAW1U,-121.0775859209,-120.7223590217,47.2688239722,47.4642745571,"1220","2104","1477",TEANAWAY RIVER BLW FORKS - UPPER ZONE,NWRFC,f,,PDT,MC_YAK,1703.0000000000,TNAW1
"0","4040",CLUW1IL,-121.2787343082,-121.0215672700,47.2397922117,47.5868547311,"679","1219","968",CLE ELUM LAKE - LOWER ZONE,NWRFC,f,,PDT,MC_YAK,1703.0000000000,CLUW1
"0","4044",CLUW1IU,-121.3106490961,-120.9495024115,47.2620617683,47.5976328627,"1220","2310","1537",CLE ELUM LAKE - UPPER ZONE,NWRFC,f,,PDT,MC_YAK,1703.0000000000,CLUW1
"0","4049",EASW1XL,-121.3608950622,-121.1561790699,47.1631912691,47.3453180105,"663","1219","931",YAKIMA RIVER AT EASTON - LOWER ZONE,NWRFC,f,,PDT,MC_YAK,1703.0000000000,EASW1
"0","4053",EASW1XU,-121.3691338562,-121.1515321023,47.1508209763,47.3472234988,"1220","1615","1346",YAKIMA RIVER AT EASTON - UPPER ZONE,NWRFC,f,,PDT,MC_YAK,1703.0000000000,EASW1
"0","4067",KADW1IL,-121.3249621050,-121.1769039665,47.2564360224,47.4443352754,"681","1219","920",KACHESS DAM - LOWER ZONE,NWRFC,f,,PDT,MC_YAK,1703.0000000000,KADW1
"0","4069",KADW1IU,-121.3448425066,-121.1732063108,47.2814786251,47.4589684850,"1220","1821","1420",KACHESS DAM - UPPER ZONE,NWRFC,f,,PDT,MC_YAK,1703.0000000000,KADW1
"0","4073",KEDW1IL,-121.4514610862,-121.3203575098,47.2853019362,47.4656352459,"768","1218","991",KEECHELUS LAKE - LOWER ZONE,NWRFC,f,,PDT,MC_YAK,1703.0000000000,KEDW1
"0","4078",KEDW1IU,-121.4652969640,-121.3023238607,47.2859235674,47.4789726819,"1220","2011","1405",KEECHELUS LAKE - UPPER ZONE,NWRFC,f,,PDT,MC_YAK,1703.0000000000,KEDW1
"0","4089",PESW1L,-121.1784812494,-120.4500826919,47.4821049426,48.1557652885,"312","1523","1031",WENATCHEE RIVER AT PESHASTIN - LOWER ZONE,NWRFC,f,,OTX,MC_UTRIB,1702.0000000000,PESW1
"0","4107",PESW1U,-121.1822140092,-120.4463149673,47.4653058811,48.1803079147,"1524","2617","1799",WENATCHEE RIVER AT PESHASTIN - UPPER ZONE,NWRFC,f,,OTX,MC_UTRIB,1702.0000000000,PESW1
"0","4162",ARDW1L,-120.7698833510,-120.3344974047,47.8035579148,48.1590606658,"499","1523","1153",ENTIAT R NR ARDENVOIR - LOWER ZONE,NWRFC,f,,OTX,MC_UTRIB,1702.0000000000,ARDW1
"0","4163",ARDW1U,-120.8134773438,-120.3242327837,47.8410098492,48.1686494176,"1524","2566","1833",ENTIAT R NR ARDENVOIR - UPPER ZONE,NWRFC,f,,OTX,MC_UTRIB,1702.0000000000,ARDW1
"0","4164",STHW1L,-121.0527584092,-120.6693464328,48.2129774086,48.5268356190,"364","1523","1125",STEHEKIN R AT STEHEKIN - LOWER ZONE,NWRFC,f,,OTX,MC_UTRIB,1702.0000000000,STHW1
