OBJ_STATUS_,OBJ_IDENTIF,NAME,MIN_X_AXIS_,MAX_X_AXIS_,MIN_Y_AXIS_,MAX_Y_AXIS_,RFC,HUC,CWA,FCST_GP,CH5_ID,TYPE,DESCRIPTION,ATTRIBUTE,NUMBER_ZONE
"0","144",MTOK2E,-83.8151167939,-83.5084588530,38.4120500100,38.6072978990,OHRFC,"05100101",ILN,SLIK,,d,N.F. LICKING R LEWISBURG,"03251200","0"
"0","145",BLSK2S,-83.9429581470,-83.3382047410,37.8999753600,38.2522413150,OHRFC,"05100101",JKL,SLIK,,d,Licking River Near Blue Lick Springs KY,,"0"
"0","146",SERI3E,-85.6627223820,-85.3638567060,39.0454600180,39.4021415140,OHRFC,"05120206",IND,SEFW,,d,Sand Cr. Nr. Brewersville,"03365500","0"
"0","147",MONI3N,-86.3691594639,-86.0583016909,39.1321515770,39.3448142440,OHRFC,"05120208",IND,SEFW,,d,N. Fk. Salt Cr. Nr. Belmont,"03372500","0"
"0","148",LGNI3E,-86.1057089600,-85.6851666310,40.4428338150,40.6802206090,OHRFC,"05120101",IWX,SWBU,,d,PIPE CREEK NEAR BUNKER HILL IND.,"03327520","0"
"0","149",TCNI3N,-86.9883145740,-86.6570123480,40.9781493300,41.2148117470,OHRFC,"05120106",IWX,SWBU,,d,BIG MONON CREEK NEAR FRANCESVILLE IN,"03332400","0"
"0","150",LYNI3E,-84.8747235559,-84.5587893150,40.2954087600,40.6016043470,OHRFC,"05120101",IWX,SWBU,,d,WABASH RIVER NEAR NEW CORYDON IND,"03322900","0"
"0","151",CVGI3N,-87.4433166140,-86.9913536660,40.3104021880,40.7003927580,OHRFC,"05120108",IND,SWBL,,d,BIG PINE CR NR WILLIAMSPORT IND,"03335700","0"
"0","152",PNTI3,-87.5653530420,-87.1388820459,38.2119722680,38.4709670260,OHRFC,"05120209",PAH,SWBL,PNTI3,f,PATOKA RIVER NEAR PRINCETON IND.,"03376500","0"
"0","153",WNSI3,-87.2603106850,-86.7116463830,38.1593007750,38.4905574930,OHRFC,"05120209",PAH,SWBL,WNSI3,d,PATOKA RIVER AT WINSLOW IN,"03376300","0"
"0","154",FINI3,-86.9605090500,-86.5325176460,39.8122093800,40.0270396810,OHRFC,"05120108",IND,SWBL,FINI3,d,BIG RACCOON CREEK NEAR FINCASTLE IN,"03340800","0"
"0","155",MTZI3,-88.0674922530,-86.8293221640,39.7861400870,40.3293034180,OHRFC,"05120108",IND,SWBL,MTZI3,f,WABASH RIVER AT MONTEZUMA IND.,"03340500","0"
"0","156",CRWI3,-86.9163844040,-86.2229748110,39.9675881310,40.2959153990,OHRFC,"05120110",IND,SWBL,CRWI3,f,SUGAR CREEK AT CRAWFORDSVILLE IND.,"03339500","0"
"0","157",TERI3,-87.8683426150,-87.0484159040,39.4482655250,39.9017824860,OHRFC,"05120111",IND,SWBL,HUFI3,f,WABASH RIVER AT TERRE HAUTE IND.,"03341500","0"
"0","158",RVTI3,-87.7714665290,-87.3323935320,39.0205173220,39.3236317070,OHRFC,"05120111",IND,SWBL,RVTI3,f,WABASH RIVER AT RIVERTON IND,"03342000","0"
"0","159",CRLI3,-87.4846410219,-87.1894716970,38.9512271910,39.3068051660,OHRFC,"05120111",IND,SWBL,CRLI3,d,BUSSERON CREEK NEAR CARLISLE IN,"03342500","0"
"0","160",LAWI2,-88.1066910090,-87.6075156690,38.6656976070,39.1517934230,OHRFC,"05120112",ILX,SWBL,LAWI2,f,LAWRENCEVILLE,"03346500","0"
"0","161",BISI2,-87.7886934940,-87.3938794790,40.2274154800,40.5697782680,OHRFC,"05120109",ILX,SWBL,BISI2,d,NORTH FORK VERMILION RIVER NEAR BISMARCK IL,"03338780","0"
"0","162",FRNI3,-87.1103599130,-86.7546493460,39.7093008510,39.8495098680,OHRFC,"05120108",IND,SWBL,FRNI3,d,BIG RACCOON CREEK AT FERNDALE IN  DAM,"03340900","0"
"0","163",COXI3,-87.3041174470,-86.9369559930,39.5842754880,39.9299117070,OHRFC,"05120108",IND,SWBL,COXI3,d,BIG RACCOON CREEK AT COXVILLE IND.,"03341300","0"
"0","164",HUTI2,-87.8814415699,-87.1643596940,39.1250855050,39.6686211850,OHRFC,"05120111",IND,SWBL,HUTI2,f,HUTSONVILLE IL,"03341910","0"
"0","165",VCNI3,-87.7645653250,-87.2797248720,38.6795036210,39.0835791550,OHRFC,"05120111",IND,SWBL,VCNI3,f,WABASH RIVER AT VINCENNES IND. USGS,"03343000","0"
"0","166",DIOI2,-88.3936879999,-87.7693749130,39.3424018850,39.7439298070,OHRFC,"05120112",ILX,SWBL,DIOI2,d,EMBARRAS RIVER NEAR DIONA,"03344000","0"
"0","167",MCRI2,-87.8493381210,-87.4076621290,38.3604957480,38.8658725640,OHRFC,"05120113",IND,SWBL,MCRI2,f,WABASH RIVER AT MT. CARMEL ILL.,"03377500","0"
"0","168",PRLI3,-86.7352137910,-86.3302206140,38.3021357370,38.5030481540,OHRFC,"05120209",LMK,SWBL,PRLI3,d,PATOKA RIVER NEAR CUZCO IN  DAM,"03374500","0"
"0","169",JPRI3,-86.9034698060,-86.6189154440,38.3788185130,38.5413350460,OHRFC,"05120209",PAH,SWBL,JPRI3,d,PATOKA RIVER AT JASPER IN,"03375500","0"
"0","170",EFFI2,-88.7034691950,-88.3584249980,39.1016964340,39.4908605540,OHRFC,"05120114",ILX,SLWA,EFFI2,d,Effingham,"03378635","0"
"0","171",CLAI2,-88.6287212150,-88.1500788690,38.6207548690,39.1058289130,OHRFC,"05120114",ILX,SLWA,CLAI2,f,Little Wabash River below Clay City IL,"03379500","0"
"0","172",WYNI2,-88.9016706130,-88.5335804900,38.3238132010,38.8094881200,OHRFC,"05120115",PAH,SLWA,WYNI2,f,Skillet Fork at Wayne City,"03380500","0"
"0","173",CARI2,-88.5209528280,-88.0190363890,38.0265971140,38.4216933270,OHRFC,"05120114",PAH,SLWA,CARI2,f,Little Wabash River at Main St at Carmi IL,"03381495","0"
"0","174",FFYK2,-88.4417843600,-87.4828623590,37.1497933270,37.7420037390,OHRFC,"05140205",PAH,SOHS,FFYK2,d,DAM 50 AT FORDS FERRY,"03384250","0"
"0","175",CRRI2,-89.0183552290,-88.6683396179,37.5135685210,37.7197797300,OHRFC,"05140204",PAH,SOHS,CRRI2,d,SOUTH FORK SALINE RIVER NR CARRIER MILLS,"03382100","0"
"0","176",NBGI3,-87.3995661499,-86.9050547830,37.7809235160,38.2801751510,OHRFC,"05140201",PAH,SOHS,NBGI3,f,NEWBURGH DAM,"03304300","0"
"0","177",EVVI3,-87.6053141410,-87.3115527689,37.8193561740,37.9875143180,OHRFC,"05140202",PAH,SOHS,EVVI3,f,OHIO RIVER AT EVANSVILLE IN,"03322000","0"
"0","178",ONYK2,-87.9076898460,-87.4691480460,36.9469476040,37.2363285120,OHRFC,"05140205",PAH,SOHS,ONYK2,d,TRADEWATER RIVER AT OLNEY,"03383000","0"
"0","179",WADI3,-87.8295357580,-87.5216271039,38.0756392780,38.2382235240,OHRFC,"05120113",PAH,SOHS,WADI3,d,BIG CK NR WADESVILLE,"03381700","0"
"0","180",SHNI2,-88.3168772829,-87.6309357640,37.6886187110,38.2139612150,OHRFC,"05120113",PAH,SOHS,SHNI2,f,SHAWNEETOWN,"03381700","0"
"0","181",UNWK2,-87.9931196100,-87.6209126170,37.5662604270,37.9536652280,OHRFC,"05140202",PAH,SOHS,UNWK2,f,OHIO RIVER AT UNIONTOWN DAM KY,"03322420","0"
"0","182",OWBK2,-87.1689707099,-86.5727509009,37.7194614120,38.3307637580,OHRFC,"05140201",PAH,SOHS,OWBK2,f,OWENSBORO,"03303500","0"
"0","183",GOLI2,-88.6215593589,-87.9819017110,37.2545676230,37.6246215110,OHRFC,"05140203",PAH,SOHS,GOLI2,f,OHIO RIVER AT DAM 51 AT GOLCONDA IL,"03384500","0"
"0","184",CNNI3,-86.7408303370,-86.0919003530,37.7065630860,38.3978951590,OHRFC,"05140104",LMK,SOHL,CNNI3,f,OHIO R AT CANNELTON,"03302220","0"
"0","185",KMDK2,-85.9485945740,-85.7246288990,38.0347865510,38.3466727750,OHRFC,"05140101",LMK,SOHL,KMDK2,d,OHIO RIVER AT KOSMOSDALE KY,"03294600","0"
"0","186",MKLK2,-85.1872389640,-84.4030231849,38.7039457280,39.5089911550,OHRFC,"05080003",ILN,SOHL,MKLK2,f,OHIO RIVER AT MARKLAND DAM NEAR WARSAW KY,"03277200","0"
"0","187",FRDI3,-86.2493149680,-85.8316176559,38.3581678290,38.6722340310,OHRFC,"05140104",LMK,SOHL,FRDI3,f,BLUE RIVER AT FREDERICKSBURG IN,"03302800","0"
"0","188",SELI3,-86.0072724560,-85.6416856680,38.3672230260,38.6233436180,OHRFC,"05140101",LMK,SOHL,SELI3,d,SILVER CREEK NEAR SELLERSBURG IND,"03294000","0"
"0","189",MLPK2,-85.8469061890,-85.2862314010,38.1742402320,38.8100136380,OHRFC,"05140101",LMK,SOHL,MLPK2,f,OHIO RIVER AT LOUISVILLE KY(MCALPINE),"03294500","0"
"0","190",GNCK2,-84.8544622379,-84.4327815490,38.2832387410,38.8218269670,OHRFC,"05100205",LMK,SOHL,GNCK2,d,EAGLE CK AT GLENCOE,"03291500","0"
"0","191",CLFI3,-85.4208055249,-84.8175665379,38.3436196170,38.9986632790,OHRFC,"05100205",LMK,SOHL,CLFI3,f,CLIFTY CREEK,,"0"
"0","192",VLIK2,-84.6131023189,-84.1524260950,38.6363908370,38.9236146830,OHRFC,"05100101",ILN,SLIK,VLIK2,d,Licking River at Hwy 536 near Alexandria KY,"03254520","0"
"0","193",MCRO1,-84.5445779880,-84.3469516050,39.1994028710,39.4047326180,OHRFC,"05080003",ILN,SOHC,MCRO1,d,Mill Creek at Reading OH,"03255500","0"
"0","194",GTWO1,-83.9819700730,-83.6432580649,38.8994027260,39.1915877790,OHRFC,"05090201",ILN,SOHC,GTWO1,d,White Oak Creek above Georgetown OH,"03238495","0"
"0","195",MYVK2,-83.7938004690,-82.9521577770,38.3182874330,38.8252650220,OHRFC,"05090201",ILN,SOHC,MYVK2,f,Ohio River at Maysville Ky,"03238000","0"
"0","196",MELO1,-84.2252911049,-83.5464435819,38.6078460830,38.9679054040,OHRFC,"05090201",ILN,SOHC,MELO1,f,Ohio River at Meldahl Dam near Chilo OH,"03238680","0"
"0","197",CCNO1,-84.5158002090,-84.0554375060,38.7437956350,39.2022583810,OHRFC,"05090201",ILN,SOHC,CCNO1,f,Ohio River at Cincinnati OH,"03255000","0"
"0","198",WUNO1,-83.7703734940,-83.2656944089,38.7912247200,39.2143779130,OHRFC,"05090201",ILN,SOHC,WUNO1,f,Ohio Brush Creek near West Union Oh,"03237500","0"
"0","199",LARO1,-83.9365107720,-83.3733733960,40.4868994100,40.7228427580,OHRFC,"05060001",CLE,SSCI,LARO1,f,Larue,"03217500","0"
"0","200",BLPO1,-83.6665585350,-83.1665431670,40.1751723320,40.4572959880,OHRFC,"05060001",ILN,SSCI,BLPO1,d,Mill Creek near Bellepoint OH,"03220000","0"
"0","201",WRTO1,-83.1378840799,-82.9499313830,40.1072051420,40.4092843570,OHRFC,"05060001",ILN,SSCI,WRTO1,f,Olentangy River near Worthington,"03226800","0"
"0","202",CRDO1,-83.0237044089,-82.6959773000,40.5725266380,40.7980772610,OHRFC,"05060001",CLE,SSCI,CRDO1,d,Olentangy River at Claridon,"03223000","0"
"0","203",PRGO1,-83.7249787160,-82.9397609830,40.3830564960,40.8014561880,OHRFC,"05060001",CLE,SSCI,PRGO1,f,Scioto River near Prospect,"03219500","0"
"0","204",DELO1,-83.1313073640,-82.7003104380,40.3528724230,40.6720577520,OHRFC,"05060001",ILN,SSCI,DELO1,d,Delaware Dcp,"03225500","0"
"0","205",DUBO1,-83.6468895089,-83.0990713529,40.1339195000,40.4810387240,OHRFC,"05060001",ILN,SSCI,DUBO1,d,Scioto River below O'Shaughnessy Dam near Dulin,"03221000","0"
"0","206",SBYO1,-82.8514987530,-82.7070150069,40.1689012110,40.5369535710,OHRFC,"05060001",ILN,SSCI,SBYO1,d,Big Walnut Creek at Sunbury,"03228300","0"
"0","207",KLBO1,-82.9589169040,-82.8042512250,40.3494509500,40.5374812830,OHRFC,"05060001",ILN,SSCI,KLBO1,d,Alum Creek near Kilbourne Oh,"03228750","0"
"0","208",MSTO1,-83.5795115230,-83.2205043140,39.7117053010,40.0192972460,OHRFC,"05060002",ILN,SSCI,MSTO1,d,Deer Creek at Mount Sterling,"03230800","0"
"0","209",AFRO1,-83.0158392780,-82.8930822010,40.1822849500,40.3861770080,OHRFC,"05060001",ILN,SSCI,AFRO1,d,Alum Creek Lk,"03228805","0"
"0","210",WEJO1,-83.6348741950,-83.2690073109,39.9204221110,40.1821332020,OHRFC,"05060001",ILN,SSCI,WEJO1,d,Little Darby Creek at West Jefferson Oh,"03230310","0"
"0","211",DBVO1,-83.6386440100,-83.0883448119,39.6969547890,40.3390014220,OHRFC,"05060001",ILN,SSCI,DBVO1,f,Big Darby Creek at Darbyville,"03230500","0"
"0","212",PCBO1,-83.3380675609,-83.2114381730,39.5723315510,39.7420865630,OHRFC,"05060002",ILN,SSCI,PCBO1,d,Deer Creek nr Pancoastburg OH,"03230900","0"
"0","213",CLMO1,-83.0076799690,-82.8785354480,39.9300072530,40.1986734910,OHRFC,"05060001",ILN,SSCI,CLMO1,d,Alum Creek at Columbus Oh,"03229000","0"
"0","214",REEO1,-82.9622049330,-82.7111253730,39.8457065860,40.1468444500,OHRFC,"05060001",ILN,SSCI,REEO1,d,Big Walnut Creek at Rees Oh,"03229500","0"
"0","215",COLO1,-83.2228999730,-82.9644827540,39.9093901410,40.1680097320,OHRFC,"05060001",ILN,SSCI,COLO1,f,Scioto River at Columbus OH,"03227107","0"
"0","216",CSCO1,-82.9279224280,-82.7075331199,40.0986100180,40.3624409190,OHRFC,"05060001",ILN,SSCI,CSCO1,d,Central College,"03228500","0"
"0","217",CMMO1,-83.1658402380,-82.9184626340,39.7695123590,39.9630050690,OHRFC,"05060001",ILN,SSCI,CMMO1,d,Scioto River near Commercial Point OH,"03229610","0"
"0","218",CRCO1,-83.1432667669,-82.8268429630,39.5707712730,39.8060430620,OHRFC,"05060001",ILN,SSCI,CRCO1,f,Scioto River at Circleville,"03230700","0"
"0","219",CTFO1,-83.7245865170,-83.4597900809,39.3060596910,39.7717970350,OHRFC,"05060003",ILN,SSCI,CTFO1,d,Rattlesnake Creek at Centerfield Oh,"03232300","0"
"0","220",GLDO1,-83.6111180480,-83.3319891390,39.3766615950,39.8891890970,OHRFC,"05060003",ILN,SSCI,GLDO1,d,Paint Creek near Greenfield,"03232000","0"
"0","221",BBRO1,-83.6120127440,-83.3328664010,39.2255274080,39.4370934990,OHRFC,"05060003",ILN,SSCI,BBRO1,d,Paint Creek,"03232470","0"
"0","222",BRMO1,-83.7002370060,-83.3477451500,39.1256456400,39.3120245660,OHRFC,"05060003",ILN,SSCI,BRMO1,d,Rocky Fork near Barretts Mills OH,"03232500","0"
"0","223",PCCO1,-83.4626275600,-82.9784618610,39.2125714150,39.7538949580,OHRFC,"05060003",ILN,SSCI,PCCO1,d,Paint Creek at Chillicothe OH,"03234300","0"
"0","224",HIGO1,-83.0428246850,-82.7619501340,39.1983631280,39.4381580090,OHRFC,"05060002",ILN,SSCI,HIGO1,d,Scioto River at Higby,"03234500","0"
"0","225",PKTO1,-83.1555307799,-82.5608728520,38.9512675730,39.2372219000,OHRFC,"05060002",ILN,SSCI,PKTO1,f,Piketon,"03237020","0"
"0","226",BVLO1,-83.3984266520,-83.1284147200,39.1804393260,39.4289629490,OHRFC,"05060003",ILN,SSCI,BVLO1,f,Paint Creek near Bourneville OH,"03234000","0"
"0","227",RMDO1,-82.8449092499,-82.4746882909,39.0875422080,39.6492391850,OHRFC,"05060002",ILN,SSCI,RMDO1,d,Salt Creek at Richmond Dale OH,"03236800","0"
"0","228",CHCO1,-83.2419061959,-82.8035344770,39.3247977220,39.7815313970,OHRFC,"05060002",ILN,SSCI,CHCO1,f,Scioto River at Chillicothe OH,"03231500","0"
"0","229",GNUK2,-83.0845750870,-82.5071499640,38.1991610830,38.6599526720,OHRFC,"05090104",RLX,SOHH,GNUK2,f,OHIO RIVER AT GREENUP DAM NEAR GREENUP KY,"03216600","0"
"0","230",ASHK2,-82.8312607690,-82.3531881179,38.1173790410,38.4868673690,OHRFC,"05070204",RLX,SOHH,ASHK2,f,OHIO RIVER AT ASHLAND KY,"03216000","0"
"0","231",TYGK2,-83.3412318820,-82.9267704480,38.1906270700,38.5683964810,OHRFC,"05090103",ILN,SOHH,TYGK2,d,TYGARTS CREEK NEAR GREENUP,"03217000","0"
"0","232",RACW2,-81.9928478280,-81.4794996600,38.6561090980,39.2684779790,OHRFC,"05030202",RLX,SOHH,RACW2,f,OHIO RIVER AT RACINE DAM,"03159870","0"
"0","233",BFOW2,-82.4360058409,-82.2440593340,38.1523164130,38.3536210500,OHRFC,"05090102",RLX,SOHH,BFOW2,d,BEECH FORK LAKE,,"0"
"0","234",WAYW2,-82.5447256290,-82.1123638480,37.8415553280,38.2671739010,OHRFC,"05090102",RLX,SOHH,WAYW2,d,TWELVEPOLE CREEK BELOW WAYNE,"03207020","0"
"0","235",POPW2,-82.3071800750,-81.6789814620,38.3745924480,39.2371252200,OHRFC,"05030202",RLX,SOHH,POPW2,f,POINT PLEASANT,"03201500","0"
"0","236",ELSW2,-82.4234395910,-82.1185705679,37.8779490080,38.1568122670,OHRFC,"05090102",RLX,SOHH,ELSW2,d,EAST FORK TWELVEPOLE CREEK BELOW EAST LYNN DAM,"03206790","0"
"0","237",PORO1,-83.1077624860,-82.5833881189,38.5352396090,39.0746139020,OHRFC,"05090103",ILN,SOHH,PORO1,f,PORTMOUTH,"03217200","0"
"0","238",ADMO1,-82.6011825200,-82.2062883949,38.8642235420,39.4606539940,OHRFC,"05090101",RLX,SOHH,ADMO1,d,RACCOON C AT ADAMSVILLE,"03202000","0"
"0","239",SRCO1,-82.1621400690,-81.8403049980,39.0017716610,39.3176141410,OHRFC,"05030202",RLX,SOHH,SRCO1,d,SHADE R NR CHESTER OH,"03159540","0"
"0","240",KRMW2,-82.6108770360,-81.9932690130,37.5472700900,37.8719826520,OHRFC,"05070201",RLX,SSAY,KRMW2,f,Tug Fork at Kermit,"03214500","0"
"0","241",GLNW2,-82.6730718599,-82.2142082880,37.7043167960,38.0126667930,OHRFC,"05070201",RLX,SSAY,GLNW2,d,Glen Hayes WV,"03214900","0"
"0","242",FLRK2,-82.8737974450,-82.4364424000,37.7762144810,38.1815728860,OHRFC,"05070203",RLX,SSAY,FLRK2,f,Big Sandy River at Louisa,"03215000","0"
"0","243",GYLK2,-83.2746083740,-82.9451886410,37.9962201420,38.2609091710,OHRFC,"05090104",RLX,SOHH,GYLK2,d,LITTLE SANDY RIVER BELOW GRAYSON DAM NEAR LEON KY,"03216350","0"
"0","244",GYNK2,-83.2330404220,-82.7924623780,38.0365988620,38.3379138720,OHRFC,"05090104",RLX,SOHH,GYNK2,f,L SANDY RIVER NR GRAYSON KY,"03216500","0"
"0","245",BRAW2,-82.2854247399,-81.8940987619,37.6407046020,38.2521059660,OHRFC,"05070102",RLX,SSAY,BRAW2,f,Guyandotte River at Branchland WV,"03204000","0"
"0","246",RNOO1,-81.3313092229,-80.4674756759,39.3054095720,39.6831297010,OHRFC,"05030201",RLX,SOHP,RNOO1,f,WILLOW ISLAND,,"0"
"0","247",LTLW2,-81.0131710400,-80.5256330270,39.1369029380,39.6150863900,OHRFC,"05030201",RLX,SOHP,LTLW2,d,MIDDLE ISLAND CREEK AT LITTLE,,"0"
"0","248",PARW2,-81.6432896120,-81.1301918880,39.0087534180,39.4372131550,OHRFC,"05030203",RLX,SOHP,PARW2,f,PARKERSBURG,"03151000","0"
"0","249",BEVO1,-82.0323545020,-81.4978853740,39.3760010330,39.8342610930,OHRFC,"05040004",RLX,SMKL,BEVO1,f,Muskingum River at Beverly OH,"03150500","0"
"0","250",LNBO1,-81.3229288730,-80.9529794420,39.5349518990,39.7943781650,OHRFC,"05030201",RLX,SOHP,LNBO1,d,L MUSKINGUM R AT BLOOMFIELD OH,"03115400","0"
"0","251",BEVW2,-82.0988219129,-81.5418578660,39.0777994640,39.5843718680,OHRFC,"05030204",RLX,SOHP,BEVW2,f,Belleville Dam,"03159530","0"
"0","252",CISW2,-81.3043114640,-80.7421099770,39.0080064590,39.3891881250,OHRFC,"05030203",RLX,SOHP,CISW2,d,HUGHES R NR CISCO WV,"03155500","0"
"0","253",ESTO1,-80.9525468620,-80.3524830580,40.6465471430,40.9786871430,OHRFC,"05030101",PBZ,SOHW,ESTO1,d,East Liverpool,"03109500","0"
"0","254",PTTP1,-80.1076431769,-79.8528054860,40.3415303530,40.6693340180,OHRFC,"05010009",PBZ,SOHW,PTTP1,f,Pittsburgh,"03085154","0"
"0","255",MFFP1,-80.4935531949,-80.2535894310,40.2909560730,40.6388606590,OHRFC,"05030101",PBZ,SOHW,MFFP1,d,Moffatts Mill,"03108000","0"
"0","256",HANO1,-81.2289700780,-80.3765640889,39.5954432500,39.8613794180,OHRFC,"05030106",PBZ,SOHW,HANO1,f,Hannibal Dam,"03114280","0"
"0","257",DSHP1,-80.2978361560,-80.0341948710,40.4307458450,40.5910652680,OHRFC,"05030101",PBZ,SOHW,DSHP1,f,Dashields Dam,"03086000","0"
"0","258",CARP1,-80.3385085770,-80.0295107020,40.0821576210,40.4485804370,OHRFC,"05030101",PBZ,SOHW,CARP1,d,Chartiers Creek at Carnegie PA,"03085500","0"
"0","259",WLGW2,-81.0837584110,-80.6433109100,40.0404157830,40.2053403900,OHRFC,"05030106",PBZ,SOHW,WLGW2,f,Ohio River at Wheeling WV,"03112500","0"
"0","260",WHLW2,-81.0337604850,-80.3075456260,40.0744099100,40.3330709680,OHRFC,"05030106",PBZ,SOHW,WHLW2,f,Pike Island,"03111520","0"
"0","261",MGYP1,-80.4714702649,-80.0836875319,40.5104176870,40.7834961030,OHRFC,"05030101",PBZ,SOHW,MGYP1,f,Montgomery Lock & Dam,"03108500","0"
"0","262",YELO1,-81.0390310550,-80.6985497489,40.4164185570,40.6205455110,OHRFC,"05030101",PBZ,SOHW,YELO1,d,Hammonsville,"03110000","0"
"0","263",NCUW2,-80.9315390560,-80.3749932809,40.4919284330,40.7083450900,OHRFC,"05030101",PBZ,SOHW,NCUW2,f,New Cumberland L & D,"03110690","0"
"0","264",EMSP1,-80.1690446859,-79.9746905240,40.3423175970,40.5207794000,OHRFC,"05030101",PBZ,SOHW,EMSP1,d,Emsworth,"03085734","0"
"0","265",WHEW2,-80.6971000340,-80.3353654120,39.7919748220,40.1391776280,OHRFC,"05030106",PBZ,SOHW,WHEW2,d,Elm Grove,"03112000","0"
"0","266",WILW2,-82.3176127359,-82.0172842279,37.4239783590,37.6930685520,OHRFC,"05070201",RLX,SSAY,WILW2,f,Tug Fork at Williamson WV,"03213700","0"
"0","267",TFVW2,-82.1635320170,-81.8078313590,37.3218791100,37.6411307670,OHRFC,"05070201",RLX,SSAY,TFVW2,d,Tug Fork @ Vulcan,"03213620","0"
"0","268",ICFW2,-81.6522746780,-81.4550574909,37.4736736270,37.5813257030,OHRFC,"05070101",RLX,SSAY,ICFW2,d,Indian Creek at Fanrock WV,"03202490","0"
"0","269",BAIW2,-81.6515579699,-81.5367037220,37.5548611200,37.6469683260,OHRFC,"05070101",RLX,SSAY,BAIW2,d,Guyandotte River near Baileysville WV,"03202400","0"
"0","270",RDBW2,-81.8419230020,-81.6115926880,37.5101934520,37.7016797220,OHRFC,"05070101",RLX,SSAY,RDBW2,d,Guyandotte@RD Bailey Dam,"03202915","0"
"0","271",CLFW2,-81.7244823050,-81.3655068400,37.6052232910,37.7934126430,OHRFC,"05070101",RLX,SSAY,CLFW2,d,Clear Fork at Clear Fork,"03202750","0"
"0","272",PANW2,-81.9366877959,-81.8191927310,37.3296721840,37.4518068210,OHRFC,"05070201",RLX,SSAY,PANW2,d,Panther Creek near Panther Wv,"03213500","0"
"0","273",PINW2,-81.5598050390,-81.1555788589,37.4129936710,37.7293478590,OHRFC,"05070101",RLX,SSAY,PINW2,f,Guyandotte River @ Pineville,"03202300","0"
"0","274",WLCW2,-81.6278528360,-81.3065205170,37.2506633640,37.4917962550,OHRFC,"05070201",RLX,SSAY,WLCW2,d,Tug Fork at Welch,"03212750","0"
"0","275",BRSW2,-81.8797607890,-81.4719470570,37.1176167040,37.3967986120,OHRFC,"05070201",RLX,SSAY,BRSW2,d,Dry Fork at Beartown WV,"03212980","0"
"0","276",LITW2,-81.8646563010,-81.5655277979,37.3498438600,37.5232515660,OHRFC,"05070201",RLX,SSAY,LITW2,f,Tug Fork @ Litwar,"03213000","0"
"0","277",RKBO1,-82.8247787939,-82.5759505130,39.5488298270,39.7391903130,OHRFC,"05030204",RLX,SHOC,RKBO1,d,Enterprise West,"03157500","0"
"0","278",TJDO1,-82.0620947469,-81.9743538480,39.5095638060,39.6777151560,OHRFC,"05030204",RLX,SHOC,TJDO1,d,TOM JENKINS RES,,"0"
"0","279",DOAO1,-82.3722036469,-82.1405334760,39.4348511720,39.6802094610,OHRFC,"05030204",RLX,SHOC,DOAO1,d,MONDAY CK AT DOANVILLE,"03158200","0"
"0","280",ENTO1,-82.7861012810,-82.1425783910,39.5255050090,39.8643737470,OHRFC,"05030204",RLX,SHOC,ENTO1,f,ENTERPRISE,"03157500","0"
"0","281",ATHO1,-82.2572140970,-82.0335676650,39.1933203070,39.5170297790,OHRFC,"05030204",RLX,SHOC,ATHO1,f,HOCKING RIVER AT ATHENS OH,"03159500","0"
"0","282",ABBI3,-85.2239882969,-84.9034413710,41.3538606220,41.5244830910,OHRFC,"04100003",IWX,SMAU,ABBI3,d,CEDAR CREEK AT AUBURN IN,"04179520","0"
"0","283",FCRI3,-85.0102657110,-84.7551470410,41.4566900490,41.7094781460,OHRFC,"04100003",IWX,SMAU,FCRI3,d,FISH CREEK NEAR ARTIC,"04177810","0"
"0","284",NVLI3,-84.9508091540,-84.5880112120,41.3753251280,41.6786885020,OHRFC,"04100003",IWX,SMAU,NVLI3,f,ST. JOSEPH RIVER NEAR NEWVILLE,"04178000","0"
"0","285",CDRI3,-85.3318120270,-85.0277412260,41.2032381650,41.4687995080,OHRFC,"04100003",IWX,SMAU,CDRI3,d,CEDAR CREEK NEAR CEDARVILLE IN,"04180000","0"
"0","286",DIOI2N,-88.3469127480,-87.7935042440,39.6292178670,40.0051144990,OHRFC,"05120112",ILX,SWBL,,d,EMBARRAS RIVER NEAR OAKLAND,"03343500","0"
"0","287",CARI2NE,-88.6342843250,-87.9861758110,38.3661092820,38.9573783900,OHRFC,"05120114",PAH,SLWA,,d,Little Wabash River near Golden Gate IL,"03380000","0"
"0","288",CLAI2N,-88.8368445409,-88.3361935089,38.7665083430,39.2142376920,OHRFC,"05120114",ILX,SLWA,,d,Clay City North,"03379500","0"
"0","289",CARI2SW,-88.8042675930,-88.3001002729,38.0924903170,38.5568701940,OHRFC,"05120115",PAH,SLWA,,d,Skillet Fork nr Mill Shoals IL,"03381000","0"
"0","290",SMLI2,-88.8548196039,-88.3204386899,37.1209881900,37.5816944840,OHRFC,"05140203",PAH,SOHS,SMLI2,f,SMITHLAND DAM,"03399800","0"
"0","291",FFYK2N,-88.8035072470,-88.1318824650,37.5310554510,38.1271291980,OHRFC,"05140204",PAH,SOHS,,d,SALINE RIVER NEAR JUNCTION,"03382500","0"
"0","292",MTVI3N,-87.6677080450,-87.2357717510,37.9580393740,38.3572669640,OHRFC,"05140202",PAH,SOHS,,d,PIGEON CREEK AT EVANSVILLE,"03322100","0"
