OBJECTID,ID,NAME,CWA,RFC,LON,LAT
"2470",COPT2,S.SULPHUR NR COOPER,FWD,LMRFC,-95.67850000000,33.39600000000
"2471",PLAM6,PEARL @ PHILADELPHIA,JAN,LMRFC,-88.99410000000,32.95800000000
"2472",WLSA1,TENNESSEE/WILSON DAM,HUN,LMRFC,-87.50070000000,34.79060000000
"2473",EPGM7,11 POINT NR BARDLEY,SGF,LMRFC,-91.37390000000,36.84620000000
"2474",PLMT1,NF OBION NR PALMRSVL,MEG,LMRFC,-88.44830000000,36.45430000000
"2475",ENBM6,PEARL @ EDINBURG,JAN,LMRFC,-89.17940000000,32.78490000000
"2476",LGRT1,WOLF @ LAGRANGE,MEG,LMRFC,-89.17040000000,34.93480000000
"2477",PICT1,TENN/PICKWICK DAM,OHX,LMRFC,-87.96680000000,34.79220000000
"2478",HORT1,HORSE CR NR SAVANNAH,OHX,LMRFC,-88.07630000000,35.10800000000
"2479",KSCM6,YOCKA-KANY/KOSCIUSKO,JAN,LMRFC,-89.36750000000,33.19180000000
"2480",WTGM6,TUSCO-META/WALNUT GR,JAN,LMRFC,-89.33540000000,32.48430000000
"2481",JKNT1,SF.FK DEER @ JACKSON,MEG,LMRFC,-88.64790000000,35.50960000000
"2482",DRST1,MF OBION NR DRESDEN,MEG,LMRFC,-88.50930000000,36.27250000000
"2483",CLRA4,WHITE @ CALICO ROCK,LZK,LMRFC,-92.64450000000,36.13240000000
"2484",LBTM6,LOBUTCHA NR CARTHAGE,JAN,LMRFC,-89.37290000000,32.98150000000
"2485",CARM6,PEARL NR CARTHAGE,JAN,LMRFC,-89.40960000000,32.72040000000
"2486",PHTT1,HATCHIE @ POCAHONTAS,MEG,LMRFC,-88.59370000000,34.94700000000
"2487",BVRT1,HATCHIE @ BOLIVAR,MEG,LMRFC,-88.89120000000,35.12510000000
"2488",KILM6,BIG BLACK/KILMICHAEL,JAN,LMRFC,-89.32570000000,33.49860000000
"2489",NOMT1,NF OBION NR MARTIN,MEG,LMRFC,-88.65780000000,36.42820000000
"2490",FSKM7,ST.FRANCIS @ FISK,PAH,LMRFC,-90.16670000000,36.98860000000
"2491",DGDA4,CADDO @ DEGRAY DAM,LZK,LMRFC,-93.50780000000,34.35600000000
"2492",RVSA4,11 PT/RAVENDEN SPRGS,LZK,LMRFC,-91.26380000000,36.55870000000
"2493",MKGT1,MF OBION NR MCKENZIE,MEG,LMRFC,-88.41750000000,36.05980000000
"2494",WPPM7,ST.FRAN/WAPPAPELO DM,PAH,LMRFC,-90.45850000000,37.07930000000
"2495",MEIM6,SOWASHEE/MERIDIAN,JAN,LMRFC,-88.63890000000,32.41400000000
"2496",REDA4,OUACHITA/REMMEL DAM,LZK,LMRFC,-93.17110000000,34.47810000000
"2497",UCGT1,NF OBION NR UNIONCTY,MEG,LMRFC,-88.88060000000,36.45840000000
"2498",KENT1,RUTHRFRD F NR KENTON,MEG,LMRFC,-88.86020000000,36.02930000000
"2499",RDTA4,OUACHITA/JONES MILL,LZK,LMRFC,-92.88860000000,34.42960000000
"2500",TLCT2,SULPHUR NR TALCO,SHV,LMRFC,-95.41430000000,33.47070000000
"2501",BOGT1,OBION NR BOGOTA,MEG,LMRFC,-89.28340000000,36.19310000000
"2502",PKGA4,STRAWBERRY/P-KEEPSIE,LZK,LMRFC,-91.71440000000,36.17160000000
"2503",WALM6,TALLAHALA CR/WALDRUP,JAN,LMRFC,-89.10720000000,32.07040000000
"2504",IMBA4,"SPRING @ IMBODEN, AR",LZK,LMRFC,-91.33580000000,36.32500000000
"2505",BSLT2,B.CYPRESS/L.BOB SAND,SHV,LMRFC,-95.17700000000,33.04370000000
"2506",WOCT2,WHITE OAK CR/TALCO,SHV,LMRFC,-95.43000000000,33.20060000000
"2507",OXDM6,YOCONA NR OXFORD,MEG,LMRFC,-89.35810000000,34.27520000000
"2508",ROST1,WOLF @ ROSSVILLE,MEG,LMRFC,-89.34150000000,35.05920000000
"2509",OBNT1,OBION NR OBION,MEG,LMRFC,-89.01530000000,36.31460000000
"2510",SFRA4,ST.FRAN/ST.FRANCIS,MEG,LMRFC,-90.10160000000,36.73220000000
"2511",PBGT2,B.CYPRESS/PITTSBURG,SHV,LMRFC,-94.95610000000,33.09810000000
"2512",HLST1,SF.FORKED DEER/HALLS,MEG,LMRFC,-89.32680000000,35.75340000000
"2513",TPGM6,TIPPAH NR POTTS CAMP,MEG,LMRFC,-89.17990000000,34.73220000000
"2514",BRCM6,SKUNA @ BRUCE,MEG,LMRFC,-89.19640000000,34.09050000000
"2515",LEWM6,P.ROOST CR/LEWISBURG,MEG,LMRFC,-89.63370000000,34.76790000000
"2516",SFKT1,SF.OBION NR KENTON,MEG,LMRFC,-88.74210000000,36.18200000000
"2517",GERT1,WOLF @ GERMANTOWN,MEG,LMRFC,-89.62850000000,35.11060000000
"2518",SHHM6,HICKAHALA/SENATOBIA,MEG,LMRFC,-89.78110000000,34.63820000000
"2519",ORCT2,L.CYPRESS/ORE CITY,SHV,LMRFC,-94.97780000000,32.79350000000
"2520",NMDM7,MISS @ NEW MADRID,PAH,LMRFC,-89.09460000000,36.75940000000
"2521",TYTM6,BOG.CHITTO/TYLERTOWN,LIX,LMRFC,-90.37620000000,31.38150000000
"2522",BTNA4,SALINE @ BENTON,LZK,LMRFC,-92.83700000000,34.68310000000
"2523",NAPT2,SULPHUR @ NAPLES,SHV,LMRFC,-94.98100000000,33.43830000000
"2524",BRNT1,LOSAHATCHI/BRUNSWICK,MEG,LMRFC,-89.62780000000,35.35320000000
"2525",BKRA4,BLACK @ BLACK ROCK,LZK,LMRFC,-91.08790000000,36.21670000000
"2526",ETAM6,L.TALLAHATCHIE/ETTA,MEG,LMRFC,-89.04560000000,34.46350000000
"2527",EGPA4,CACHE @ EGYPT,LZK,LMRFC,-90.60360000000,36.20090000000
"2528",CCTM6,YALOB-HA/CALHOUN CTY,MEG,LMRFC,-89.18190000000,33.90140000000
"2529",ARKM6,COLDWATER/ARKABUTLA,MEG,LMRFC,-89.93840000000,34.75550000000
"2530",WSTM6,BIG BLACK @ WEST,JAN,LMRFC,-89.64690000000,33.33090000000
"2531",JFNT2,B.CYPRESS/FERRELS BR,SHV,LMRFC,-94.73080000000,32.92640000000
"2532",OBOT1,MISS/OBION R MOUTH,MEG,LMRFC,-89.48420000000,36.24450000000
"2533",LPOL1,TICKFAW @ LIVERPOOL,LIX,LMRFC,-90.64410000000,31.04330000000
"2534",SRDM6,L.TALLAHAT-IE/SARDIS,MEG,LMRFC,-89.50190000000,34.50310000000
"2535",LURM6,TALLAHALA CR/LAUREL,JAN,LMRFC,-89.11220000000,31.75990000000
"2536",EDDM6,HOMOCHITTO/EDDICETON,JAN,LMRFC,-90.71220000000,31.64840000000
"2537",RLTT1,HATCHIE @ RIALTO,MEG,LMRFC,-89.22740000000,35.46010000000
"2538",BAGA4,WHITE/BATESVILLE BRG,LZK,LMRFC,-91.95630000000,35.93920000000
"2539",OSYM6,TANGIPAHOA @ OSYKA,LIX,LMRFC,-90.49800000000,31.19150000000
"2540",PPLM6,PETERS CREEK NR POPE,MEG,LMRFC,-89.88000000000,34.24390000000
"2541",GRNM6,YALOBUSHA/GRENADA DM,JAN,LMRFC,-89.47490000000,33.86070000000
"2542",NPTA4,WHITE @ NEWPORT,LZK,LMRFC,-91.49790000000,35.69630000000
"2543",JUDA4,L. RED NR JUDSONIA,LZK,LMRFC,-91.81620000000,35.43510000000
"2544",ENDM6,YOCONA @ ENID DAM,MEG,LMRFC,-89.66010000000,34.17620000000
"2545",AUGA4,WHITE @ AUGUSTA,LZK,LMRFC,-91.24850000000,35.66540000000
"2546",AKDA4,OUACHITA/ARKADELPHIA,LZK,LMRFC,-92.97540000000,34.29890000000
"2547",MEMT1,MISS @ MEMPHIS,MEG,LMRFC,-89.86810000000,35.52460000000
"2548",KENL1,TANGIPAHOA/KENTWOOD,LIX,LMRFC,-90.40690000000,31.04980000000
"2549",JFFT2,L.CYPRESS/JEFFERSON,SHV,LMRFC,-94.54650000000,32.62500000000
"2550",ABCL1,BIG CREEK/AMITE,LIX,LMRFC,-90.39770000000,30.87770000000
"2551",BKDM6,BUCKATUNNA/DENHAM,MOB,LMRFC,-88.55930000000,32.04280000000
"2552",SPHL1,B.DORCHEAT/SPRINGHIL,SHV,LMRFC,-93.32940000000,33.27420000000
"2553",EFGA4,BLACK @ ELGIN FERRY,LZK,LMRFC,-91.29200000000,35.99680000000
"2554",BOGM6,BATUPAN BOG/GRENADA,JAN,LMRFC,-89.67920000000,33.65470000000
"2555",BSGM6,B.SAND C/VALLEY HILL,JAN,LMRFC,-89.86960000000,33.52390000000
"2556",PTTA4,CACHE @ PATTERSON,LZK,LMRFC,-91.11370000000,35.59680000000
"2557",JEFT2,BLACK CYPRESS/JEFFER,SHV,LMRFC,-94.52020000000,33.00440000000
"2558",GRYM6,YALOBUSH/GRENADA H51,JAN,LMRFC,-89.78910000000,33.89190000000
"2559",LARM6,TALLAHOMA CR/HWY 84,JAN,LMRFC,-89.21050000000,31.90500000000
"2560",SHBM6,CHICKASAWHAY/SHUBUTA,JAN,LMRFC,-88.85050000000,32.05800000000
"2561",UHGM6,YALOBUSHA @ HOLCOMB,JAN,LMRFC,-89.89990000000,33.82390000000
"2562",GEOA4,WHITE @ GEORGETOWN,LZK,LMRFC,-91.52710000000,35.28060000000
"2563",BTGM6,L.TALLA-E/BATESVILLE,MEG,LMRFC,-89.91850000000,34.37950000000
"2564",CHAM6,TILLATOBA/CHARLESTON,MEG,LMRFC,-89.91460000000,33.98450000000
"2565",LCAL1,LAKE CLAIBORN/AYCOCK,SHV,LMRFC,-93.02250000000,32.79350000000
"2566",LKYL1,SALINE BAYOU/LUCKY,SHV,LMRFC,-92.96070000000,32.39780000000
"2567",SARM6,COLDWATER NR SARAH,MEG,LMRFC,-90.15520000000,34.71060000000
"2568",SHEA4,SALINE NR SHERIDAN,LZK,LMRFC,-92.58840000000,34.33420000000
"2569",RSAM6,HOMOCHITTO @ ROSETTA,JAN,LMRFC,-90.85360000000,31.46190000000
"2570",DSCA4,WHITE @ DES ARC,LZK,LMRFC,-91.82830000000,35.09600000000
"2571",LCOL1,CADDO @ MOORINGSPORT,SHV,LMRFC,-94.21280000000,32.82450000000
"2572",DIXL1,TWELVEMILE BYU/DIXIE,SHV,LMRFC,-93.99220000000,32.96250000000
"2573",BTAM6,BIG BLACK/BENTONIA,JAN,LMRFC,-90.17080000000,32.64760000000
"2574",CRLL1,CROSS LAKE/SHREVEPRT,SHV,LMRFC,-94.00120000000,32.50520000000
"2575",WYNM6,CHICK-HAY/WAYNESBORO,MOB,LMRFC,-88.75920000000,31.78160000000
"2576",MNEL1,B.DORCHEAT NR MINDEN,SHV,LMRFC,-93.28430000000,32.85970000000
"2577",DARL1,AMITE NR DARLINGTON,LIX,LMRFC,-90.80610000000,31.16130000000
"2578",PFAA4,ARK/PENDLETON FERRY,LZK,LMRFC,-91.76250000000,34.18120000000
"2579",TILM6,TILLATOBA/MOUTH-PQF,MEG,LMRFC,-90.09130000000,34.07930000000
"2580",LOGM6,TALLAHAT-E/LOCOPOLIS,MEG,LMRFC,-90.24660000000,34.05940000000
"2581",LBUL1,B.DORCHEAT/BISTINEAU,SHV,LMRFC,-93.37490000000,32.50040000000
"2582",NRAL1,NATALBANY NR AMITE,LIX,LMRFC,-90.57320000000,30.78210000000
"2583",OLVL1,COMITE/OLIVE BRANCH,LIX,LMRFC,-91.04370000000,30.92820000000
"2584",SWNM6,TALLAHAT-E/SWAN LAKE,MEG,LMRFC,-90.39390000000,34.13290000000
"2585",MOGM6,TALLAHATCHIE/MONEY,MEG,LMRFC,-90.25160000000,33.77200000000
"2586",MRGM6,B.SUNFLOWER/MERIGOLD,JAN,LMRFC,-90.59950000000,34.10750000000
"2587",BOVM6,BIG BLACK NR BOVINA,JAN,LMRFC,-90.45870000000,32.47350000000
"2588",SVRM6,WOLF @ SILVER RUN,LIX,LMRFC,-89.44750000000,30.86620000000
"2589",PHIM6,TIPPO B. NR PHILIPP,JAN,LMRFC,-90.09670000000,33.88860000000
"2590",YWGM6,YALOBUSHA @ WHALEY,JAN,LMRFC,-90.02170000000,33.68920000000
"2591",BKNM6,BLACK CR NR BROOKLYN,JAN,LMRFC,-89.42990000000,31.19870000000
"2592",LENL1,B.PIERRE/LAKE END,SHV,LMRFC,-93.60840000000,32.11390000000
"2593",EUGA4,B.MACON NR EUDORA,JAN,LMRFC,-91.29010000000,33.60170000000
"2594",GLBA4,BUFFALO NR GILBERT,LZK,LMRFC,-92.75160000000,36.00930000000
"2595",WOOM6,BUFFALO NR WOODVILLE,LIX,LMRFC,-91.18660000000,31.16820000000
"2596",CROM6,YOCONA/PQF MOUTH,MEG,LMRFC,-90.01530000000,34.17400000000
"2597",BNAA1,BIG NANCE/COURTLAND,HUN,LMRFC,-87.33000000000,34.54940000000
"2598",WHLA1,TENN/WHEELER DAM,HUN,LMRFC,-87.15400000000,34.87000000000
"2599",GLML1,CALCASIEU @ GLENMORA,LCH,LMRFC,-92.94570000000,31.22150000000
"2600",REDM6,RED CR @ US HWY 49,LIX,LMRFC,-89.31310000000,30.92310000000
"2601",CSHL1,RED @ COUSHATTA,SHV,LMRFC,-93.54130000000,32.34000000000
"2602",SUNM6,B.SUNFL-ER/SUNFLOWER,JAN,LMRFC,-90.61100000000,33.70610000000
"2603",GREM6,YAZOO @ GREENWOOD,JAN,LMRFC,-90.14300000000,33.57540000000
"2604",RNTM6,TALLAHALA/RUNNELST-N,MOB,LMRFC,-89.18330000000,31.52830000000
"2605",BSTL1,BOEUF/AR-LA STATE LN,JAN,LMRFC,-91.40270000000,33.23260000000
"2606",JFET2,BIG CYPRESS/JEFFRSON,SHV,LMRFC,-94.49940000000,32.75940000000
"2607",BHRM6,BOGUE HOMO/RICHTON,MOB,LMRFC,-89.01120000000,31.66480000000
"2608",BCDA1,BIG CREEK/BC LAKE DM,MOB,LMRFC,-88.30840000000,30.78510000000
"2609",BELM6,YAZOO @ BELZONI,JAN,LMRFC,-90.22990000000,33.37540000000
"2610",WBPM6,B.PIERRE NR WILLOWS,JAN,LMRFC,-90.55220000000,31.93660000000
"2611",LBGM6,BOGUE PHALIA/LELAND,JAN,LMRFC,-90.87200000000,33.72230000000
"2612",SNFM6,QUIVER NR SUNFLOWER,JAN,LMRFC,-90.40080000000,33.59770000000
"2613",LCGM6,B.SUNFL-R/L.CAL.LNDG,JAN,LMRFC,-90.67880000000,33.39540000000
"2614",NAGM6,LEAF NR AUGUSTA,MOB,LMRFC,-89.17850000000,31.26100000000
"2615",VLSL1,VERMILION/SURREY ST,LCH,LMRFC,-91.96760000000,30.18420000000
"2616",MAGL1,AMITE @ MAGNOLIA,LIX,LMRFC,-90.91990000000,30.69400000000
"2617",LNDM6,WOLF NR LANDON,LIX,LMRFC,-89.36390000000,30.62970000000
"2618",VESM6,RED CR @ VESTRY,LIX,LMRFC,-89.01680000000,30.80830000000
"2619",AEXL1,RED @ ALEXANDRIA,LCH,LMRFC,-92.90390000000,31.57500000000
"2620",FELA4,OUACH./FELSENTHAL LD,SHV,LMRFC,-92.16960000000,33.49910000000
"2621",JONL1,B.BARTHOLOMEW/JONES,JAN,LMRFC,-91.64400000000,33.08880000000
"2622",MLUL1,OUACHITA @ MONROE,SHV,LMRFC,-92.14340000000,32.87640000000
"2623",SGWN7,WATAUGA/SUGAR GROVE,MRX,LMRFC,-81.76740000000,36.21920000000
"2624",LILL1,L.CORNEY BAYOU/LILLI,SHV,LMRFC,-92.73260000000,33.08300000000
"2625",LLLL1,CORNEY BAYOU/LILLIE,SHV,LMRFC,-92.94230000000,33.07290000000
"2626",BRNL1,MF DARBONNE/BERNICE,SHV,LMRFC,-92.89550000000,32.86690000000
"2627",HCOL1,B.DARBONNE NR HICO,SHV,LMRFC,-92.85720000000,32.69530000000
"2628",LDBL1,BAYOU DARBONNE/FRMVL,,LMRFC,-92.58360000000,32.71860000000
"2629",BUNL1,BUNDICK CK/DERIDDER,LCH,LMRFC,-93.22640000000,30.93110000000
"2630",BKDL1,BUNDICK LK/DAM,LCH,LMRFC,-93.18380000000,30.79360000000
"2631",BODL1,BAYOU BODCAU/SAREPTA,,LMRFC,-93.53360000000,33.31070000000
"2632",NWPT1,F.BROAD @ NEWPORT,MRX,LMRFC,-82.95580000000,35.87830000000
"2633",MARN7,F.BROAD @ MARSHALL,GSP,LMRFC,-82.65650000000,35.68180000000
"2634",WTGT1,WATAUGA/WATAUGA Dam,MRX,LMRFC,-81.90040000000,36.33330000000
"2635",BSLL1,B.NEZPIQUE NR BASILE,LCH,LMRFC,-92.51880000000,30.70940000000
"2636",BDCL1,BYU D' CANNES/EUNICE,LCH,LMRFC,-92.35040000000,30.60610000000
"2637",MRML1,MERMENTAU/MERMENTAU,LCH,LMRFC,-92.39650000000,30.37630000000
"2638",VSTV2,SF.HOLSTON/DAMASCUS,MRX,LMRFC,-81.67930000000,36.65660000000
"2639",ICCN7,TUCKASEGEE/CED.CLIFF,GSP,LMRFC,-83.01430000000,35.23190000000
"2640",WHTT1,SEQUATCHIE/WHITWELL,OHX,LMRFC,-85.30880000000,35.48700000000
"2641",NKJT1,TENN / NICKAJACK DAM,MRX,LMRFC,-85.42630000000,35.02030000000
"2642",SPTT1,TENN R/S.PITTSBURG,MRX,LMRFC,-85.67490000000,35.16870000000
"2643",SAVT1,TENNESSEE @ SAVANNAH,OHX,LMRFC,-88.38720000000,35.12160000000
"2644",PRVT1,TENNESSEE/PERRYVILLE,OHX,LMRFC,-88.12640000000,35.41340000000
"2645",MCST1,DUCK R. /MANCHESTER,OHX,LMRFC,-86.08030000000,35.52390000000
"2646",HADT1,HIWASSEE/APALACHIA,MRX,LMRFC,-84.23980000000,35.13910000000
"2647",OCAT1,OCOEE @ DAM #1,MRX,LMRFC,-84.54520000000,35.08420000000
"2648",HSPN7,French Broad/Hot Springs,GSP,LMRFC,-82.69370000000,35.89810000000
"2649",CALT1,L.TENN/CALDERWOOD DM,MRX,LMRFC,-83.91660000000,35.43060000000
"2650",CHEN7,L TENN/CHEOAH DAM,GSP,LMRFC,-83.85670000000,35.47060000000
"2651",SNTN7,CHEOAH/SANTEELAH DAM,GSP,LMRFC,-83.86670000000,35.31090000000
"2652",MLTT1,DUCK/MILLTOWN 9N,OHX,LMRFC,-86.61230000000,35.53360000000
"2653",NRMT1,DUCK @ NORMANDY DAM,OHX,LMRFC,-86.15750000000,35.43310000000
"2654",SHVT1,Duck R/Shelbyville,OHX,LMRFC,-86.32570000000,35.50330000000
"2655",SHBN6,"Chenango River at Sherburne, NY",BGM,MARFC,-75.54860000000,42.80800000000
"2656",CINN6,"Otselic River at Cincinnatus, NY",BGM,MARFC,-75.80770000000,42.68800000000
"2657",CRTN6,"Tioughnioga River at Cortland, NY",BGM,MARFC,-76.04840000000,42.72560000000
"2658",RCKN6,"Unadilla River at Rockdale, NY",BGM,MARFC,-75.26880000000,42.69090000000
"2659",UNDN6,"Susquehanna River at Unadilla, NY",BGM,MARFC,-74.92580000000,42.61070000000
"2660",ESIN6,"Ouleout Creek at East Sidney, NY",BGM,MARFC,-75.06680000000,42.35520000000
"2661",BAIN6,"Susquehanna River at Bainbridge, NY",BGM,MARFC,-75.38270000000,42.33760000000
"2662",GNEN6,"Chenango River at Greene, NY",BGM,MARFC,-75.60590000000,42.51420000000
"2663",CNON6,"Chenango River near Chenango Forks, NY",BGM,MARFC,-75.93980000000,42.45650000000
"2664",WSRN6,"Susquehanna River at Windsor, NY",BGM,MARFC,-75.56350000000,42.21560000000
"2665",CMPN6,"Cohocton River near Campbell, NY",BGM,MARFC,-77.34400000000,42.42130000000
"2666",CKLN6,"Susquehanna River at Conklin, NY",BGM,MARFC,-75.69250000000,41.95200000000
"2667",WVYN6,"Susquehanna River near Waverly, NY",BGM,MARFC,-76.24410000000,42.16340000000
"2668",CRNN6,"Chemung River at Corning, NY",BGM,MARFC,-77.24850000000,42.16080000000
"2669",WCRN6,"Canisteo River at West Cameron, NY",BGM,MARFC,-77.66560000000,42.27940000000
"2670",LDYN6,"Tioga River at Lindley, NY",BGM,MARFC,-77.10510000000,41.99510000000
"2671",CMGN6,"Chemung River at Chemung, NY",BGM,MARFC,-76.84700000000,42.07780000000
"2672",TOWP1,"Susquehanna River at Towanda, PA",BGM,MARFC,-76.62800000000,41.98360000000
"2673",LWVP1,"Cowanesque River near Lawrenceville, PA",CTP,MARFC,-77.48110000000,41.96710000000
"2674",TGRP1,"Tioga River at Tioga, PA",CTP,MARFC,-77.00900000000,41.83790000000
"2675",TGJP1,"Tioga River at Tioga Junction, PA",CTP,MARFC,-77.24870000000,41.87140000000
"2676",TNKP1,"Tunkhannock Creek near Tunkhannock, PA",BGM,MARFC,-75.69780000000,41.68410000000
"2677",MHPP1,"Susquehanna River at Meshoppen, PA",BGM,MARFC,-76.18420000000,41.75120000000
"2678",MFDP1,"Tioga River near Mansfield, PA",CTP,MARFC,-77.03860000000,41.71190000000
"2679",MONP1,"Towanda Creek near Monroeton, PA",BGM,MARFC,-76.69370000000,41.66370000000
"2680",OFRP1,"Lackawanna River at Old Forge, PA",BGM,MARFC,-75.56830000000,41.47170000000
"2681",CEDP1,"Pine Creek at Cedar Run, PA",CTP,MARFC,-77.51010000000,41.71110000000
"2682",WBRP1,"Susquehanna River at Wilkes-Barre, PA",BGM,MARFC,-75.99360000000,41.44180000000
"2683",LOYP1,"Loyalsock Creek at Loyalsockville, PA",CTP,MARFC,-76.60290000000,41.46530000000
"2684",LYCP1,"Lycoming Creek near Williamsport, PA",CTP,MARFC,-76.99700000000,41.47380000000
"2685",SFFP1,"First Fork Sinnemahoning Creek near Sinnemahoning, PA",CTP,MARFC,-78.00660000000,41.59360000000
"2686",WESP1,"Kettle Creek near Westport, PA",CTP,MARFC,-77.79600000000,41.53260000000
"2687",WILP1,"West Branch Susquehanna River at Williamsport, PA",CTP,MARFC,-77.17040000000,41.28380000000
"2688",BMBP1,"Susquehanna River at Bloomsburg, PA",CTP,MARFC,-76.06030000000,41.13010000000
"2689",LHVP1,"West Branch Susquehanna River at Lock Haven, PA",CTP,MARFC,-77.62390000000,41.31450000000
"2690",ROVP1,"West Branch Susquehanna River at Renovo, PA",CTP,MARFC,-77.97650000000,41.26030000000
"2691",SNNP1,"Sinnemahoning Creek at Sinnemahoning, PA",CTP,MARFC,-78.35830000000,41.40410000000
"2692",SBYP1,"Susquehanna River at Sunbury, PA",CTP,MARFC,-76.63500000000,41.10320000000
"2693",BECP1,"Bald Eagle Creek near Beech Creek Station, PA",CTP,MARFC,-77.80270000000,41.09290000000
"2694",BCHP1,"Bald Eagle Creek at Blanchard, PA",CTP,MARFC,-77.69710000000,40.98250000000
"2695",JRSP1,"West Branch Susquehanna River at Jersey Shore, PA",CTP,MARFC,-77.37110000000,41.26790000000
"2696",PNCP1,"Penns Creek at Penns Creek, PA",CTP,MARFC,-77.42010000000,40.87090000000
"2697",MSBP1,"Bald Eagle Creek below Spring Creek at Milesburg, PA",CTP,MARFC,-77.88410000000,40.85250000000
"2698",KARP1,"West Branch Susquehanna River at Karthaus, PA",CTP,MARFC,-78.29430000000,41.01370000000
"2699",HTVP1,"Swatara Creek at Harper Tavern, PA",CTP,MARFC,-76.40230000000,40.50350000000
"2700",HERP1,"Swatara Creek near Hershey, PA",CTP,MARFC,-76.56290000000,40.34060000000
"2701",NPTP1,"Juniata River at Newport, PA",CTP,MARFC,-77.41040000000,40.60430000000
"2702",CRVP1,"West Branch Susquehanna River near Curwensville, PA",CTP,MARFC,-78.72860000000,40.77340000000
"2703",DMLP1,"Clearfield Creek at Dimeling, PA",CTP,MARFC,-78.50820000000,40.74440000000
"2704",LNCP1,"Conestoga River at Lancaster, PA",CTP,MARFC,-76.14670000000,40.18910000000
"2705",HARP1,"Susquehanna River at Harrisburg, PA",CTP,MARFC,-76.83400000000,40.63340000000
"2706",LWSP1,"Juniata River at Lewistown, PA",CTP,MARFC,-77.77450000000,40.44180000000
"2707",MPLP1,"Juniata River at Mapleton Depot, PA",CTP,MARFC,-77.90620000000,40.54170000000
"2708",SMDP1,"Sherman Creek at Shermans Dale, PA",CTP,MARFC,-77.40750000000,40.31920000000
"2709",PORP1,"Tuscarora Creek near Port Royal, PA",CTP,MARFC,-77.62950000000,40.35910000000
"2710",HUJP1,"Juniata River at Huntingdon, PA",CTP,MARFC,-78.25310000000,40.53990000000
"2711",RTBP1,"Rays Branch Juniata River below Rays Dam near Huntingdon, PA",CTP,MARFC,-78.12530000000,40.30270000000
"2712",CPHP1,"Yellow Breeches Creek near Camp Hill, PA",CTP,MARFC,-77.16540000000,40.10730000000
"2713",HGSP1,"Conodoguinet Creek near Hogestown, PA",CTP,MARFC,-77.43330000000,40.14740000000
"2714",SLYP1,"Aughwick Creek near Shirleysburg, PA",CTP,MARFC,-77.95720000000,40.16270000000
"2715",MRTP1,"Susquehanna River at Marietta, PA",CTP,MARFC,-76.83060000000,40.02140000000
"2716",SXTP1,"Raystown Branch Juniata River at Saxton, PA",CTP,MARFC,-78.46810000000,40.07100000000
"2717",FAVM2,"Conococheague Creek at Fairview, MD",LWX,MARFC,-77.73760000000,39.91690000000
"2718",FDKM2,"Monocacy River at Jug Bridge near Frederick, MD",LWX,MARFC,-77.25700000000,39.63490000000
"2719",CWCM2,"Wills Creek near Cumberland, MD",LWX,MARFC,-78.81260000000,39.80300000000
"2720",SACM2,"Antietam Creek near Sharpsburg, MD",LWX,MARFC,-77.61640000000,39.66780000000
"2721",HNKM2,"Potomac River at Hancock, MD",LWX,MARFC,-78.54840000000,39.31830000000
"2722",LUKM2,"North Branch Potomac River at Luke, MD",LWX,MARFC,-79.10770000000,39.47670000000
"2723",SRVM2,"Savage River below Savage River Dam near Bloomington, MD",LWX,MARFC,-79.12330000000,39.57450000000
"2724",DAWM2,"Seneca Creek at Dawsonville, MD",LWX,MARFC,-77.25100000000,39.19320000000
"2725",BNMW2,"North Branch Potomac River at Barnum, WV",LWX,MARFC,-79.14440000000,39.40920000000
"2726",PORM2,"Potomac River at Point of Rocks, MD",LWX,MARFC,-77.65720000000,39.34820000000
"2727",SHEW2,"Potomac River at Shepherdstown, WV",LWX,MARFC,-78.08130000000,39.59590000000
"2728",CBEM2,"North Branch Potomac River near Cumberland, MD",LWX,MARFC,-78.97170000000,39.50290000000
"2729",MBGW2,"Opequon Creek near Martinsburg, WV",LWX,MARFC,-78.07240000000,39.25700000000
"2730",PAWW2,"Potomac River at Paw Paw, WV",LWX,MARFC,-78.73270000000,39.51150000000
"2731",BRKM2,Potomac River near Washington DC at Little Falls Pump Station,LWX,MARFC,-77.38410000000,39.12740000000
"2732",KITM2,"North Branch Potomac River at Kitzmiller, MD",LWX,MARFC,-79.29690000000,39.27210000000
"2733",LEEV2,"Goose Creek near Leesburg, VA",LWX,MARFC,-77.80380000000,38.99280000000
"2734",SPRW2,"South Branch Potomac River near Springfield, WV",LWX,MARFC,-78.99110000000,39.11670000000
"2735",MILW2,"Shenandoah River at Millville, WV",LWX,MARFC,-78.18330000000,39.03910000000
"2736",FROV2,"South Fork Shenandoah River at Front Royal, VA",LWX,MARFC,-78.37540000000,38.72540000000
"2737",RENV2,"Rappahannock River at Remington, VA",LWX,MARFC,-78.06350000000,38.67620000000
"2738",COOV2,"North Fork Shenandoah River at Cootes Store, VA",LWX,MARFC,-78.96140000000,38.70120000000
"2739",STGV2,"North Fork Shenandoah River near Strasburg, VA",LWX,MARFC,-78.67780000000,38.74080000000
"2740",FDBV2,"Rappahannock River near Fredericksburg, VA",LWX,MARFC,-77.81610000000,38.41700000000
"2741",PETW2,"South Branch Potomac River near Petersburg, WV",LWX,MARFC,-79.40270000000,38.76480000000
