OBJECTID	ID	NAME	CWA	RFC	LON	LAT	MINLON	MAXLON	MINLAT	MAXLAT
2839	LWVP1	Cowanesque River near Lawrenceville, PA	CTP	MARFC	-77.4811	41.9671	-77.7771	-77.10882	41.79228	42.13283
2840	TGRP1	Tioga River at Tioga, PA	CTP	MARFC	-77.009	41.8379	-77.19511	-76.83602	41.71422	41.94169
2841	TGJP1	Tioga River at Tioga Junction, PA	CTP	MARFC	-77.2487	41.8714	-77.49325	-76.98049	41.70863	41.98958
2842	TNKP1	Tunkhannock Creek near Tunkhannock, PA	BGM	MARFC	-75.6978	41.6841	-75.9374	-75.4639	41.45945	41.90144
2843	MHPP1	Susquehanna River at Meshoppen, PA	BGM	MARFC	-76.1842	41.7512	-76.53238	-75.79968	41.52551	41.98412
2844	MFDP1	Tioga River near Mansfield, PA	CTP	MARFC	-77.0386	41.7119	-77.23888	-76.81411	41.59433	41.82424
2845	MONP1	Towanda Creek near Monroeton, PA	BGM	MARFC	-76.6937	41.6637	-76.94547	-76.45775	41.53885	41.78196
2846	OFRP1	Lackawanna River at Old Forge, PA	BGM	MARFC	-75.5683	41.4717	-75.78575	-75.39565	41.21601	41.8728
2847	CEDP1	Pine Creek at Cedar Run, PA	CTP	MARFC	-77.5101	41.7111	-77.91786	-77.09661	41.45385	41.94931
2848	WBRP1	Susquehanna River at Wilkes-Barre, PA	BGM	MARFC	-75.9936	41.4418	-76.37036	-75.66316	41.1749	41.66243
2849	LOYP1	Loyalsock Creek at Loyalsockville, PA	CTP	MARFC	-76.6029	41.4653	-77.01273	-76.19271	41.30369	41.63445
2850	LYCP1	Lycoming Creek near Williamsport, PA	CTP	MARFC	-76.997	41.4738	-77.20354	-76.74102	41.24572	41.67237
2851	SFFP1	First Fork Sinnemahoning Creek near Sinnemahoning, PA	CTP	MARFC	-78.0066	41.5936	-78.19505	-77.78765	41.36717	41.77159
2852	WESP1	Kettle Creek near Westport, PA	CTP	MARFC	-77.796	41.5326	-78.01858	-77.51791	41.29808	41.69923
2853	WILP1	West Branch Susquehanna River at Williamsport, PA	CTP	MARFC	-77.1704	41.2838	-77.33786	-76.96966	41.11374	41.48005
2854	BMBP1	Susquehanna River at Bloomsburg, PA	CTP	MARFC	-76.0603	41.1301	-76.4626	-75.76063	40.90287	41.40568
2855	LHVP1	West Branch Susquehanna River at Lock Haven, PA	CTP	MARFC	-77.6239	41.3145	-77.85385	-77.39046	41.08508	41.57423
2856	ROVP1	West Branch Susquehanna River at Renovo, PA	CTP	MARFC	-77.9765	41.2603	-78.22389	-77.70656	41.04259	41.46265
2857	SNNP1	Sinnemahoning Creek at Sinnemahoning, PA	CTP	MARFC	-78.3583	41.4041	-78.71241	-78.06422	41.10665	41.7126
2858	SBYP1	Susquehanna River at Sunbury, PA	CTP	MARFC	-76.635	41.1032	-77.32633	-75.949	40.79128	41.44691
2859	BECP1	Bald Eagle Creek near Beech Creek Station, PA	CTP	MARFC	-77.8027	41.0929	-78.01853	-77.50843	40.92917	41.2654
2860	BCHP1	Bald Eagle Creek at Blanchard, PA	CTP	MARFC	-77.6971	40.9825	-77.84274	-77.57168	40.87092	41.08147
2861	JRSP1	West Branch Susquehanna River at Jersey Shore, PA	CTP	MARFC	-77.3711	41.2679	-77.73368	-77.04652	40.83657	41.64448
2862	PNCP1	Penns Creek at Penns Creek, PA	CTP	MARFC	-77.4201	40.8709	-77.80523	-77.01798	40.69786	41.01871
2863	MSBP1	Bald Eagle Creek below Spring Creek at Milesburg, PA	CTP	MARFC	-77.8841	40.8525	-78.186	-77.6387	40.69768	41.04232
2864	KARP1	West Branch Susquehanna River at Karthaus, PA	CTP	MARFC	-78.2943	41.0137	-78.72602	-77.92889	40.7006	41.29372
2865	HTVP1	Swatara Creek at Harper Tavern, PA	CTP	MARFC	-76.4023	40.5035	-76.67344	-76.1724	40.31914	40.71175
2866	HERP1	Swatara Creek near Hershey, PA	CTP	MARFC	-76.5629	40.3406	-76.78635	-76.32326	40.23124	40.4746
2867	NPTP1	Juniata River at Newport, PA	CTP	MARFC	-77.4104	40.6043	-77.85326	-77.02914	40.36532	40.8288
2868	CRVP1	West Branch Susquehanna River near Curwensville, PA	CTP	MARFC	-78.7286	40.7734	-78.9343	-78.4947	40.48124	41.04726
2869	DMLP1	Clearfield Creek at Dimeling, PA	CTP	MARFC	-78.5082	40.7444	-78.68407	-78.30455	40.43453	41.01389
2870	LNCP1	Conestoga River at Lancaster, PA	CTP	MARFC	-76.1467	40.1891	-76.39748	-75.80304	40.01941	40.34224
2871	HARP1	Susquehanna River at Harrisburg, PA	CTP	MARFC	-76.834	40.6334	-77.39592	-76.03856	40.14724	40.93905
2872	LWSP1	Juniata River at Lewistown, PA	CTP	MARFC	-77.7745	40.4418	-77.98667	-77.52091	40.25076	40.62636
2873	MPLP1	Juniata River at Mapleton Depot, PA	CTP	MARFC	-77.9062	40.5417	-78.18017	-77.64211	40.25084	40.77233
2874	SMDP1	Sherman Creek at Shermans Dale, PA	CTP	MARFC	-77.4075	40.3192	-77.70239	-77.12115	40.18143	40.44714
2875	PORP1	Tuscarora Creek near Port Royal, PA	CTP	MARFC	-77.6295	40.3591	-77.86017	-77.37717	40.15173	40.55362
2876	HUJP1	Juniata River at Huntingdon, PA	CTP	MARFC	-78.2531	40.5399	-78.59449	-77.82647	40.19577	40.84346
2877	RTBP1	Rays Branch Juniata River below Rays Dam near Huntingdon, PA	CTP	MARFC	-78.1253	40.3027	-78.31316	-77.94113	40.0947	40.47226
2878	CPHP1	Yellow Breeches Creek near Camp Hill, PA	CTP	MARFC	-77.1654	40.1073	-77.46274	-76.84841	39.94533	40.26783
2879	HGSP1	Conodoguinet Creek near Hogestown, PA	CTP	MARFC	-77.4333	40.1474	-77.90557	-76.994	39.92162	40.33429
2880	SLYP1	Aughwick Creek near Shirleysburg, PA	CTP	MARFC	-77.9572	40.1627	-78.22664	-77.59586	39.90694	40.49484
2881	MRTP1	Susquehanna River at Marietta, PA	CTP	MARFC	-76.8306	40.0214	-77.45034	-76.31504	39.67528	40.40688
2882	SXTP1	Raystown Branch Juniata River at Saxton, PA	CTP	MARFC	-78.4681	40.071	-78.90713	-78.10985	39.80607	40.38896
2883	FAVM2	Conococheague Creek at Fairview, MD	LWX	MARFC	-77.7376	39.9169	-78.01696	-77.36769	39.68885	40.25866
2884	FDKM2	Monocacy River at Jug Bridge near Frederick, MD	LWX	MARFC	-77.257	39.6349	-77.53705	-76.86415	39.34918	39.94654
2885	CWCM2	Wills Creek near Cumberland, MD	LWX	MARFC	-78.8126	39.803	-78.99055	-78.62223	39.5802	39.98543
2886	SACM2	Antietam Creek near Sharpsburg, MD	LWX	MARFC	-77.6164	39.6678	-77.79517	-77.40678	39.39015	39.88566
2887	HNKM2	Potomac River at Hancock, MD	LWX	MARFC	-78.5484	39.3183	-78.9986	-78.15228	38.78391	39.93459
2888	LUKM2	North Branch Potomac River at Luke, MD	LWX	MARFC	-79.1077	39.4767	-79.21475	-79.02532	39.38462	39.56438
2889	SRVM2	Savage River below Savage River Dam near Bloomington, MD	LWX	MARFC	-79.1233	39.5745	-79.30611	-78.908	39.39878	39.73555
2890	DAWM2	Seneca Creek at Dawsonville, MD	LWX	MARFC	-77.251	39.1932	-77.39402	-77.11745	39.08281	39.30899
2891	BNMW2	North Branch Potomac River at Barnum, WV	LWX	MARFC	-79.1444	39.4092	-79.25873	-79.04313	39.32221	39.48176
2892	PORM2	Potomac River at Point of Rocks, MD	LWX	MARFC	-77.6572	39.3482	-77.90926	-77.4724	39.10887	39.67025
2893	SHEW2	Potomac River at Shepherdstown, WV	LWX	MARFC	-78.0813	39.5959	-78.45858	-77.70062	39.1314	40.07939
2894	CBEM2	North Branch Potomac River near Cumberland, MD	LWX	MARFC	-78.9717	39.5029	-79.20325	-78.70695	39.21095	39.73201
2895	MBGW2	Opequon Creek near Martinsburg, WV	LWX	MARFC	-78.0724	39.257	-78.30003	-77.86245	39.04299	39.45216
2896	PAWW2	Potomac River at Paw Paw, WV	LWX	MARFC	-78.7327	39.5115	-79.2525	-78.37599	39.07463	39.95855
2897	BRKM2	Potomac River near Washington DC at Little Falls Pump Station	LWX	MARFC	-77.3841	39.1274	-77.67582	-77.08789	38.82326	39.4502
2898	KITM2	North Branch Potomac River at Kitzmiller, MD	LWX	MARFC	-79.2969	39.2721	-79.53161	-79.09179	39.05018	39.45727
2899	LEEV2	Goose Creek near Leesburg, VA	LWX	MARFC	-77.8038	38.9928	-78.09562	-77.55651	38.82036	39.18679
2900	SPRW2	South Branch Potomac River near Springfield, WV	LWX	MARFC	-78.9911	39.1167	-79.3233	-78.61352	38.75813	39.50115
2901	MILW2	Shenandoah River at Millville, WV	LWX	MARFC	-78.1833	39.0391	-78.63611	-77.73079	38.64164	39.36637
2902	FROV2	South Fork Shenandoah River at Front Royal, VA	LWX	MARFC	-78.3754	38.7254	-78.59435	-78.14949	38.49188	38.93854
2903	RENV2	Rappahannock River at Remington, VA	LWX	MARFC	-78.0635	38.6762	-78.39178	-77.77531	38.44535	38.91583
2904	COOV2	North Fork Shenandoah River at Cootes Store, VA	LWX	MARFC	-78.9614	38.7012	-79.11321	-78.78755	38.51356	38.88365
2905	STGV2	North Fork Shenandoah River near Strasburg, VA	LWX	MARFC	-78.6778	38.7408	-78.96509	-78.3096	38.40276	39.0542
2906	FDBV2	Rappahannock River near Fredericksburg, VA	LWX	MARFC	-77.8161	38.417	-78.15068	-77.4963	38.22087	38.65397
2907	PETW2	South Branch Potomac River near Petersburg, WV	LWX	MARFC	-79.4027	38.7648	-79.71957	-79.10737	38.41108	39.09245
2908	MOFW2	South Fork South Branch Potomac River near Moorefield, WV	LWX	MARFC	-79.1656	38.6824	-79.43671	-78.88496	38.35861	39.035
2909	FKLW2	South Branch Potomac River at Franklin, WV	LWX	MARFC	-79.4591	38.5242	-79.66635	-79.26648	38.37799	38.68052
2910	SFSV2	South Fork Shenandoah River near Luray, VA	LWX	MARFC	-78.6252	38.4486	-78.85171	-78.4205	38.22563	38.70228
2911	CLPV2	Rapidan River near Culpeper, VA	LWX	MARFC	-78.2687	38.3578	-78.54627	-77.95066	38.10169	38.61753
2912	LYWV2	South Fork Shenandoah River near Lynnwood, VA	LWX	MARFC	-79.0389	38.2874	-79.34276	-78.68656	37.98435	38.68004
2913	PYAV2	Rivanna River at Palmyra, VA	AKQ	MARFC	-78.5115	38.1008	-78.86067	-78.20649	37.8353	38.38964
2914	WAYV2	South River near Waynesboro, VA	LWX	MARFC	-79.0349	37.9823	-79.26052	-78.86141	37.86176	38.08944
2915	JCKV2	Jackson River below Gathright Dam near Hot Springs, VA	RNK	MARFC	-79.7868	38.1886	-80.09577	-79.54279	37.88384	38.50459
2916	BVSV2	Maury River near Buena Vista, VA	RNK	MARFC	-79.3813	37.9952	-79.66739	-79.02369	37.71526	38.40145
2917	COWV2	Cowpasture River near Clifton Forge, VA	RNK	MARFC	-79.6009	38.1218	-79.82983	-79.30504	37.73049	38.48276
2918	RMDV2	James River near Richmond, VA	AKQ	MARFC	-77.8869	37.629	-78.23265	-77.52446	37.45532	37.86835
2919	SVEV2	James River at Scottsville, VA	RNK	MARFC	-78.8718	37.7399	-79.27602	-78.45451	37.39394	38.06615
2920	CARV2	James River at Cartersville, VA	AKQ	MARFC	-78.386	37.6869	-78.76634	-77.97617	37.34293	38.03688
2921	CVGV2	Jackson River below Dunlap Creek at Covington, VA	RNK	MARFC	-80.0888	37.8105	-80.37625	-79.78588	37.54856	38.04153
2922	HRKV2	James River at Holcomb Rock, VA	RNK	MARFC	-79.4549	37.6371	-79.71827	-79.1537	37.42888	37.87956
2923	BECV2	James River at Bent Creek, VA	RNK	MARFC	-79.0619	37.4401	-79.36932	-78.74932	37.24279	37.63808
2924	LIRV2	James River at Lick Run, VA	RNK	MARFC	-80.0602	37.7029	-80.52298	-79.7085	37.41178	38.0108
2925	MTCV2	Appomattox River at Matoaca, VA	AKQ	MARFC	-77.9015	37.2739	-78.26454	-77.45287	37.05695	37.50089
2926	FRMV2	Appomattox River at Farmville, VA	AKQ	MARFC	-78.5992	37.3104	-78.86602	-78.3517	37.12022	37.4788
2927	MTXV2	Appomattox River at Mattoax, VA	AKQ	MARFC	-78.229	37.3318	-78.5489	-77.78227	37.05807	37.57311
2928	BNNV2	James River at Buchanan, VA	RNK	MARFC	-80.0027	37.5301	-80.56111	-79.64153	37.2592	37.82679
2929	WALN6	West Branch Delaware River at Walton, NY	BGM	MARFC	-74.8763	42.2896	-75.22516	-74.53851	42.10872	42.48252
2930	PEPN6	East Branch Delaware River at Downsville, NY	BGM	MARFC	-74.6799	42.1658	-74.99803	-74.39723	42.00438	42.38685
2931	CNNN6	West Branch Delaware River at Stilesville, NY	BGM	MARFC	-75.2455	42.1492	-75.4187	-75.06167	42.03357	42.28171
2932	HVDN6	East Branch Delaware River at Harvard, NY	BGM	MARFC	-75.034	42.0788	-75.17649	-74.89598	41.97916	42.19996
2933	FSHN6	East Branch Delaware River at Fishs Eddy, NY	BGM	MARFC	-75.0694	41.9889	-75.25001	-74.89	41.85526	42.10213
2934	NVRN6	Neversink River at Neversink, NY	BGM	MARFC	-74.5416	41.9402	-74.73227	-74.33773	41.79707	42.05493
2935	HLEN6	West Branch Delaware River at Hale Eddy, NY	BGM	MARFC	-75.4434	42.0938	-75.59244	-75.30677	41.92018	42.24215
2936	CKFN6	Beaver Kill at Cooks Falls, NY	BGM	MARFC	-74.7678	41.955	-75.01543	-74.50543	41.78389	42.09198
2937	CCRN6	Delaware River at Callicoon, NY	BGM	MARFC	-75.1549	41.8672	-75.4481	-74.79559	41.67872	42.09897
2938	BRGN6	Neversink River at Bridgeville, NY	BGM	MARFC	-74.6203	41.7231	-74.72464	-74.52166	41.58406	41.869
2939	BRYN6	Delaware River above Lackawaxen River near Barryville, NY	BGM	MARFC	-75.0631	41.6374	-75.23251	-74.87406	41.46919	41.77779
2940	HWYP1	Lackawaxen River at Hawley, PA	BGM	MARFC	-75.3258	41.618	-75.50094	-75.15058	41.42992	41.82841
2941	MTGN4	Delaware River at Montague, NJ	BGM	MARFC	-74.6489	41.4768	-74.93889	-74.40247	41.25616	41.67804
2942	MAWN4	Ramapo River near Mahwah, NJ	OKX	MARFC	-74.1555	41.2107	-74.27171	-74.02656	41.04399	41.38106
2943	WNQN4	Wanaque River at Wanaque, NJ	PHI	MARFC	-74.3049	41.1424	-74.43838	-74.19329	41.01916	41.27814
2944	MTMP1	Delaware River at Port Jervis, NY	BGM	MARFC	-75.0195	41.4822	-75.54846	-74.62693	41.18792	41.87038
2945	PPTN4	Ramapo River at Pompton Lakes,NJ	PHI	MARFC	-74.2225	41.0426	-74.31009	-74.13441	40.94179	41.14128
2946	MCPN4	Pequannock River at Macopin Intake Dam, NJ	PHI	MARFC	-74.459	41.0829	-74.55996	-74.35919	40.9679	41.18981
2947	PPPN4	Pompton River at Pompton Plains, NJ	PHI	MARFC	-74.3351	41.0201	-74.45087	-74.20564	40.94618	41.1272
2948	SHOP1	Bush Kill at Shoemakers, PA	PHI	MARFC	-75.0976	41.2136	-75.23033	-74.9843	41.05873	41.34617
2949	LODN4	Saddle River at Lodi, NJ	OKX	MARFC	-74.1085	41.0159	-74.22631	-74.02068	40.86766	41.14399
2950	TKSN4	Delaware River near Delaware Water Gap, PA	PHI	MARFC	-74.9041	41.2037	-75.11061	-74.65254	40.97938	41.39654
2951	BONN4	Rockaway River below Reservoir at Boonton, NJ	PHI	MARFC	-74.4076	40.8898	-74.44463	-74.36632	40.84746	40.93923
2952	LTFN4	Passaic River at Little Falls, NJ	PHI	MARFC	-74.2834	40.9181	-74.39124	-74.17923	40.8212	41.00351
2953	WHTP1	Lehigh River below Francis Walter Reservoir near White Haven, PA	PHI	MARFC	-75.5555	41.1641	-75.84704	-75.32489	40.99982	41.30922
2954	BOTN4	Rockaway River at Main Street at Boonton, NJ	PHI	MARFC	-74.5133	40.9432	-74.65477	-74.32813	40.8049	41.10538
2955	MNSP1	Brodhead Creek at Minisink Hills, PA	PHI	MARFC	-75.2851	41.0722	-75.48821	-75.11053	40.86584	41.2885
2956	PINN4	Passaic River at Pine Brook, NJ	PHI	MARFC	-74.4067	40.8215	-74.62442	-74.22906	40.69441	40.98703
2957	BVDN4	Delaware River at Belvidere, NJ	PHI	MARFC	-74.9302	40.9882	-75.33545	-74.60663	40.75419	41.2381
2958	MILN4	Passaic River near Millington, NJ	PHI	MARFC	-74.499	40.7362	-74.62054	-74.37852	40.65614	40.8175
2959	PRRP1	Pohopoco Creek below Beltzville Dam near Parryville, PA	PHI	MARFC	-75.5275	40.9315	-75.70147	-75.35908	40.82309	41.03541
2960	CAMN4	Passaic River near Chatham, NJ	PHI	MARFC	-74.5087	40.6697	-74.63973	-74.33449	40.59707	40.74985
2961	LHTP1	Lehigh River at Lehighton, PA	PHI	MARFC	-75.7665	40.9684	-76.02813	-75.44306	40.78166	41.19587
2962	RRTN4	North Branch Raritan River near Raritan, NJ	PHI	MARFC	-74.6983	40.7112	-74.88506	-74.54549	40.54615	40.93601
2963	STTN4	South Branch Raritan River at Stanton, NJ	PHI	MARFC	-74.8582	40.7168	-75.07615	-74.62444	40.53244	40.92521
2964	WNTP1	Lehigh River at Walnutport, PA	PHI	MARFC	-75.6508	40.8101	-75.95937	-75.22436	40.65852	40.92764
2965	BDKN4	Raritan River below Calco Dam at Bound Brook, NJ	PHI	MARFC	-74.6063	40.5153	-74.7303	-74.51879	40.44568	40.61111
2966	ALNP1	Jordan Creek at Allentown, PA	PHI	MARFC	-75.6603	40.6505	-75.79056	-75.4516	40.55633	40.76828
2967	MNVN4	Raritan River at Manville, NJ	PHI	MARFC	-74.7854	40.5227	-74.96254	-74.55814	40.38511	40.65371
2968	RGLN4	Delaware River at Riegelsville, NJ	PHI	MARFC	-75.0995	40.7607	-75.50373	-74.52053	40.46193	41.04509
2969	BETP1	Lehigh River at Bethlehem, PA	PHI	MARFC	-75.5193	40.6548	-75.75381	-75.27684	40.43912	40.8473
2970	BREP1	Schuylkill River at Berne, PA	PHI	MARFC	-76.0939	40.6995	-76.40437	-75.81147	40.50012	40.91012
2971	BKWN4	Millstone River at Blackwells Mills, NJ	PHI	MARFC	-74.6145	40.3586	-74.90823	-74.35189	40.17679	40.5256
2972	TACN4	Assunpink Creek at Trenton, NJ	PHI	MARFC	-74.6494	40.2467	-74.83736	-74.41705	40.16155	40.3521
2973	TREN4	Delaware River at Trenton, NJ	PHI	MARFC	-75.0761	40.4455	-75.4237	-74.75157	40.17219	40.66503
2974	GRAP1	Perkiomen Creek at Graterford, PA	PHI	MARFC	-75.4687	40.3704	-75.69678	-75.17563	40.20783	40.52038
2975	LNGP1	Neshaminy Creek near Langhorne, PA	PHI	MARFC	-75.1008	40.264	-75.33889	-74.85651	40.12579	40.41865
2976	RDRP1	Schuylkill River at Reading, PA	PHI	MARFC	-75.8957	40.5115	-76.1384	-75.64422	40.25995	40.7546
2977	BMRP1	Tulpehocken Creek at Blue Marsh Damsite near Reading, PA	PHI	MARFC	-76.187	40.398	-76.41555	-76.00153	40.27701	40.57831
2978	PTNP1	Schuylkill River at Pottstown, PA	PHI	MARFC	-75.8064	40.3107	-76.04731	-75.60659	40.15605	40.48656
2979	PEBN4	North Branch Rancocas Creek at Pemberton, NJ	PHI	MARFC	-74.5105	39.9392	-74.70929	-74.3516	39.82635	40.04286
2980	PADP1	Schuylkill River at Philadelphia, PA	PHI	MARFC	-75.4515	40.1456	-75.86758	-75.08139	39.93969	40.33845
2981	CDFP1	Brandywine Creek at Chadds Ford, PA	PHI	MARFC	-75.7691	39.9971	-76.00693	-75.54301	39.84028	40.16667
2982	VSTN6	Susquehanna River at Vestal, NY	BGM	MARFC	-75.8648	42.1648	-76.09022	-75.64139	42.01526	42.33404
2983	GCPW2	Cacapon River near Great Cacapon, WV	LWX	MARFC	-78.6277	39.1581	-78.9986	-78.27541	38.78391	39.61471
2984	WIBP1	Frankstown Branch Juniata River at Williamsburg, PA	CTP	MARFC	-78.4064	40.4045	-78.59449	-78.15758	40.20017	40.61539
2985	SPKP1	Little Juniata River at Spruce Creek, PA	CTP	MARFC	-78.2919	40.6422	-78.48699	-78.10264	40.46769	40.82044
2986	LWBP1	West Branch Susquehanna River at Lewisburg, PA	CTP	MARFC	-76.8589	41.1645	-77.32633	-76.35336	40.87062	41.44691
2987	314	SOLOMON RIVER AT NILES KS	TOP	MBRFC	-97.5946	39.0984	-97.89958	-97.35125	38.90458	39.29875
2988	315	WOLF CR. NR WOLF CR. KS	ICT	MBRFC	-98.6455	39.116	-98.87875	-98.42625	38.93792	39.26542
2989	316	SALINE RIVER AT LINCOLN KS	ICT	MBRFC	-98.3596	39.0887	-98.55375	-98.12625	38.85875	39.31125
2990	317	SALINE RIVER AT TESCOTT KS	ICT	MBRFC	-98.1197	38.9497	-98.37042	-97.85958	38.75875	39.13208
2991	320	DRY CR. NR SALINA KS	ICT	MBRFC	-97.7111	38.6711	-97.86625	-97.57625	38.55458	38.79458
2992	3013	LODGE CR. BELOW MCRAE CR. AT INTL. BOUND. MT	GFT	MBRFC	-109.852	49.1225	-110.11208	-109.61792	48.97542	49.28208
2993	404	SMOKY HILL AT ELKADER KS (OAKLEY)	GLD	MBRFC	-101.198	38.8343	-101.66208	-100.78875	38.61708	39.08208
2994	323	SMOKY HILL RIVER AT NEW CAMBRIA KS	ICT	MBRFC	-97.7151	38.9099	-98.04542	-97.45542	38.68375	39.10708
2995	324	GYPSUM CR NR SOLOMON KS	ICT	MBRFC	-97.4341	38.7106	-97.55375	-97.29708	38.55042	38.87792
2996	325	MUD CR AT ABILENE KS	TOP	MBRFC	-97.2725	39.033	-97.40792	-97.14708	38.90042	39.15292
2997	326	TURKEY CR NR ABILENE KS	TOP	MBRFC	-97.1793	38.6799	-97.29125	-97.06375	38.52125	38.84042
2998	327	SMOKY HILL RIVER  NR ABILENE KS	TOP	MBRFC	-97.3935	38.927	-97.55792	-97.26375	38.74208	39.11542
2999	328	HOLLAND CR NR ABILENE KS	TOP	MBRFC	-97.2953	38.7369	-97.38292	-97.20958	38.56708	38.89458
3000	329	SMOKY HILL RIVER AT ENTERPRISE KS	TOP	MBRFC	-97.1908	38.893	-97.32042	-97.08458	38.77542	39.03208
3001	332	SOLOMON RIVER NR SIMPSON KS	GID	MBRFC	-98.0491	39.4478	-98.23292	-97.88458	39.27958	39.65292
3002	2262	UPR WHITE RIVER NR OACOMA SD	UNR	MBRFC	-100.546	43.6805	-100.86208	-100.26792	43.31708	43.94042
3003	946	MEDICINE CR NR WHEELING MO	None	MBRFC	-93.3984	39.9522	-93.53292	-93.25958	39.75458	40.21125
3004	403	NF SMOKY HILL RIVER NR BURLINGTON CO	GLD	MBRFC	-102.52	39.0491	-102.81625	-102.25542	38.92958	39.15708
3005	405	SMOKY HILL RIVER NR RUSSEL SPRINGS KS	GLD	MBRFC	-101.765	38.9791	-102.20792	-101.38042	38.76292	39.19042
3006	628	BIG SANDY CR. NR HEBRON NE	GID	MBRFC	-97.7007	40.2979	-98.01208	-97.45542	40.18375	40.47375
3007	641	BIG SANDY CR NR DAVENPORT	GID	MBRFC	-97.993	40.4462	-98.31625	-97.70958	40.26708	40.59875
3008	3001	Swiftcurrent Ck at Many Glacier	None	MBRFC	-113.707	48.7821	-113.79125	-113.62625	48.69208	48.86958
3009	406	SMOKY HILL RIVER NR WESKAN KS	GLD	MBRFC	-102.324	38.9184	-102.60375	-102.02208	38.77958	39.05708
3010	2060	DEERFIELD DAM, SD	UNR	MBRFC	-103.869	44.0166	-104.01625	-103.73458	43.90042	44.14042
3011	SHLM8	MARIAS RIVER NR SHELBY MT	None	MBRFC	-112.733	48.4897	-113.53292	-111.84708	47.98375	49.01125
3012	3037	PEOPLES CRK BLO KUHR COULEE	GTF	MBRFC	-108.57	48.1546	-108.93292	-108.13875	47.89625	48.38208
3013	3015	MILK RIVER NR DODSON, MT	GTF	MBRFC	-108.674	48.5402	-109.06208	-108.26792	48.24208	48.88625
3014	2263	SNAKE RIVER ABV MERRITT RES NR DOUGHBOY NE	LBF	MBRFC	-101.853	42.5047	-102.31625	-101.23875	42.25042	42.66958
3015	2225	WHITE R NR CRAWFORD	UNR	MBRFC	-103.616	42.6285	-103.87042	-103.37625	42.50042	42.78208
3016	2226	WHITE R NR INTERIOR, SD	UNR	MBRFC	-102.194	43.5555	-102.59542	-101.88458	43.15875	43.89458
3017	2227	LAKE CK BLO REFUGE NR TURHILL, SD	UNR	MBRFC	-101.638	43.06	-101.83708	-101.48458	42.95042	43.17375
3018	2228	UPR BAD RIVER NR FT. PIERRE SD	ABR	MBRFC	-100.995	44.0948	-101.52875	-100.51375	43.85042	44.36542
3019	2229	UPR BAD RIVER NR MIDLAND SD	ABR	MBRFC	-101.963	44.0592	-102.30375	-101.60958	43.88792	44.27375
3020	2260	UPR NIOBRARA RIVER NR CODY NE	LBF	MBRFC	-102.058	42.7361	-102.44125	-101.66375	42.43375	42.95292
3021	2261	MIDDLE WHITE RIVER NR OACOMA SD	UNR	MBRFC	-100.228	43.5315	-100.52875	-99.97208	43.22958	43.89458
3022	2978	LAMAR R NR LAMAR RANGER STATION YNP	BIL	MBRFC	-110.034	44.7555	-110.23708	-109.80542	44.55042	44.99042
3023	2941	MIZPAH CR. NR MIZPAH MT	BIL	MBRFC	-105.439	45.7974	-105.82042	-105.14708	45.37958	46.28625
3024	3019	MISSOURI RIVER NR WOLF POINT MT	GGW	MBRFC	-106.075	48.2146	-106.70375	-105.46792	47.50875	48.88208
3025	3002	Sherburn Res & downstream gage	None	MBRFC	-113.603	48.7995	-113.69958	-113.49292	48.70458	48.87375
3026	3007	N.F. MILK RVR ABV ST. MARY CANAL	None	MBRFC	-113.175	48.9123	-113.36625	-113.01792	48.82542	49.00292
3027	3008	N.F. MILK RVR AT INTL BOUNDARY	None	MBRFC	-113.004	48.9778	-113.09542	-112.91375	48.89625	49.07375
3028	3055	BEAVER CRK BLO GUSTON COULEE	None	MBRFC	-107.594	48.2274	-107.87875	-107.35958	48.02125	48.41125
3029	2224	VERDIGRE R NR VERDIGRE	OAX	MBRFC	-98.2228	42.4764	-98.58292	-97.93875	42.24625	42.68625
3030	3058	WILLOW CRK NR GLASGOW	None	MBRFC	-106.962	47.9885	-107.28708	-106.55542	47.78375	48.20292
3031	3021	PEOPLES CREEK NR HAYS 16N	GTF	MBRFC	-109.041	48.234	-109.46208	-108.69292	48.08375	48.35708
3032	2945	CLEAR CREEK NR ARVADA WY	RIW	MBRFC	-106.649	44.537	-107.22458	-106.05542	44.18375	44.99458
3033	3004	ST. MARY AT INTL BOUNDARY	None	MBRFC	-113.469	48.9014	-113.72042	-113.26375	48.80042	49.02375
3034	3006	MILK RIVER AT WESTERN CROSSING	GTF	MBRFC	-112.979	48.8666	-113.40375	-112.49708	48.67958	49.03625
3035	3034	MILK RIVER AT HINSDALE	GGW	MBRFC	-106.944	48.8232	-107.27042	-106.46375	48.33375	49.24042
3036	3057	MILK RIVER AT VANDALIA	GGW	MBRFC	-107.015	48.3802	-107.14542	-106.91792	48.29625	48.47792
3037	3005	S.F. MILK NR BABB	GTF	MBRFC	-113.274	48.6872	-113.43708	-113.11375	48.60458	48.78208
3038	2973	SODA BUTTE CR NR LAMAR RANGER STATION YNP	RIW	MBRFC	-110.046	44.9702	-110.20375	-109.86375	44.82958	45.07375
3039	2977	GARDNER RIVER NEAR MAMMOTH YNP	BIL	MBRFC	-110.746	44.8793	-110.92458	-110.54292	44.72125	45.02792
3040	2956	ROSEBUD CR. AT ROSEBUD MT	None	MBRFC	-106.71	45.6971	-107.21208	-106.22208	45.13792	46.28625
