USGS_ID	USGS_name	Site_type	Longitude	Latitude	Alt_Lon	Alt_Lat	Elevation	Minlon	Maxlon	Minlat	Maxlat	RFC_ID	NWS_ID	NWS_alt_ID	HSA_ID	CWA_ID	GOES_ID	HUC8	State_Code	NWM Reach ID	Active	PEDTS obs	PEDTS_pred	Hgraph_type
7331600	RED RV AT DENISON DAM NR DENISON TX	unknown	-96.56306	33.81889	-	-	495.00000	-	-	-	-	ABRFC	DSTT2	-	OUN	-	175F27D6	-	TX	8350531	TRUE	HGIRG	HGIFF	unknown
4224775	CANASERAGA CREEK ABOVE DANSVILLE NY	unknown	-77.70394	42.53586	-	-	-	-	-	-	-	NERFC	DSVN6	-	BUF	-	DD01B6C4	-	NY	15547935	TRUE	HGIRG	HGIFF	unknown
400912106031201	DROWSY WATER PRECIPITATION STATION NEAR GRANBY CO	Atmosphere	-106.05344	40.15330	-	-	-	-	-	-	-	-	DSYC2	-	BOU	-	DDE4BA5C	-	-	-	-	-	-	unknown
2160105	TYGER RIVER NEAR DELTA SC	unknown	-81.54833	34.53528	-81.94730	34.83960	-	-82.47042	-81.48042	34.50042	35.17375	SERFC	DTAS1	-	GSP	GSP	DD701FB8	-	SC	9698941	TRUE	HGIRG		unknown
7263620	AR RIVER@DAVID D TERRY L&D BELOW LITTLE ROCK AR	unknown	-92.15139	34.68111	-92.19550	34.73740	-	-92.28708	-92.11792	34.64208	34.82375	ABRFC	DTLA4	-	LZK	LZK	CE688C80	-	-	-	-	-	-	unknown
-	-	unknown	-112.27900	47.88090	-	-	-	-112.92875	-111.53042	47.60458	48.11958	MBRFC	DTNM8	2820	-	-	-	-	-	-	-	-	-	unknown
3270500	GREAT MIAMI RIVER AT DAYTON OH	unknown	-84.19750	39.76528	-84.17870	39.82350	721.00000	-84.33397	-84.04921	39.71471	39.92458	OHRFC	DTNO1	-	ILN	ILN	DD67322C	-	OH	3883698	TRUE	HGIRG	HGIFF	unknown
6108000	TETON RIVER NEAR DUTTON MT	unknown	-111.55294	47.93032	-	-	3235.00000	-	-	-	-	MBRFC	DTTM8	-	TFX	-	1.739E+37	-	MT	12745295	TRUE	HGIRG	HGIFF	unknown
333934095151700	RAIN GAGE AT DETROIT TX	Atmosphere	-95.25472	33.65944	-	-	-	-	-	-	-	-	DTTT2	-	SHV	-	DDE1E332	-	-	-	-	-	-	unknown
393902103554001	SC00505806BBD1 DTX10A MUDDY CREEK	Well	-103.92778	39.65056	-	-	-	-	-	-	-	-	DTXC2	-	BOU	-	16F5A764	-	-	-	-	-	-	unknown
3221000	SCIOTO RIVER BELOW O'SHAUGHNESSY DAM NR DUBLIN OH	unknown	-83.12056	40.14333	-83.30480	40.36100	773.88000	-83.66407	-83.0792	40.12405	40.50099	OHRFC	DUBO1	-	ILN	ILN	CE4EE694	-	OH	5215647	TRUE	HGIRG	HGIFE	unknown
3031624	SANDY LICK CREEK AT DUBOIS PA	unknown	-78.76389	41.12550	-	-	-	-	-	-	-	ABRFC	DUBP1	-	CTP	-	CE6BDBF2	-	PA	4737251	TRUE	HGIRG	HGIFF	unknown
-	-	unknown	-89.82800	44.75160	-	-	-	-90.41208	-89.37625	44.56708	44.94042	NCRFC	DUBW3	-	-	GRB	-	-	-	-	-	-	-	unknown
6218500	WIND RIVER NEAR DUBOIS WY	unknown	-109.75917	43.57861	-109.88500	43.69890	7189.00000	-110.10375	-109.69292	43.53792	43.84875	MBRFC	DUBW4	-	RIW	-	DD5A7430	-	WY	12898110	TRUE	HGIRG	HGIFF	unknown
22462002	DURBIN CREEK NEAR FRUIT COVE FL	unknown	-81.54639	30.11917	-	-	-	-	-	-	-	-	DUCF1	-	JAX	-	DDBB16A6	-	-	-	-	-	-	unknown
2158408	-	unknown	-81.54639	30.11917	-	-	-	-	-	-	-	SERFC	DUCS1	-	-	-	-	-	SC	9700081	TRUE	HGIRG	HGIFF	unknown
357526200	BIG COVE CREEK AT DUG HILL ROAD NR HUNTSVILLE AL.	unknown	-86.51222	34.70472	-	-	-	-	-	-	-	-	DUGA1	-	HUN	-	DDABA2B6	-	-	-	-	-	-	unknown
-	-	unknown	-83.30410	36.01930	-	-	-	-83.58708	-82.98875	35.85875	36.23208	LMRFC	DUGT1	-	-	MRX	-	-	-	-	-	-	-	unknown
11313433	-	Stream	-83.30410	36.01930	-	-	-	-	-	-	-	CNRFC	DUJC1	-	-	-	-	18040003	CA	1889676	TRUE	HGIRG		regulated
7381328	-	unknown	-83.30410	36.01930	-	-	-	-	-	-	-	LMRFC	DULL1	-	-	-	-	-	LA	11079215	TRUE	HGIRG		unknown
-	-	unknown	-96.17800	45.65100	-	-	-	-96.37875	-95.90958	45.47958	45.75708	NCRFC	DUMM5	-	-	FGF	-	-	-	-	-	-	-	unknown
322652083033001	21T001	Well	-83.05778	32.45167	-	-	-	-	-	-	-	-	DUNG1	-	FFC	-	DDB0C366	-	-	-	-	-	-	unknown
7179710	NEOSHO R NR DUNLAP KS	unknown	-96.37111	38.55472	-96.43230	38.66160	-	-96.73292	-96.17625	38.50458	38.85292	ABRFC	DUNK1	-	TOP	TOP	CE72A272	-	-	-	-	-	-	unknown
3319000	ROUGH RIVER NEAR DUNDEE KY	unknown	-86.72167	37.54750	-86.58740	37.56890	393.18000	-86.76186	-86.38558	37.43077	37.74704	OHRFC	DUNK2	-	LMK	PAH	CE6CD9C6	-	KY	11620974	TRUE	HGIRG	HGIFE	unknown
-	-	unknown	-86.51670	37.42740	-	-	-	-86.7488	-86.328	37.33447	37.51466	OHRFC	DUNK2S	-	-	PAH	-	-	-	-	-	-	-	unknown
1414500	MILL BROOK NEAR DUNRAVEN NY	unknown	-74.73056	42.10611	-	-	-	-	-	-	-	MARFC	DUNN6	-	BGM	-	17E033FA	-	NY	1748611	TRUE	HGIRG	HGIFF	unknown
4190000	-	unknown	-74.73056	42.10611	-	-	687.09000	-	-	-	-	OHRFC	DUPO1	-	-	-	-	-	OH	15644764	TRUE	HGIRZ		unknown
8177520	GUADALUPE RV NR BLOOMINGTON TX	unknown	-96.96528	28.66194	-97.08440	28.75050	-	-97.23708	-96.94708	28.64625	28.86958	WGRFC	DUPT2	-	CRP	CRP	176D02BE	-	TX	1640519	TRUE	HGIRG	HGIFF	unknown
7331000	WASHITA RIVER NEAR DICKSON OK	unknown	-96.97556	34.23333	-97.28230	34.53960	650.57000	-98.00792	-96.91375	34.12958	34.91125	ABRFC	DURO2	-	OUN	OUN	CE1B06E4	-	OK	430522	TRUE	HGIRG	HGIFF	unknown
14206950	FANNO CREEK AT DURHAM OR	Stream	-122.75361	45.40361	-	-	-	-	-	-	-	NWRFC	DURO3	-	PQR	-	F002A78E	17090010	OR	23805270	TRUE	HGIRG	HGIFZ	unknown
2160381	DURBIN CREEK ABOVE FOUNTAIN INN SC	unknown	-82.17389	34.71667	-	-	-	-	-	-	-	-	DURS1	-	GSP	-	DE19C18A	-	-	-	-	-	-	unknown
9302000	DUCHESNE RIVER NEAR RANDLETT UT	unknown	-109.78139	40.21028	-	-	4746.96000	-	-	-	-	CBRFC	DURU1	-	GJT	-	DD7922AC	-	UT	11985625	TRUE	HGIRG	HGIFE	unknown
5369500	CHIPPEWA RIVER AT DURAND WI	unknown	-91.97133	44.63100	-91.73590	44.76680	694.59000	-92.19958	-91.35958	44.49625	45.04458	NCRFC	DURW3	-	MPX	MPX	CE756B8A	-	WI	13107421	TRUE	HGIRP	HGIFF	unknown
6709910	DUTCH CR AT PLATTE CANYON DRIVE NEAR LITTLETON CO	unknown	-105.04192	39.60011	-	-	-	-	-	-	-	-	DUTC2	-	BOU	-	1660E388	-	-	-	-	-	-	unknown
9439000	GILA RIVER AT DUNCAN AZ	unknown	-109.09917	32.72444	-	-	3663.00000	-	-	-	-	CBRFC	DUUA3	-	TWC	-	DD25878A	-	AZ	3078075	TRUE	HGIRG	HGIFE	unknown
-	-	unknown	-109.00900	32.62060	-	-	-	-109.14139	-109.10111	32.50556	32.54583	CBRFC	DUUA3LLH	-	-	-	-	-	-	-	-	-	-	unknown
-	-	unknown	-109.02300	32.62640	-	-	-	-109.03167	-108.98694	32.45417	32.50833	CBRFC	DUUA3LUH	-	-	-	-	-	-	-	-	-	-	unknown
10172952	DUNN CREEK NEAR PARK VALLEY UT	Stream	-113.32639	41.85861	-	-	-	-	-	-	-	-	DUUU1	-	SLC	-	D10947AC	16020308	-	-	-	-	-	snow-dom
1483700	ST JONES RIVER AT DOVER DE	unknown	-75.51908	39.16372	-	-	0.05000	-	-	-	-	MARFC	DVDD1	-	PHI	-	1778240C	-	DE	8074660	TRUE	HGIRG		unknown
-	-	unknown	-115.74800	41.32080	-	-	-	-116.03708	-115.37208	40.91292	41.64458	CNRFC	DVGN2	-	-	EKO	-	-	-	-	-	-	-	unknown
3122500	TUSCARAWAS RIVER BELOW DOVER DAM NEAR DOVER OH	unknown	-81.43000	40.52972	-81.28970	40.54820	-	-81.66443	-80.92069	40.30628	40.81888	OHRFC	DVLO1	-	PBZ	PBZ	CE572C9A	-	OH	19390244	TRUE	HGIRG	HGIFE	unknown
2075045	DAN RIVER AT STP NEAR DANVILLE VA	unknown	-79.37000	36.56250	-79.62850	36.52780	365.19000	-79.94125	-79.30125	36.29625	36.74875	SERFC	DVLV2	-	RNK	RNK	CE448CF2	-	VA	8696453	TRUE	HGIRG	HGIFF	unknown
7257006	BIG PINEY CREEK AT HIGHWAY 164 NEAR DOVER AR	unknown	-93.18139	35.50583	-93.22650	35.70270	-	-93.48708	-93.03875	35.47958	35.87375	ABRFC	DVRA4	-	LZK	LZK	CE68E7B4	-	-	-	-	-	-	unknown
1583100	PINEY RUN AT DOVER MD	unknown	-76.76689	39.52061	-	-	375.86000	-	-	-	-	MARFC	DVRM2	-	LWX	-	178EA0C2	-	MD	11687478	TRUE	HGIRG		unknown
1379845	ROCKAWAY RIVER AT WARREN STREET AT DOVER NJ	unknown	-74.56000	40.88611	-	-	-	-	-	-	-	MARFC	DVRN4	-	PHI	-	17286344	-	NJ	6249904	TRUE	HGIRG	HGIFF	unknown
6898000	THOMPSON RIVER AT DAVIS CITY IA	unknown	-93.80806	40.64028	-93.93330	40.74180	874.04000	-94.09542	-93.75958	40.60875	40.87792	MBRFC	DVSI4	935	DMX	DMX	DDB38762	-	IA	5138325	TRUE	HGIRV	HGIFE	unknown
7329780	HONEY CREEK BELOW TURNER FALLS NEAR DAVIS OK	unknown	-97.14694	34.43167	-97.18140	34.41560	865.87000	-97.25792	-97.11792	34.36292	34.46542	ABRFC	DVSO2	-	OUN	-	DD98534C	-	OK	19959914	TRUE	HGIRG		unknown
-	-	unknown	-97.08420	43.35680	-	-	-	-97.30375	-96.93458	43.18375	43.51958	MBRFC	DVSS2	2648	-	FSD	-	-	-	-	-	-	-	unknown
10348550	DAVIS CK AT DAVIS CK CMPGRD RD NR WASHOE CITY NV	Stream	-119.82817	39.30342	-	-	-	-	-	-	-	-	DVWN2	-	REV	-	DE946B7E	-	-	-	-	-	-	unknown
5388310	WATERLOO CREEK NEAR DORCHESTER IA	unknown	-91.50500	43.45111	-	-	690.00000	-	-	-	-	NCRFC	DWCI4	-	ARX	-	1700109C	-	IA	13337278	TRUE	HGIRP		unknown
-	-	unknown	-94.61050	37.64520	-	-	-	-94.86208	-94.38042	37.45042	37.84458	MBRFC	DWCM7	2507	-	SGF	-	-	-	-	-	-	-	unknown
-	-	unknown	-96.75860	32.93210	-	-	-	-96.86625	-96.64292	32.74625	33.15292	WGRFC	DWCT2	-	-	FWD	-	-	-	-	-	-	-	unknown
12113415	DUWAMISH R AT E MARGINAL WAY BR AT DUWAMISH WA	Stream	-122.28814	47.50051	-	-	-	-	-	-	-	NWRFC	DWDW1	-	SEW	-	DD26459A	-	WA	23977618	TRUE	HGIRG		unknown
6917630	EAST DRYWOOD CREEK AT PRAIRIE STATE PARK	unknown	-94.55808	37.53536	-	-	890.00000	-	-	-	-	MBRFC	DWEM7	-	SGF	-	DD06E48C	-	MO	7367067	TRUE	HGIRG	HGIFF	unknown
6883000	LITTLE BLUE RIVER NEAR DEWEESE NEBR.	unknown	-98.06694	40.33250	-98.34730	40.41330	1632.67000	-98.64958	-98.04292	40.18375	40.70708	MBRFC	DWEN1	626	GID	GID	D10530A0	-	NE	18767596	TRUE	HGIRG	HGIFE	unknown
5052500	ANTELOPE CREEK AT DWIGHT ND	unknown	-96.73417	46.31139	-96.97220	46.30660	906.73000	-97.24542	-96.68458	46.12125	46.51125	NCRFC	DWGN8	-	FGF	FGF	DE32D0BA	-	ND	6676348	FALSE	HGIRG		unknown
332541096240601	RAIN GAGE AT DESERT WSC WELL NO. 2 NR TRENTON TX	Atmosphere	-96.40189	33.42822	-	-	-	-	-	-	-	-	DWHT2	-	FWD	-	CE68543A	-	-	-	-	-	-	unknown
2389050	ETOWAH RIVER 0.2 MI DS GA 53 NR DAWSONVILLE GA	unknown	-84.06472	34.37944	-	-	1042.76000	-	-	-	-	SERFC	DWLG1	-	FFC	-	DF081DF6	-	GA	6496042	TRUE	HGIRG		unknown
8057300	WHITE RK CK AT WHITE RK LK DALLAS TX	unknown	-96.72556	32.80861	-	-	-	-	-	-	-	-	DWLT2	-	FWD	-	DDE9D20E	-	-	-	-	-	-	unknown
1417000	EAST BRANCH DELAWARE RIVER AT DOWNSVILLE NY	unknown	-74.97628	42.07503	-	-	1094.92004	-	-	-	-	MARFC	DWNN6	-	BGM	-	1763C3C8	-	NY	1748727	TRUE	HGIRG	HGIFF	unknown
1480870	EAST BRANCH BRANDYWINE CREEK BELOW DOWNINGTOWN PA	unknown	-75.67361	39.96861	-	-	195.00000	-	-	-	-	MARFC	DWNP1	-	PHI	-	DDC0D5BC	-	PA	4650548	TRUE	HGIRG	HGIFF	unknown
-	-	unknown	-115.77100	46.74380	-	-	-	-115.39463	-115.34744	46.40803	46.45583	NWRFC	DWRI1IL	-	-	-	-	-	-	-	-	-	-	unknown
-	-	unknown	-115.33000	46.77530	-	-	-	-115.30655	-115.26041	46.47209	46.51635	NWRFC	DWRI1IU	-	-	-	-	-	-	-	-	-	-	unknown
8057200	WHITE RK CK AT GREENVILLE AVE DALLAS TX	unknown	-96.75639	32.88917	-	-	400.00000	-	-	-	-	WGRFC	DWRT2	-	FWD	-	DD5AB12E	-	TX	1260353	TRUE	HGIRG	HGIFF	unknown
-	-	unknown	-105.47000	38.19720	-	-	-	-105.54542	-105.41375	38.13375	38.25708	ABRFC	DWSC2	-	-	PUB	-	-	-	-	-	-	-	unknown
2389150	ETOWAH RIVER AT GA 9 NEAR DAWSONVILLE GA	unknown	-84.11358	34.35758	-84.09320	34.51090	1022.00000	-84.24125	-83.98042	34.30458	34.68625	SERFC	DWSG1	-	FFC	FFC	DD499752	-	GA	6496178	TRUE	HGIRG	HGIFF	unknown
13089500	DEVILS WASHBOWL SPRING NR KIMBERLY 10S 18E 04AAD1S	Stream	-114.34694	42.58972	-	-	-	-	-	-	-	NWRFC	DWSI1	-	BOI	-	DD7C10F6	17040212	ID	24491446	TRUE	HGIRG	HGIFZ	unknown
8063100	RICHLAND CK NR DAWSON TX	unknown	-96.68111	31.93833	-	-	-	-	-	-	-	-	DWST2	-	FWD	-	D1055546	-	-	-	-	-	-	unknown
3141700	WILLS CREEK AT DERWENT OH	unknown	-81.53139	39.91917	-	-	799.00000	-	-	-	-	OHRFC	DWTO1	-	PBZ	-	CE449F84	-	OH	15373004	TRUE	HGIRG	HGIFE	unknown
12113390	DUWAMISH RIVER AT GOLF COURSE AT TUKWILA WA	Stream	-122.25873	47.47899	-	-	-	-	-	-	-	NWRFC	DWTW1	-	SEW	-	DD2656EC	17110013	WA	23977620	TRUE	HGIRG		unknown
3211000	DEWEY LAKE NEAR VAN LEAR KY	unknown	-82.73056	37.73778	-82.53840	37.61820	-	-82.77889	-82.35758	37.43936	37.75845	OHRFC	DWYK2	-	JKL	JKL	CE4EAB4C	-	-	-	-	-	-	unknown
8030500	SABINE RV NR RULIFF TX	unknown	-93.74361	30.30361	-93.82460	30.47570	-7.59000	-94.02875	-93.57208	30.25875	30.71125	WGRFC	DWYT2	-	LCH	LCH	DD9F8710	-	TX	8331804	TRUE	HGIRG	HGIFF	unknown
-	-	unknown	-93.72760	30.74190	-	-	-	-94.03292	-93.39292	30.51292	30.99458	WGRFC	DWYT2U	-	-	LCH	-	-	-	-	-	-	-	unknown
5442300	ROCK RIVER AT DIXON IL	unknown	-89.48583	41.84417	-89.32940	42.00070	628.51000	-89.71208	-88.89708	41.75458	42.27375	NCRFC	DXRI2	-	LOT	LOT	17E466BC	-	IL	10607604	TRUE	HGIRG	HGIFF	unknown
-	-	unknown	-83.95300	42.44130	-	-	-	-84.22042	-83.64292	42.32125	42.58208	NCRFC	DXTM4	-	-	DTX	-	-	-	-	-	-	-	unknown
10165600	DRY CREEK AT 300 N AT ALPINE UT	Stream	-111.76837	40.45717	-	-	-	-	-	-	-	-	DYCU1	-	SLC	-	DD959534	-	-	-	-	-	-	unknown
-	-	unknown	-111.73800	40.48980	-	-	-	-111.79111	-111.68694	40.44667	40.53472	CBRFC	DYCU1HLF	-	-	-	-	-	-	-	-	-	-	unknown
-	-	unknown	-111.71400	40.51030	-	-	-	-111.77472	-111.66361	40.44639	40.55722	CBRFC	DYCU1HUF	-	-	-	-	-	-	-	-	-	-	unknown
9127450	DYER CREEK ABOVE DYER FORK DITCH NEAR MAHER CO	unknown	-107.48958	38.56931	-	-	-	-	-	-	-	-	DYEC2	-	GJT	-	16F3B4DC	-	-	-	-	-	-	unknown
-	-	unknown	-89.12540	35.97180	-	-	-	-89.47875	-88.72208	35.75042	36.16542	LMRFC	DYET1	-	-	MEG	-	-	-	-	-	-	-	unknown
-	-	unknown	-102.55000	29.62890	-	-	-	-102.97458	-102.08875	29.30458	30.01125	WGRFC	DYNT2	-	-	MAF	-	-	-	-	-	-	-	unknown
-	-	unknown	-102.36100	30.09770	-	-	-	-102.65792	-102.10542	29.84208	30.27375	WGRFC	DYNT21	-	-	MAF	-	-	-	-	-	-	-	unknown
-	-	unknown	-102.76000	30.16560	-	-	-	-102.95792	-102.55542	30.07542	30.25292	WGRFC	DYNT22	-	-	MAF	-	-	-	-	-	-	-	unknown
-	-	unknown	-102.65600	30.01950	-	-	-	-102.99958	-102.30958	29.78375	30.19042	WGRFC	DYNT23	-	-	MAF	-	-	-	-	-	-	-	unknown
-	-	unknown	-102.65800	29.90490	-	-	-	-102.83708	-102.41375	29.75875	30.04458	WGRFC	DYNT24	-	-	MAF	-	-	-	-	-	-	-	unknown
-	-	unknown	-103.03100	30.11720	-	-	-	-103.27042	-102.75542	29.88792	30.42375	WGRFC	DYNT25	-	-	MAF	-	-	-	-	-	-	-	unknown
-	-	unknown	-102.96400	29.74380	-	-	-	-103.16625	-102.73458	29.43375	29.98625	WGRFC	DYNT26	-	-	MAF	-	-	-	-	-	-	-	unknown
-	-	unknown	-103.38800	29.77740	-	-	-	-103.73292	-102.98458	29.40458	30.30292	WGRFC	DYNT27	-	-	MAF	-	-	-	-	-	-	-	unknown
-	-	unknown	-103.32300	30.11970	-	-	-	-103.56208	-103.10125	29.84208	30.38625	WGRFC	DYNT28	-	-	MAF	-	-	-	-	-	-	-	unknown
-	-	unknown	-102.42600	30.03360	-	-	-	-102.61208	-102.28458	29.87125	30.17375	WGRFC	DYNT29	-	-	MAF	-	-	-	-	-	-	-	unknown
5418110	-	unknown	-91.09880	42.53680	-	-	-	-91.26208	-90.94292	42.40042	42.66958	NCRFC	DYRI4	-	-	DVN	-	-	IA	13376201	FALSE	HGIRG		unknown
3186500	WILLIAMS RIVER AT DYER WV	unknown	-80.48417	38.37889	-	-	2193.90000	-	-	-	-	OHRFC	DYRW2	-	RLX	-	17BA36EA	-	WV	4547810	TRUE	HGIRG		unknown
5464220	WOLF CREEK NEAR DYSART IA	unknown	-92.29889	42.25153	-92.62200	42.23830	-	-92.96625	-92.27208	42.12125	42.38625	NCRFC	DYSI4	-	DMX	DVN	1637060C	-	IA	22476707	TRUE	HGIRV	HGIFE	unknown
11180500	DRY C A UNION CITY CA	Stream	-122.02278	37.60611	-	-	85.12000	-	-	-	-	CNRFC	DYUC1	-	MTR	-	171CC0F6	18050004	CA	2804369	TRUE	HGIRG		unknown
8329720	EMBUDO ARROYO AT ALBUQUERQUE NM	unknown	-106.49250	35.10222	-	-	-	-	-	-	-	-	EAAN5	-	ABQ	-	16F3C24C	-	-	-	-	-	-	unknown
1105583	MONATIQUOT RIVER AT EAST BRAINTREE MA	unknown	-70.97861	42.22083	-	-	-	-	-	-	-	-	EABM3	-	BOX	-	17C8A3D0	-	-	-	-	-	-	unknown
7010000	MISSISSIPPI RIVER AT ST. LOUIS MO	unknown	-90.17978	38.62900	-90.05170	38.87040	379.94000	-90.51625	-89.65958	38.51292	39.20708	NCRFC	EADM7	-	LSX	LSX	CE40010E	-	MO	3624735	TRUE	HGIR2	HGIFF	unknown
-	-	unknown	-90.26130	38.72590	-	-	-	-90.39125	-90.17208	38.62125	38.81542	NCRFC	EADM7URB	-	-	LSX	-	-	-	-	-	-	-	unknown
2293987	PEACE CREEK DRAINAGE CANAL NEAR WAHNETA FL	unknown	-81.72694	27.92444	-	-	-	-	-	-	-	-	EAGF1	-	TBW	-	DD021132	-	-	-	-	-	-	unknown
4114498	LOOKING GLASS RIVER NEAR EAGLE MI	unknown	-84.75944	42.82806	-84.36510	42.81990	750.01000	-84.79958	-84.04292	42.68792	42.93625	NCRFC	EAGM4	-	GRR	GRR	1.63E+52	-	MI	12242422	FALSE	HGIRZ	HGIFE	unknown
384950094330701	EAGLES' LANDING	Land	-94.55194	38.83056	-	-	-	-	-	-	-	-	EAGM7	-	EAX	-	DE5103EE	-	-	-	-	-	-	unknown
1334500	HOOSIC RIVER NEAR EAGLE BRIDGE NY	unknown	-73.37694	42.93858	-	-	355.41000	-	-	-	-	NERFC	EAGN6	-	ALY	-	17E070F0	-	NY	22290307	TRUE	HGIRG	HGIFE	unknown
-	-	unknown	-73.28610	42.77960	-	-	-	-73.44135	-73.10256	42.55908	43.07179	NERFC	EAGN6HUD	-	-	ALY	-	-	-	-	-	-	-	unknown
3267900	MAD RIVER AT ST PARIS PIKE AT EAGLE CITY OH	unknown	-83.83167	39.96417	-83.83330	40.08430	881.95000	-84.00263	-83.60539	39.93589	40.20602	OHRFC	EAGO1	-	ILN	ILN	DD6714C0	-	OH	3985518	TRUE	HGIRG	HGIFE	unknown
-	-	unknown	-83.73750	40.23840	-	-	-	-83.95511	-83.58508	40.08629	40.41335	OHRFC	EAGO1N	-	-	ILN	-	-	-	-	-	-	-	unknown
7339000	MOUNTAIN FORK NEAR EAGLETOWN OK	unknown	-94.61972	34.04167	-	-	334.57000	-	-	-	-	ABRFC	EAGO2	-	SHV	-	CE5410DC	-	OK	632727	TRUE	HGIRG	HGIFF	unknown
7325800	COBB CREEK NEAR EAKLY OK	unknown	-98.59389	35.29056	-	-	1369.70000	-	-	-	-	ABRFC	EAKO2	-	OUN	-	CE2B95F6	-	OK	683399	TRUE	HGIRG	HGIFF	unknown
9067020	EAGLE R BLW WASTEWATER TREATMENT PLANT AT AVON CO	unknown	-106.53194	39.63486	-	-	-	-	-	-	-	-	EALC2	-	GJT	-	DE04C572	-	-	-	-	-	-	unknown
-	-	unknown	-106.43500	39.58080	-	-	-	-106.37222	-106.33	39.45611	39.49806	CBRFC	EALC2LLF	-	-	-	-	-	-	-	-	-	-	unknown
-	-	unknown	-106.39300	39.55300	-	-	-	-106.44917	-106.33056	39.37306	39.48944	CBRFC	EALC2LMF	-	-	-	-	-	-	-	-	-	-	unknown
-	-	unknown	-106.40600	39.51020	-	-	-	-106.43556	-106.34167	39.35889	39.45722	CBRFC	EALC2LUF	-	-	-	-	-	-	-	-	-	-	unknown
9064600	EAGLE RIVER NEAR MINTURN CO	unknown	-106.40194	39.55389	-	-	-	-	-	-	-	-	EAMC2	-	GJT	-	17973462	-	-	-	-	-	-	unknown
8045000	EAGLE MTN RES ABV FT WORTH TX	unknown	-97.46089	32.87425	-97.56490	32.97240	-	-97.79125	-97.38042	32.83792	33.17375	WGRFC	EAMT2	-	FWD	FWD	DE2277DC	-	-	-	-	-	-	unknown
2220900	LITTLE RIVER NEAR EATONTON GA	unknown	-83.43711	33.31414	-83.55410	33.48900	356.03000	-83.77458	-83.34708	33.28792	33.67792	SERFC	EANG1	-	FFC	-	17EBD3A0	-	GA	1056233	TRUE	HGIRG	HGIFF	unknown
11465690	COLGAN C NR SANTA ROSA CA	Stream	-122.73194	38.40222	-	-	-	-	-	-	-	CNRFC	EASC1	-	MTR	-	D1068420	18010110	CA	8273343	TRUE	HGIRG		unknown
9112200	EAST RIVER BELOW CEMENT CREEK NR CRESTED BUTTE CO	unknown	-106.87028	38.78417	-	-	-	-	-	-	-	-	EASC2	-	GJT	-	DD014640	-	-	-	-	-	-	unknown
12306500	MOYIE RIVER AT EASTPORT ID	Stream	-116.17972	48.99917	-	-	2620.06000	-	-	-	-	NWRFC	EASI1	-	OTX	-	D1135216	17010105	ID	1170023539	TRUE	HGIRG	HGIFZ	snow-dom
-	-	unknown	-115.97900	49.21440	-	-	-	-116.09029	-116.04388	48.95544	48.99977	NWRFC	EASI1L	-	-	-	-	-	-	-	-	-	-	unknown
-	-	unknown	-115.99700	49.22940	-	-	-	-116.23885	-116.19243	48.97112	49.01545	NWRFC	EASI1U	-	-	-	-	-	-	-	-	-	-	unknown
4119400	GRAND RIVER NEAR EASTMANVILLE MI	unknown	-86.02639	43.02417	-85.98190	42.96460	569.09000	-86.12458	-85.84292	42.87125	43.05708	NCRFC	EASM4	-	GRR	GRR	163DEA7E	-	MI	9005833	TRUE	HGIRZ	HGIFE	unknown
-	-	unknown	-109.17600	49.57880	-	-	-	-109.60792	-108.81792	49.39208	49.75292	MBRFC	EASQ8	3052	-	GTF	-	-	-	-	-	-	-	unknown
8110500	NAVASOTA RV NR EASTERLY TX	unknown	-96.29750	31.17000	-96.45560	31.31410	271.46000	-96.68708	-96.21375	31.14625	31.49042	WGRFC	EAST2	-	FWD	FWD	DDC990EA	-	TX	5575763	TRUE	HGIRG	HGIFF	unknown
-	-	unknown	-121.27000	47.25260	-	-	-	-121.195	-121.14717	47.27479	47.32272	NWRFC	EASW1XL	-	-	-	-	-	-	-	-	-	-	unknown
-	-	unknown	-121.26500	47.23050	-	-	-	-121.34027	-121.17363	47.13082	47.23108	NWRFC	EASW1XU	-	-	-	-	-	-	-	-	-	-	unknown
442616083232301	CLARKS MARSH SE OUTLET NEAR OSCODA MI	unknown	-83.38993	44.43788	-	-	852.32000	-	-	-	-	NCRFC	EATM4	-	GRR	-	16367CB4	-	MI	12242134	FALSE			unknown
2249007	EAU GALLIE RIV AT HEATHER GLEN CIR AT MELBOURNE FL	unknown	-80.64694	28.12667	-	-	-	-	-	-	-	-	EAUF1	-	MLB	-	D11D0602	-	-	-	-	-	-	unknown
1480700	EAST BRANCH BRANDYWINE CREEK NEAR DOWNINGTOWN PA	unknown	-75.70889	40.03472	-	-	-	-	-	-	-	-	EBBP1	-	PHI	-	DD087586	-	-	-	-	-	-	unknown
-	-	unknown	-96.27750	29.70710	-	-	-	-96.52042	-96.00542	29.49625	29.90708	WGRFC	EBBT2	-	-	HGX	-	-	-	-	-	-	-	unknown
2209360	EAST BEAR CREEK AT POPLAR ROAD NR MANSFIELD GA	unknown	-83.77025	33.50725	-	-	636.90000	-	-	-	-	SERFC	EBCG1	-	FFC	-	171D1464	-	GA	6331514	TRUE	HGIRG	HGIFF	unknown
7160280	BOGGY CREEK AT ENID AVE AT ENID OK	unknown	-97.87261	36.37712	-	-	-	-	-	-	-	-	EBCO2	-	OUN	-	DE6977A8	-	-	-	-	-	-	unknown
